variable,x,y
e07.SAL.me,-3.846616804599762,0.9999983906745911
e07.SAL.me,-3.7496561374664306,0.9999983906745911
e07.SAL.me,-3.652695470333099,0.9999983906745911
e07.SAL.me,-3.555734803199768,0.9999983906745911
e07.SAL.me,-3.458774136066437,0.9999983906745911
e07.SAL.me,-3.3618134689331054,0.9999983906745911
e07.SAL.me,-3.2648528017997744,0.9999983906745911
e07.SAL.me,-3.1678921346664426,0.9999983906745911
e07.SAL.me,-3.0709314675331116,0.9999983906745911
e07.SAL.me,-2.9739708003997802,0.9999983906745911
e07.SAL.me,-2.877010133266449,0.9999983906745911
e07.SAL.me,-2.780049466133118,0.9999983906745911
e07.SAL.me,-2.6830887989997865,0.9999983906745911
e07.SAL.me,-2.586128131866455,0.9999983906745911
e07.SAL.me,-2.4891674647331237,0.9999983906745911
e07.SAL.me,-2.3922067975997923,0.9999983906745911
e07.SAL.me,-2.2952461304664613,0.9999983906745911
e07.SAL.me,-2.19828546333313,0.9999983906745911
e07.SAL.me,-2.1013247961997985,0.9999983906745911
e07.SAL.me,-2.0043641290664675,0.9999983906745911
e07.SAL.me,-1.907403461933136,0.9999983906745911
e07.SAL.me,-1.8104427947998047,0.9999983906745911
e07.SAL.me,-1.7134821276664733,0.9999983906745911
e07.SAL.me,-1.616521460533142,0.9999983906745911
e07.SAL.me,-1.519560793399811,0.9999983906745911
e07.SAL.me,-1.4226001262664796,0.9999983906745911
e07.SAL.me,-1.3256394591331482,0.9999983906745911
e07.SAL.me,-1.2286787919998168,0.9999983906745911
e07.SAL.me,-1.1317181248664854,0.9999983906745911
e07.SAL.me,-1.0347574577331544,0.9999983906745911
e07.SAL.me,-0.937796790599823,0.9999983906745911
e07.SAL.me,-0.8408361234664916,0.9999983906745911
e07.SAL.me,-0.7438754563331602,0.9999983906745911
e07.SAL.me,-0.6469147891998293,0.9999983906745911
e07.SAL.me,-0.5499541220664979,0.9999983906745911
e07.SAL.me,-0.45299345493316645,0.9999983906745911
e07.SAL.me,-0.35603278779983505,0.9999983906745911
e07.SAL.me,-0.2590721206665041,0.9999983906745911
e07.SAL.me,-0.1621114535331727,0.9999983906745911
e07.SAL.me,-0.06515078639984129,0.9999983906745911
e07.SAL.me,0.031809880733490115,0.9999983906745911
e07.SAL.me,0.12877054786682107,0.9999983906745911
e07.SAL.me,0.22573121500015247,0.9999983906745911
e07.SAL.me,0.3226918821334843,0.9999983906745911
e07.SAL.me,0.4196525492668153,0.9999983906745911
e07.SAL.me,0.5166132164001462,0.9999983906745911
e07.SAL.me,0.6135738835334781,0.9999983906745911
e07.SAL.me,0.710534550666809,0.9999983906745911
e07.SAL.me,0.80749521780014,0.9999983906745911
e07.SAL.me,0.9044558849334718,0.9999983906745911
e07.SAL.me,1.0014165520668028,0.9999983906745911
e07.SAL.me,1.0983772192001346,0.9999983906745911
e07.SAL.me,1.1953378863334656,0.9999983310699463
e07.SAL.me,1.2922985534667966,0.9999983310699463
e07.SAL.me,1.3892592206001284,0.9999983310699463
e07.SAL.me,1.4862198877334594,0.9999983310699463
e07.SAL.me,1.5831805548667912,0.9999983310699463
e07.SAL.me,1.6801412220001222,0.9999983310699463
e07.SAL.me,1.7771018891334531,0.9999982714653015
e07.SAL.me,1.874062556266785,0.9999982714653015
e07.SAL.me,1.971023223400116,0.9999982714653015
e07.SAL.me,2.067983890533447,0.9999982714653015
e07.SAL.me,2.1649445576667787,0.9999982118606567
e07.SAL.me,2.2619052248001097,0.9999982118606567
e07.SAL.me,2.3588658919334415,0.9999982118606567
e07.SAL.me,2.4558265590667725,0.999998152256012
e07.SAL.me,2.5527872262001035,0.999998152256012
e07.SAL.me,2.6497478933334353,0.999998152256012
e07.SAL.me,2.7467085604667663,0.9999980926513672
e07.SAL.me,2.843669227600097,0.9999980926513672
e07.SAL.me,2.940629894733429,0.9999980926513672
e07.SAL.me,3.03759056186676,0.9999980330467224
e07.SAL.me,3.134551229000092,0.9999980330467224
e07.SAL.me,3.231511896133423,0.9999979734420776
e07.SAL.me,3.328472563266754,0.9999979734420776
e07.SAL.me,3.4254332304000856,0.9999979138374329
e07.SAL.me,3.5223938975334166,0.9999979138374329
e07.SAL.me,3.6193545646667484,0.9999978542327881
e07.SAL.me,3.7163152318000794,0.9999978542327881
e07.SAL.me,3.8132758989334103,0.9999977946281433
e07.SAL.me,3.910236566066742,0.9999977946281433
e07.SAL.me,4.007197233200073,0.9999977350234985
e07.SAL.me,4.104157900333404,0.9999976754188538
