variable,x,y
e07.SAL.me,-3.846616804599762,3.2030680449679494E-4
e07.SAL.me,-3.7496561374664306,3.2030680449679494E-4
e07.SAL.me,-3.652695470333099,3.2030680449679494E-4
e07.SAL.me,-3.555734803199768,3.2030680449679494E-4
e07.SAL.me,-3.458774136066437,3.2030680449679494E-4
e07.SAL.me,-3.3618134689331054,3.2030680449679494E-4
e07.SAL.me,-3.2648528017997744,3.2030680449679494E-4
e07.SAL.me,-3.1678921346664426,3.2030680449679494E-4
e07.SAL.me,-3.0709314675331116,3.2030680449679494E-4
e07.SAL.me,-2.9739708003997802,3.2030680449679494E-4
e07.SAL.me,-2.877010133266449,3.2030680449679494E-4
e07.SAL.me,-2.780049466133118,3.2030680449679494E-4
e07.SAL.me,-2.6830887989997865,3.2030680449679494E-4
e07.SAL.me,-2.586128131866455,3.2030680449679494E-4
e07.SAL.me,-2.4891674647331237,3.2030680449679494E-4
e07.SAL.me,-2.3922067975997923,3.2030680449679494E-4
e07.SAL.me,-2.2952461304664613,3.2030680449679494E-4
e07.SAL.me,-2.19828546333313,3.2030680449679494E-4
e07.SAL.me,-2.1013247961997985,3.2030680449679494E-4
e07.SAL.me,-2.0043641290664675,3.2030680449679494E-4
e07.SAL.me,-1.907403461933136,3.2030680449679494E-4
e07.SAL.me,-1.8104427947998047,3.2030680449679494E-4
e07.SAL.me,-1.7134821276664733,3.2030680449679494E-4
e07.SAL.me,-1.616521460533142,3.2030680449679494E-4
e07.SAL.me,-1.519560793399811,3.2030680449679494E-4
e07.SAL.me,-1.4226001262664796,3.2030680449679494E-4
e07.SAL.me,-1.3256394591331482,3.2030680449679494E-4
e07.SAL.me,-1.2286787919998168,3.2030680449679494E-4
e07.SAL.me,-1.1317181248664854,3.2030680449679494E-4
e07.SAL.me,-1.0347574577331544,3.2030680449679494E-4
e07.SAL.me,-0.937796790599823,3.2030680449679494E-4
e07.SAL.me,-0.8408361234664916,3.2030680449679494E-4
e07.SAL.me,-0.7438754563331602,3.2030680449679494E-4
e07.SAL.me,-0.6469147891998293,3.2030680449679494E-4
e07.SAL.me,-0.5499541220664979,3.2030680449679494E-4
e07.SAL.me,-0.45299345493316645,3.2030680449679494E-4
e07.SAL.me,-0.35603278779983505,3.2030680449679494E-4
e07.SAL.me,-0.2590721206665041,3.2030680449679494E-4
e07.SAL.me,-0.1621114535331727,3.2030680449679494E-4
e07.SAL.me,-0.06515078639984129,3.2030680449679494E-4
e07.SAL.me,0.031809880733490115,3.2030680449679494E-4
e07.SAL.me,0.12877054786682107,3.2030680449679494E-4
e07.SAL.me,0.22573121500015247,3.2271374948322773E-4
e07.SAL.me,0.3226918821334843,3.30043607391417E-4
e07.SAL.me,0.4196525492668153,3.375399101059884E-4
e07.SAL.me,0.5166132164001462,3.452064411249012E-4
e07.SAL.me,0.6135738835334781,3.530471003614366E-4
e07.SAL.me,0.710534550666809,3.610657877288759E-4
e07.SAL.me,0.80749521780014,3.6926657776348293E-4
e07.SAL.me,0.9044558849334718,3.776536032091826E-4
e07.SAL.me,1.0014165520668028,3.862310841213912E-4
e07.SAL.me,1.0983772192001346,3.950033278670162E-4
e07.SAL.me,1.1953378863334656,4.0397478733211756E-4
e07.SAL.me,1.2922985534667966,4.131499445065856E-4
e07.SAL.me,1.3892592206001284,4.225334560032934E-4
e07.SAL.me,1.4862198877334594,4.3213003664277494E-4
e07.SAL.me,1.5831805548667912,4.419445467647165E-4
e07.SAL.me,1.6801412220001222,4.519819049164653E-4
e07.SAL.me,1.7771018891334531,4.6224717516452074E-4
e07.SAL.me,1.874062556266785,4.727455088868737E-4
e07.SAL.me,1.971023223400116,4.834822320844978E-4
e07.SAL.me,2.067983890533447,4.944627871736884E-4
e07.SAL.me,2.1649445576667787,5.056926165707409E-4
e07.SAL.me,2.2619052248001097,5.171773955225945E-4
e07.SAL.me,2.3588658919334415,5.289230030030012E-4
e07.SAL.me,2.4558265590667725,5.409352015703917E-4
e07.SAL.me,2.5527872262001035,5.532202194444835E-4
e07.SAL.me,2.6497478933334353,5.657841102220118E-4
e07.SAL.me,2.7467085604667663,5.78633276745677E-4
e07.SAL.me,2.843669227600097,5.917741800658405E-4
e07.SAL.me,2.940629894733429,6.052133976481855E-4
e07.SAL.me,3.03759056186676,6.189577397890389E-4
e07.SAL.me,3.134551229000092,6.330140749923885E-4
e07.SAL.me,3.231511896133423,6.473895628005266E-4
e07.SAL.me,3.328472563266754,6.620914209634066E-4
e07.SAL.me,3.4254332304000856,6.771269836463034E-4
e07.SAL.me,3.5223938975334166,6.925039342604578E-4
e07.SAL.me,3.6193545646667484,7.082298980094492E-4
e07.SAL.me,3.7163152318000794,7.243129075504839E-4
e07.SAL.me,3.8132758989334103,7.40760937333107E-4
e07.SAL.me,3.910236566066742,7.575823692604899E-4
e07.SAL.me,4.007197233200073,7.747857016511261E-4
e07.SAL.me,4.104157900333404,7.92379432823509E-4
e07.SAL.me,4.201118567466736,8.103725267574191E-4
e07.SAL.me,4.298079234600067,8.28774063847959E-4
e07.SAL.me,4.395039901733398,8.475933573208749E-4
e07.SAL.me,4.492000568866731,8.668397204019129E-4
e07.SAL.me,4.588961236000062,8.865228737704456E-4
e07.SAL.me,4.6859219031333925,9.066527709364891E-4
e07.SAL.me,4.7828825702667235,9.272396564483643E-4
e07.SAL.me,4.879843237400054,9.482937166467309E-4
e07.SAL.me,4.976803904533385,9.698255453258753E-4
e07.SAL.me,5.073764571666718,9.91846201941371E-4
e07.SAL.me,5.170725238800049,0.001014366396702826
e07.SAL.me,5.26768590593338,0.0010373976547271013
e07.SAL.me,5.364646573066711,0.0010609516175463796
e07.SAL.me,5.461607240200042,0.001085040159523487
e07.SAL.me,5.558567907333375,0.001109675271436572
e07.SAL.me,5.655528574466706,0.00113486940972507
e07.SAL.me,5.752489241600037,0.0011606351472437382
e07.SAL.me,5.849449908733368,0.001186985638923943
e07.SAL.me,5.9464105758666985,0.0012139338068664074
e07.SAL.me,6.043371243000031,0.0012414935044944286
e07.SAL.me,6.140331910133362,0.0012696784688159823
e07.SAL.me,6.237292577266693,0.001298503135330975
e07.SAL.me,6.334253244400024,0.001327981473878026
e07.SAL.me,6.431213911533355,0.0013581286184489727
e07.SAL.me,6.528174578666688,0.0013889595866203308
e07.SAL.me,6.625135245800019,0.0014204902108758688
e07.SAL.me,6.72209591293335,0.0014527358580380678
e07.SAL.me,6.819056580066681,0.0014857130590826273
e07.SAL.me,6.916017247200012,0.001519438112154603
e07.SAL.me,7.012977914333344,0.0015539283631369472
e07.SAL.me,7.109938581466675,0.0015892008086666465
e07.SAL.me,7.206899248600006,0.0016252731438726187
e07.SAL.me,7.303859915733337,0.0016621636459603906
e07.SAL.me,7.400820582866668,0.0016998909413814545
e07.SAL.me,7.497781249999999,0.0017384735401719809
e07.SAL.me,7.594741917133332,0.0017779311165213585
e07.SAL.me,7.691702584266663,0.001818283461034298
e07.SAL.me,7.788663251399994,0.0018595510628074408
e07.SAL.me,7.885623918533325,0.001901754061691463
e07.SAL.me,7.982584585666656,0.0019449139945209026
e07.SAL.me,8.079545252799988,0.0019890523981302977
e07.SAL.me,8.17650591993332,0.0020341917406767607
e07.SAL.me,8.27346658706665,0.002080353908240795
e07.SAL.me,8.370427254199981,0.002127563115209341
e07.SAL.me,8.467387921333312,0.00217584241181612
e07.SAL.me,8.564348588466645,0.002225215546786785
e07.SAL.me,8.661309255599976,0.002275708131492138
e07.SAL.me,8.758269922733307,0.002327345311641693
e07.SAL.me,8.855230589866638,0.0023801520001143217
e07.SAL.me,8.952191256999969,0.002434156136587262
e07.SAL.me,9.049151924133302,0.0024893840309232473
