gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
895006993																										SANT:SANT-Algae:21913-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:21913-A	21913		V. Peña & I. Bárbara																													2005-05-23				2005	5	23		Submareal (-10m), sobre maërl y cascajo															ES	PO			Pontevedra: Bouzas, Vigo, Ría de Vigo	Pontevedra: Bouzas, Vigo, Ría de Vigo																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006992																										SANT:SANT-Algae:22222-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:22222-A	22222		V. Peña & I. Bárbara																													2007-07-01				2007	7	1		Submareal (-11 m) sobre maërl y cascajo															ES	C			A Coruña: Islote Perilla grande, Riveira, Ría de Arousa	A Coruña: Islote Perilla grande, Riveira, Ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006991																										SANT:SANT-Algae:22088-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:22088-A	22088		V. Peña & I. Bárbara																													2005-06-17				2005	6	17		Submareal (-6m) sobre maërl y cascajo															ES	C			A Coruña: Siñal del Maño, Ría de Arousa	A Coruña: Siñal del Maño, Ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006990																										SANT:SANT-Algae:22029-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:22029-A	22029		V. Peña & I. Bárbara																													2005-06-17				2005	6	17		Submareal (-26m) sobre maërl y cascajo															ES	C			A Coruña: Isla de Rúa, Ribeira, Ría de Arousa	A Coruña: Isla de Rúa, Ribeira, Ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006989																										SANT:SANT-Algae:22052-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:22052-A	22052		V. Peña & I. Bárbara																													2005-06-17				2005	6	17		Submareal (-8m) sobre maërl y cascajo															ES	PO			Pontevedra: Lobeiras grandes, Ría de Arousa	Pontevedra: Lobeiras grandes, Ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006987																										SANT:SANT-Algae:28270-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:28270-A	28270		I. Bárbara & V. Peña																													2007-09-08				2007	9	8		Submareal (20 m) en fondo de maërl y cascajo															ES	C			Pontevedra: Faro de Piedra Seca, Illa de Arousa, Ría de Arousa	Pontevedra: Faro de Piedra Seca, Illa de Arousa, Ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006986																										SANT:SANT-Algae:22070-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:22070-A	22070		V. Peña & I. Bárbara																													2005-06-17				2005	6	17		Submareal (-7m) sobre maërl y cascajo															ES	PO			Pontevedra: Cerca de punta Barbojeita, Illa de Arousa, Ría de Arousa	Pontevedra: Cerca de punta Barbojeita, Illa de Arousa, Ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006981																										SANT:SANT-Algae:28328-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:28328-A	28328		I. Bárbara & V. Peña																													2008-11-22				2008	11	22		Submareal (11 m) en fondo de maërl y cascajo															ES	C			A Coruña: Ría de Muros y Noia, Ensenada Bornalle	A Coruña: Ría de Muros y Noia, Ensenada Bornalle																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006977																										SANT:SANT-Algae:28450-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:28450-A	28450		I. Bárbara & V. Peña																													2008-06-18				2008	6	18		Submareal (18 m) en fondo de maërl y cascajo															ES	C			A Coruña: Punta Cabio, Ría de Arousa	A Coruña: Punta Cabio, Ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006974																										SANT:SANT-Algae:28538-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:28538-A	28538		I. Bárbara																													2013-05-23				2013	5	23		Intermareal inferior, junto a Zostera marina															ES	C			A Coruña: Castillo de San Felipe, Ferrol, Ría de Ferrol	A Coruña: Castillo de San Felipe, Ferrol, Ría de Ferrol																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006973																										SANT:SANT-Algae:28175-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:28175-A	28175		I. Bárbara & V. Peña																													2007-09-08				2007	9	8		Submareal (14 m) en fondo de maërl y cascajo															ES	PO			Pontevedra: Faro de Piedra Seca, Illa de Arousa, Ría de Arousa	Pontevedra: Faro de Piedra Seca, Illa de Arousa, Ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006972																										SANT:SANT-Algae:22412-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:22412-A	22412		V. Peña & I. Bárbara																													2006-06-01				2006	6	1		Submareal (-13m) en fondo de maërl y cascajo															ES	C			A Coruña: Ría de Muros y Noia, Ensenada Bornalle	A Coruña: Ría de Muros y Noia, Ensenada Bornalle																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006968																										SANT:SANT-Algae:26514-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:26514-A	26514		I. Bárbara, V. Peña & V. García																													2011-08-05				2011	8	5		Submareal (5m) sobre Colpomenia peregrina															ES	C			A Coruña: Este de Isla Sálvora, Ribeira, Ría de Arousa	A Coruña: Este de Isla Sálvora, Ribeira, Ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006960																										SANT:SANT-Algae:25361-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:25361-A	25361		I. Bárbara																													2011-01-21				2011	1	21		Intermareal inferior, sobre roca															ES	PO			Pontevedra: Tragove, Vilanova de Arousa, Ría de Arousa	Pontevedra: Tragove, Vilanova de Arousa, Ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006956																										SANT:SANT-Algae:23997-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:23997-A	23997		V. Peña & I. Bárbara																													2008-10-14				2008	10	14		Submareal (-3m) en fondo de maërl y cascajo															ES	C			A Coruña: Isla Benencia, Boiro, Ría de Arousa	A Coruña: Isla Benencia, Boiro, Ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006953																										SANT:SANT-Algae:25506-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:25506-A	25506		I. Bárbara & P. Díaz																													2011-03-20				2011	3	20		Intermareal inferior, sobre Furcellaria lumbricalis															FR				Francia: Bretaña, Locquemeau	Francia: Bretaña, Locquemeau																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006945																										SANT:SANT-Algae:23662-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:23662-A	23662		V. Peña & I. Bárbara																													2005-08-30				2005	8	30		Submareal (-20m) en fondo de maërl y cascajo															ES	PO			Pontevedra: Ría de Arousa, Los Mezos, Isla de Arosa	Pontevedra: Ría de Arousa, Los Mezos, Isla de Arosa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006944																										SANT:SANT-Algae:23698-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:23698-A	23698		V. Peña & I. Bárbara																													2005-08-30				2005	8	30		Submareal (-15m) en fondo de maërl y cascajo															ES	PO			Pontevedra: Al sur de Isla Piedra Seca, O Grove, Ría de Arousa	Pontevedra: Al sur de Isla Piedra Seca, O Grove, Ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006942																										SANT:SANT-Algae:23571-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:23571-A	23571		V. Peña & I. Bárbara																													2004-06-04				2004	6	4		Submareal (-11m) en fondo de maërl y cascajo															ES	PO			Pontevedra: Negreiriños de Tierra, O Grove, Ría de Arousa	Pontevedra: Negreiriños de Tierra, O Grove, Ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006939																										SANT:SANT-Algae:23613-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:23613-A	23613		V. Peña & I. Bárbara																													2005-08-30				2005	8	30		Submareal (-13m) en fondo de maërl y cascajo															ES	PO			Pontevedra: Ría de Arousa, al sur de la Isla de Arosa	Pontevedra: Ría de Arousa, al sur de la Isla de Arosa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006937																										SANT:SANT-Algae:23558-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:23558-A	23558		V. Peña & I. Bárbara																													2004-06-04				2004	6	4		Submareal (-8m) en fondo de maërl y cascajo															ES	PO			Pontevedra: Punta Moreira, O Grove, Ría de Arousa	Pontevedra: Punta Moreira, O Grove, Ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006936																										SANT:SANT-Algae:22463-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:22463-A	22463		V. Peña & I. Bárbara																													2005-06-22				2005	6	22		Submareal (-10m) en fondo de maërl y cascajo															ES	C			A Coruña: Punta del Castro, Ribeira, Ría de Arousa	A Coruña: Punta del Castro, Ribeira, Ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006935																										SANT:SANT-Algae:23539-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:23539-A	23539		V. Peña & I. Bárbara																													2004-06-04				2004	6	4		Submareal (-10m) en fondo de maërl y cascajo															ES	PO			Pontevedra: Al norte del Grove, O Grove, Ría de Arousa	Pontevedra: Al norte del Grove, O Grove, Ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006932																										SANT:SANT-Algae:27035-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:27035-A	27035		J. Cremades & I. Bárbara																													1988-07-23				1988	7	23		Submareal (2 m)															ES	C			A Coruña: Ensenada de Nande, Mugardos, Ría de Ferrol	A Coruña: Ensenada de Nande, Mugardos, Ría de Ferrol																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006931																										SANT:SANT-Algae:22481-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:22481-A	22481		V. Peña & I. Bárbara																													2005-06-22				2005	6	22		Submareal (-13m) en fondo de cascajo, arena y guijarros															ES	C			A Coruña: Ensenada de Santa Eugenia de Ribeira, Ribeira	A Coruña: Ensenada de Santa Eugenia de Ribeira, Ribeira																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006925																										SANT:SANT-Algae:22535-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:22535-A	22535		V. Peña & I. Bárbara																													2005-02-18				2005	2	18		Submareal (-7m) en fondo de maërl y cascajo															ES	PO			Pontevedra: Aldán Este, Cangas, Ría de Aldán	Pontevedra: Aldán Este, Cangas, Ría de Aldán																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006919																										SANT:SANT-Algae:26120-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:26120-A	26120		V. Peña & I. Bárbara																													2005-02-04				2005	2	4		Submareal (10m) en fondo de maërl y cascajo															ES	C			A Coruña: El Puntal, Boiro, Ría de Arousa	A Coruña: El Puntal, Boiro, Ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006917																										SANT:SANT-Algae:25515-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:25515-A	25515		I. Bárbara & P. Díaz																													2011-03-20				2011	3	20		Charca del intermareal inferior, sobre Chondrus crispus y Furcellaria lumbricalis															FR				Francia: Bretaña, Locquemeau	Francia: Bretaña, Locquemeau																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006913																										SANT:SANT-Algae:25447-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:25447-A	25447		I. Bárbara & F. Bunker																													2011-06-21				2011	6	21		Submareal (-3m) sobre Acrosorium ciliolatum															ES	C			A Coruña: Al norte de Isla Castelo, Oleiros, Ría de A Coruña	A Coruña: Al norte de Isla Castelo, Oleiros, Ría de A Coruña																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006906																										SANT:SANT-Algae:25100-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:25100-A	25100		I. Bárbara & V. Peña																													2011-03-31				2011	3	31		Submareal (15 m), banco de maërl															ES	C			A Coruña: Ría de Muros y Noia, Ensenada Bornalle	A Coruña: Ría de Muros y Noia, Ensenada Bornalle																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006905																										SANT:SANT-Algae:23700-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:23700-A	23700		V. Peña & I. Bárbara																													2005-08-30				2005	8	30		Submareal (-15m) en fondo de maërl y cascajo															ES	PO			Pontevedra: Al sur de Isla Piedra Seca, O Grove, Ría de Arousa	Pontevedra: Al sur de Isla Piedra Seca, O Grove, Ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006902																										SANT:SANT-Algae:23932-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:23932-A	23932		V. Peña & I. Bárbara																													2006-06-07				2006	6	7		Submareal (-13m) en fondo de maërl y cascajo															ES	PO			Pontevedra: Ensenada Limens, Cangas, Ría de Vigo	Pontevedra: Ensenada Limens, Cangas, Ría de Vigo																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006901																										SANT:SANT-Algae:23602-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:23602-A	23602		V. Peña & I. Bárbara																													2005-08-30				2005	8	30		Submareal (-9m) en fondo de maërl y cascajo															ES	PO			Pontevedra: Islote Plons, O Grove, ría de Arousa	Pontevedra: Islote Plons, O Grove, ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006896																										SANT:SANT-Algae:23628-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:23628-A	23628		V. Peña & I. Bárbara																													2005-08-30				2005	8	30		Submareal (-25m) en fondo de maërl y cascajo															ES	PO			Pontevedra: Ría de Arousa, Los Mezos, Isla de Arosa	Pontevedra: Ría de Arousa, Los Mezos, Isla de Arosa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006894																										SANT:SANT-Algae:23570-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:23570-A	23570		V. Peña & I. Bárbara																													2004-06-04				2004	6	4		Submareal (-8m) en fondo de maërl y cascajo															ES	PO			Pontevedra: Negreiriñas de Tierra, O Grove, ría de Arousa	Pontevedra: Negreiriñas de Tierra, O Grove, ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006893																										SANT:SANT-Algae:22490-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:22490-A	22490		V. Peña & I. Bárbara																													2005-06-22				2005	6	22		Submareal (-13m) en fondo de cascajo, arena y guijarros															ES	C			A Coruña: Ensenada de Santa Eugenia de Ribeira, Ribeira	A Coruña: Ensenada de Santa Eugenia de Ribeira, Ribeira																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006892																										SANT:SANT-Algae:23551-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:23551-A	23551		V. Peña & I. Bárbara																													2004-06-04				2004	6	4		Submareal (-8m) en fondo de maërl y cascajo															ES	PO			Pontevedra: Cubeiro de Sinal, Meloxo, ría de Arousa	Pontevedra: Cubeiro de Sinal, Meloxo, ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006890																										SANT:SANT-Algae:23500-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:23500-A	23500		V. Peña & I. Bárbara																													2005-11-22				2005	11	22		Submareal (-5m) en fondo de maërl y cascajo															ES	PO			Pontevedra: Ría de Arousa, al sur de la Isla de Arosa	Pontevedra: Ría de Arousa, al sur de la Isla de Arosa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
895006887																										SANT:SANT-Algae:22473-A																														http://biocol.org/urn:lsid:biocol.org:col:14309			SANT	SANT-Algae			PreservedSpecimen				SANT:SANT-Algae:22473-A	22473		V. Peña & I. Bárbara																													2005-06-22				2005	6	22		Submareal (-10m) en fondo de maërl y cascajo															ES	C			A Coruña: Punta del Castro, Ribeira, Ría de Arousa	A Coruña: Punta del Castro, Ribeira, Ría de Arousa																																																																	Heterosiphonia japonica Yendo								Plantae				Dasyaceae	Heterosiphonia											
354515620																										urn:catalog:C:A:78685													2010-03-26 14:59:40.0																			3	C	A			preserved				urn:catalog:C:A:78685	78685		J. Deding																																	2009	8	26							Scuba diving;					North Sea				Denmark		Limfjorden	Lf		Rothholme					3.000	3.000						56.000000	8.000000			1000.000																																					R. Nielsen													Heterosiphonia japonica													Heterosiphonia		japonica				Yendo					
354515619																										urn:catalog:C:A:78224													2010-03-26 14:59:40.0																			3	C	A			preserved				urn:catalog:C:A:78224	78224		J. Deding																																	2009	8	26							Scuba diving;					North Sea				Denmark		Limfjorden	Lf		Rothholme					0.000	0.000						56.000000	8.000000			1000.000																																					R. Nielsen													Heterosiphonia japonica													Heterosiphonia		japonica				Yendo					
354515618																										urn:catalog:C:A:77514													2010-03-26 14:59:40.0																			3	C	A			preserved				urn:catalog:C:A:77514	77514		P.M. Pedersen																																	2009	7	7												Baltic Sea				Denmark		Kattegat North	Kn		Hirsholm, E of island												57.000000	10.000000			1000.000																																					R. Nielsen													Heterosiphonia japonica													Heterosiphonia		japonica				Yendo					
354515617																										urn:catalog:C:A:75373													2010-03-26 14:59:40.0																			3	C	A			preserved				urn:catalog:C:A:75373	75373		J. Sund																																	2008	8	19												North Sea				Denmark		Limfjorden	Lf		Visby Bredning					1.000	1.000						56.000000	8.000000			1000.000																																					R. Nielsen													Heterosiphonia japonica													Heterosiphonia		japonica				Yendo					
354515616																										urn:catalog:C:A:74925													2010-03-26 14:59:40.0																			3	C	A			preserved				urn:catalog:C:A:74925	74925		J. Sund																																	2008	8	19												North Sea				Denmark		Limfjorden	Lf		Visby Bredning					1.000	1.000						56.000000	8.000000			1000.000																																					R. Nielsen													Heterosiphonia japonica													Heterosiphonia		japonica				Yendo					
354515615																										urn:catalog:C:A:74920													2010-03-26 14:59:40.0																			3	C	A			preserved				urn:catalog:C:A:74920	74920		J. Sund																																	2008	8	19												North Sea				Denmark		Limfjorden	Lf		Visby Bredning					2.000	2.000						56.000000	8.000000			1000.000																																					R. Nielsen													Heterosiphonia japonica													Heterosiphonia		japonica				Yendo					
354515614																										urn:catalog:C:A:74918													2010-03-26 14:59:40.0																			3	C	A			preserved				urn:catalog:C:A:74918	74918		J. Deding																																	2008	8	18												North Sea				Denmark		Limfjorden	Lf		Thisted Bredning					4.000	4.000						56.000000	8.000000			1000.000																																					R. Nielsen													Heterosiphonia japonica													Heterosiphonia		japonica				Yendo					
354515613																										urn:catalog:C:A:74911													2010-03-26 14:59:40.0																			3	C	A			preserved				urn:catalog:C:A:74911	74911		J. Deding																																	2008	8	18							On Sargassum muticum					North Sea				Denmark		Limfjorden	Lf		Thisted Bredning					3.000	3.000						56.000000	8.000000			1000.000																																					R. Nielsen													Heterosiphonia japonica													Heterosiphonia		japonica				Yendo					
354515612																										urn:catalog:C:A:74826													2010-03-26 14:59:40.0																			3	C	A			preserved				urn:catalog:C:A:74826	74826		R. Nielsen																																	2008	3	28							Drift;					Baltic Sea				Denmark		Kattegat North	Kn		Læsø, Vesterø Havn, beach south of harbour					0.000	0.000						57.000000	10.000000			1000.000																																																		Heterosiphonia japonica													Heterosiphonia		japonica				Yendo					
354515611																										urn:catalog:C:A:74772													2010-03-26 14:59:40.0																			3	C	A			preserved				urn:catalog:C:A:74772	74772		R. Nielsen																																	2008	3	25							Drift;					Baltic Sea				Denmark		Kattegat North	Kn		Læsø, Vesterø Havn, beach north of harbour					0.000	0.000						57.000000	10.000000			1000.000																																					R. Nielsen													Heterosiphonia japonica													Heterosiphonia		japonica				Yendo					
354515610																										urn:catalog:C:A:52990													2010-03-26 14:59:40.0																			3	C	A			preserved				urn:catalog:C:A:52990	52990		Sten Rønhede, Martha Laursen				T																													2005	8	30							Ringkøbing Amt;					North Sea				Denmark		Limfjorden	Lf		Gjeller Odde					3.000	3.000						56.000000	8.000000			1000.000																																					R. Nielsen													Heterosiphonia japonica													Heterosiphonia		japonica				Yendo					
354515609																										urn:catalog:C:A:52987													2010-03-26 14:59:40.0																			3	C	A			preserved				urn:catalog:C:A:52987	52987		Sten Rønhede, Martha Laursen																																	2005	8	24							Ringkøbing Amt;					North Sea				Denmark		Limfjorden	Lf		Thisted Bredning					1.000	1.000						56.000000	8.000000			1000.000																																					R. Nielsen													Heterosiphonia japonica													Heterosiphonia		japonica				Yendo					
354515608																										urn:catalog:C:A:52986													2010-03-26 14:59:40.0																			3	C	A			preserved				urn:catalog:C:A:52986	52986		Sten Rønhede, Martha Laursen																																	2005	8	1							Ringkøbing Amt;					North Sea				Denmark		Limfjorden	Lf		Dråby Vig					2.000	2.000						56.000000	8.000000			1000.000																																					R. Nielsen													Heterosiphonia japonica													Heterosiphonia		japonica				Yendo					
354515607																										urn:catalog:C:A:51230													2010-03-26 14:59:40.0																			3	C	A			preserved				urn:catalog:C:A:51230	51230		P. M. Pedersen																																	2005	5	28							Dredging;					Baltic Sea				Denmark		Kattegat North	Kn		Hirsholmene, Kølpen					4.000	4.000						57.000000	10.000000			1000.000																																					R. Nielsen													Heterosiphonia japonica													Heterosiphonia		japonica				Yendo					
