x,y,species cloglog values
1.0,1.0,0.008541183
2.0,2.0,0.024071518
3.0,3.0,0.006477357
4.0,4.0,3.0234225E-5
5.0,5.0,3.166622E-4
6.0,6.0,0.595662
7.0,7.0,5.1461364E-4
8.0,8.0,0.11046751
9.0,9.0,0.13899316
10.0,10.0,6.6343823E-4
11.0,11.0,0.042638697
12.0,12.0,2.137205E-5
13.0,13.0,0.0010216318
14.0,14.0,2.6938925E-4
15.0,15.0,2.970349E-4
16.0,16.0,0.0010610025
17.0,17.0,1.6492044E-4
18.0,18.0,0.005313602
19.0,19.0,0.48254347
20.0,20.0,0.21706775
21.0,21.0,0.29192203
22.0,22.0,0.66008264
23.0,23.0,0.23014802
24.0,24.0,0.19403602
25.0,25.0,0.1680411
26.0,26.0,0.01575968
27.0,27.0,1.8343015E-4
28.0,28.0,1.9123119E-4
29.0,29.0,1.95301E-5
30.0,30.0,2.4969512E-4
31.0,31.0,0.006012863
32.0,32.0,2.5236786E-6
33.0,33.0,0.00542645
34.0,34.0,0.4275193
35.0,35.0,4.2442337E-4
36.0,36.0,2.660202E-4
37.0,37.0,0.3412461
38.0,38.0,0.18847518
39.0,39.0,0.040234834
40.0,40.0,0.008317072
41.0,41.0,1.7189665E-4
42.0,42.0,0.007718613
43.0,43.0,0.014855919
44.0,44.0,1.8174108E-4
45.0,45.0,0.047057286
46.0,46.0,0.024892198
47.0,47.0,7.967451E-5
48.0,48.0,0.021665342
49.0,49.0,0.027958741
50.0,50.0,1.4339345E-4
51.0,51.0,3.5318625E-4
52.0,52.0,8.943592E-5
53.0,53.0,0.0957173
54.0,54.0,6.1741314E-4
55.0,55.0,3.9912315E-4
56.0,56.0,5.7044683E-5
57.0,57.0,1.6191269E-4
58.0,58.0,0.40695623
59.0,59.0,0.016015477
60.0,60.0,0.1833242
61.0,61.0,9.170332E-5
62.0,62.0,7.934475E-4
63.0,63.0,0.06145456
64.0,64.0,0.8337732
65.0,65.0,0.0013530101
66.0,66.0,0.041369047
67.0,67.0,3.7574564E-4
68.0,68.0,0.024480108
69.0,69.0,8.599448E-4
70.0,70.0,0.0013577708
71.0,71.0,0.0021550285
72.0,72.0,2.2172353E-4
73.0,73.0,0.040227823
74.0,74.0,7.542547E-4
75.0,75.0,0.12189278
76.0,76.0,0.09970576
77.0,77.0,4.263913E-4
78.0,78.0,0.15517251
79.0,79.0,0.13731444
80.0,80.0,0.11723382
81.0,81.0,0.07925739
82.0,82.0,0.019894943
83.0,83.0,0.020425264
84.0,84.0,2.8189537E-4
85.0,85.0,0.049153168
86.0,86.0,0.06714122
87.0,87.0,0.12634361
88.0,88.0,6.7584176E-4
89.0,89.0,0.37551707
90.0,90.0,0.30697542
91.0,91.0,0.65433645
92.0,92.0,0.0037127682
93.0,93.0,0.0013048893
94.0,94.0,0.03724373
95.0,95.0,0.0065181893
96.0,96.0,0.031050298
97.0,97.0,0.016612172
98.0,98.0,0.11915927
99.0,99.0,4.280815E-4
100.0,100.0,5.338419E-4
101.0,101.0,0.2021655
