Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,e09.SST.min contribution,e09.SST.min permutation importance,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
dasysiphonia_japonica_0,761,0.8908,0.9285,120,0.8323,191,0.9413,0.8363,0.0073,10743,100,100,8.3912,0.2484,1,0.0422,0.5533,0,0,1.04E-35,5,0.2131,0.3789,0.0079,0.0052,0.00E+00,10,0.3776,0.3199,0.0631,0.0524,0.00E+00,3.438,0.1366,0.4127,0,0,2.34E-61,12.1826,0.426,0.3024,0.0986,0.0942,0.00E+00,25.0909,0.5861,0.2286,0.2286,0.2042,0.00E+00,9.5196,0.3656,0.3242,0.0499,0.0524,0.00E+00,26.88,0.6019,0.2204,0.2378,0.2199,0.00E+00,10.1676,0.3798,0.3184,0.0644,0.0524,0.00E+00,3.438,0.1366,0.4127,0,0,2.34E-61,3.5261,0.1407,0.4103,0.0013,0,5.94E-62
dasysiphonia_japonica_1,761,0.8949,0.933,120,0.8337,191,0.9173,0.832,0.0074,10746,100,100,8.3874,0.2474,1,0.0397,0.5517,0,0,6.40E-36,5,0.2149,0.377,0.0079,0.0209,0.00E+00,10,0.3756,0.3185,0.0696,0.0838,0.00E+00,3.2898,0.1305,0.4145,0,0,6.22E-61,11.9225,0.422,0.303,0.0999,0.1152,0.00E+00,25.4774,0.5906,0.226,0.226,0.2147,0.00E+00,9.1554,0.3562,0.3262,0.046,0.0681,0.00E+00,27.5588,0.605,0.2166,0.2405,0.2147,0.00E+00,4.475,0.1914,0.3864,0.0026,0,0.00E+00,3.2898,0.1305,0.4145,0,0,6.22E-61,3.5012,0.1403,0.4086,0.0013,0,2.25E-62
dasysiphonia_japonica_2,762,0.8843,0.9215,120,0.8316,190,0.9612,0.8357,0.0068,10748,100,100,8.3982,0.25,1,0.0443,0.5568,0,0,4.72E-35,5,0.2119,0.3817,0.0039,0,0.00E+00,10,0.377,0.3218,0.0656,0.0263,0.00E+00,3.589,0.142,0.4122,0,0,3.48E-61,12.1897,0.4244,0.3041,0.0984,0.0789,0.00E+00,25.6551,0.5943,0.2273,0.2257,0.2158,0.00E+00,9.8262,0.3729,0.3233,0.0591,0.0158,0.00E+00,25.6551,0.5943,0.2273,0.2297,0.2316,0.00E+00,9.8262,0.3729,0.3233,0.0591,0.0158,0.00E+00,3.589,0.142,0.4122,0,0,3.48E-61,3.5581,0.1406,0.413,0,0,5.56E-61
dasysiphonia_japonica_3,762,0.8927,0.9306,120,0.8329,190,0.9303,0.8336,0.0074,10744,100,100,8.3894,0.2479,1,0.0415,0.552,0,0,1.06E-35,5,0.213,0.3781,0.0105,0.0105,0.00E+00,10,0.378,0.3191,0.0682,0.0789,0.00E+00,3.398,0.135,0.4128,0,0,4.92E-61,12.3326,0.4293,0.3006,0.0997,0.1158,0.00E+00,25.7073,0.5939,0.2255,0.2257,0.2474,0.00E+00,9.4198,0.3634,0.3244,0.0499,0.0526,0.00E+00,23.5211,0.5725,0.2358,0.2165,0.2368,0.00E+00,8.4445,0.3385,0.3336,0.0459,0.0316,0.00E+00,3.398,0.135,0.4128,0,0,4.92E-61,3.5162,0.1403,0.4095,0.0013,0,7.83E-62
dasysiphonia_japonica_4,762,0.8997,0.938,120,0.8344,190,0.8993,0.8269,0.0074,10743,100,100,8.3824,0.2462,1,0.0395,0.5473,0,0,2.39E-36,5,0.2146,0.3753,0.0105,0.0105,0.00E+00,10,0.3766,0.3173,0.0722,0.0842,0.00E+00,3.9582,0.1644,0.3953,0,0.0053,2.29E-64,11.9233,0.4205,0.302,0.0997,0.1053,0.00E+00,25.4218,0.5913,0.2254,0.227,0.2421,0.00E+00,9.1891,0.3574,0.3246,0.0472,0.0632,0.00E+00,22.8155,0.5697,0.2376,0.2165,0.2368,0.00E+00,5.1006,0.2183,0.3736,0.0118,0.0105,0.00E+00,3.639,0.1499,0.4029,0,0.0053,1.99E-62,3.491,0.1417,0.4067,0,0.0053,1.79E-61
dasysiphonia_japonica (average),761.6,0.8925,0.9303,120,0.833,190.4,0.9299,0.8329,0.0073,10744.8,100,100,8.3897,0.248,1,0.0414,0.5522,0,0,0,5,0.2135,0.3782,0.0081,0.0094,0,10,0.377,0.3193,0.0677,0.0651,0,3.5346,0.1417,0.4095,0,0.0011,0,12.1101,0.4244,0.3024,0.0993,0.1019,0,25.4705,0.5912,0.2266,0.2266,0.2248,0,9.422,0.3631,0.3245,0.0504,0.0504,0,25.2861,0.5887,0.2275,0.2282,0.228,0,7.6028,0.3002,0.3471,0.0368,0.0221,0,3.4708,0.1388,0.411,0,0.0011,0,3.5185,0.1407,0.4096,0.0008,0.0011,0
