"OccurrenceID","GUID","Herbarium","Collection","Dataset","Accession","Catalog","Barcode","Other Catalog Numbers","Information Withheld","Basis of Record","Family","Accepted Name","Scientific Name","Notho Genus","Genus","Notho Species","Specific Epithet","Specific Authors","Infraspecific Rank","Notho Infraspecies","Infraspecific Epithet","Infraspecific Authors","Hybrid Symbol","2nd Notho Genus","2nd Genus","2nd Notho Species","2nd Specific Epithet","2nd Specific Authors","2nd Infraspecific Rank","2nd Notho Infraspecies","2nd Infraspecific Epithet","2nd Infraspecific Authors","Cultivar","Name Qualifier","Qualifier Position","Type Specimen?","Type Status","Specimen Notes","Phenology","Origin","Cultivated?","Imaged?","Site Number","Collector","Collector Number","Other Collectors","Day Collected","Month Collected","Year Collected","Verbatim Collection Date","Country","State or Province","County","Locality","Site Description","Verbatim Elevation","Minimum Elevation in Meters","Maximum Elevation in Meters","Verbatim Coordinates","Decimal Latitude","Decimal Longitude","Valid LatLng","Geodetic Datum","Coordinate Uncertainty in Meters","Georeferenced By","Georeference Sources","Georeference Remarks"
"1272995","","UBC","Algae","","A50873","","","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia japonica","","Heterosiphonia","","japonica","","","","","","","","","","","","","","","","","","","N","","","Tetrasporic","","N","N","","R. E. Foreman","s.n.","","8","5","1974","1974 May 08","Canada","British Columbia","","Execution rock, second beach, Bamfield, Vancouver Island.","","","","","","48.8","-125.2","Y","Unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"1273009","","UBC","Algae","","A48632","","","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia japonica","","Heterosiphonia","","japonica","","","","","","","","","","","","","","","","","","","N","","","","","N","N","","R. E. Foreman","s.n.","D. Turpin, B. Patriquem","16","7","1972","1972 Jul 16","Canada","British Columbia","","S. Gulf Islands, Rowboat Point, Gaviola Island, Flat Top Islands.","","","","","","54.51","-130.46","Y","WGS84","","David Rowswell","WorldGeolocations Table",""
"1273011","","UBC","Algae","","A48762","","","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia japonica","","Heterosiphonia","","japonica","","","","","","","","","","","","","","","","","","","N","","","Tetrasporic","","N","N","","K. Hutchison","s.n.","D. Turpin","18","8","1972","1972 Aug 18","Canada","British Columbia","","North side of carlos island.","","","","","","52.38","-128.49","Y","WGS84","","David Rowswell","WorldGeolocations Table",""
"1273026","","UBC","Algae","","A44084","","","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia japonica","","Heterosiphonia","","japonica","","","","","","","","","","","","","","","","","","","N","","","Tetrasporic","","N","N","","L.D. Druehl","28797","R. E. Foreman, D. R. Pace, K. Baillie, P. R. Newroth, J. W. Markham","17","1","1971","1971 Jan 17","Canada","British Columbia","","Kiwash island, namu harbor.","","","","","","51.861","-127.89","Y","Unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"1273027","","UBC","Algae","","A44083","","","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia japonica","","Heterosiphonia","","japonica","","","","","","","","","","","","","","","","","","","N","","","Tetrasporic","","N","N","","L.D. Druehl","28785","R. E. Foreman, D. R. Pace, K. Baillie, P. R. Newroth, J. W. Markham","17","1","1971","1971 Jan 17","Canada","British Columbia","","Kiwash island, namu harbor.","","","","","","51.861","-127.89","Y","Unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"1273028","","UBC","Algae","","A44082","","","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia japonica","","Heterosiphonia","","japonica","","","","","","","","","","","","","","","","","","","N","","","Cystocarpic","","N","N","","L.D. Druehl","28743","P. R. Newroth, J. Hart, R. E. Foreman","16","1","1971","1971 Jan 16","Canada","British Columbia","","Central Coast, Barnard Harbour, Whale Channel, Princess Royal Island.","","","","","","53.07","-129.1","Y","Unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"2341904","a09ae231-98ef-4ff7-9959-3aa772b09c85","WTU","Algae","","310781","","WTU-A-008380","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia asymmetria","","Heterosiphonia","","asymmetria","","","","","","","","","","","","","","","","","","","N","","","","","N","Y","","Robert B. Setzer","5412","","27","6","1971","","U.S.A.","California","Monterey","Monterey Peninsula. South end of Carmel Beach.","Cast ashore.","","","","","36.532812","-121.934509","Y","WGS 84","3019","Robin Lauber","Digital Map",""
"1273017","","UBC","Algae","","A42932","","","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia japonica","","Heterosiphonia","","japonica","","","","","","","","","","","","","","","","","","","N","","","Spermatangial, tetrasporic","","N","N","","A. R. O. Chapman","27823","D. R. Pace","11","4","1970","1970 Apr 11","Canada","British Columbia","","Central Coast, Experiment Bight, Cape Scott.","","","","","","50.79","-128.42","Y","Unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"1303115","","UBC","Algae","","A53735","","","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia japonica","","Heterosiphonia","","japonica","","","","","","","","","","","","","","","","","","","N","","","","","N","N","","R. G. Hooper","s.n.","","17","8","1970","1970 Aug 17","Canada","British Columbia","","Skeena-Queen Charolette, South of gower island, tasu sound, Haida Gwaii (Queen Charlotte Islands)","Common on worm tubes, shell gravel.","","","","","52.8","-132","Y","Unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"2341905","8b3cb69a-4710-4e79-a4ba-b0cc1ff86309","WTU","Algae","","310782","","WTU-A-008381","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia asymmetria","","Heterosiphonia","","asymmetria","","","","","","","","","","","","","","","","","","","N","","","","","N","Y","","Robert B. Setzer","4347","","3","5","1970","","U.S.A.","California","Monterey","Monterey Peninsula. South end, Carmel Beach.","Cast ashore.","","","","","36.530122","-121.925497","Y","WGS 84","1138","Maria Yousoufian","Digital Map",""
"2341906","ba9affe3-8e29-4c94-b2ed-8e2613fc7373","WTU","Algae","","310782","","WTU-A-008382","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia asymmetria","","Heterosiphonia","","asymmetria","","","","","","","","","","","","","","","","","","","N","","","","","N","Y","","Robert B. Setzer","4327","","2","5","1970","","U.S.A.","California","Monterey","Monterey Peninsula. South end, Carmel Beach.","Cast ashore.","","","","","36.530122","-121.925497","Y","WGS 84","1138","Maria Yousoufian","Digital Map",""
"1272982","","UBC","Algae","","A41649","","","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia japonica","","Heterosiphonia","","japonica","","","","","","","","","","","","","","","","","","","N","","","Tetrasporic","","N","N","","D. R. Pace","26766","P. G. Harrison","12","7","1969","1969 Jul 12","Canada","British Columbia","","East side of wizard islet, Bamfield, Vancouver Island.","","","","","","48.86","-125.16","Y","Unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"1272983","","UBC","Algae","","A41316","","","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia japonica","","Heterosiphonia","","japonica","","","","","","","","","","","","","","","","","","","N","","","Tetrasporic","","N","N","","M. Roberge","26286","","30","6","1969","1969 Jun 30","Canada","British Columbia","","Point north of whittleston point, Bamfield, Vancouver Island.","","","","","","48.81","-125.18","Y","Unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"1272984","","UBC","Algae","","A41314","","","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia japonica","","Heterosiphonia","","japonica","","","","","","","","","","","","","","","","","","","N","","","Tetrasporic","","N","N","","M. Roberge","26291","","30","6","1969","1969 Jun 30","Canada","British Columbia","","Point north of whittleston point, Bamfield, Vancouver Island.","","","","","","48.81","-125.18","Y","Unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"1272985","","UBC","Algae","","A41315","","","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia japonica","","Heterosiphonia","","japonica","","","","","","","","","","","","","","","","","","","N","","","Tetrasporic","","N","N","","M. Roberge","26289","","30","6","1969","1969 Jun 30","Canada","British Columbia","","Point north of whittleston point, Bamfield, Vancouver Island.","","","","","","48.81","-125.18","Y","Unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"1272986","","UBC","Algae","","A40964","","","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia japonica","","Heterosiphonia","","japonica","","","","","","","","","","","","","","","","","","","N","","","Tetrasporic","","N","N","","K. Baillie","25995","D. R. Pace","22","6","1969","1969 Jun 22","Canada","British Columbia","","Roquefeuil bay, Bamfield, Vancouver Island.","","","","","","48.85","-125.11","Y","Unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"1272987","","UBC","Algae","","A40965","","","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia japonica","","Heterosiphonia","","japonica","","","","","","","","","","","","","","","","","","","N","","","Tetrasporic","","N","N","","D. R. Pace","25933","A. R. O. Chapman","20","6","1969","1969 Jun 20","Canada","British Columbia","","Vancouver Island, Bamfield, west side of Edward King Island.","","","","","","48.84","-125.21","Y","Unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"1272988","","UBC","Algae","","A40966","","","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia japonica","","Heterosiphonia","","japonica","","","","","","","","","","","","","","","","","","","N","","","Tetrasporic","","N","N","","D. R. Pace","25928","A. R. O. Chapman","20","6","1969","1969 Jun 20","Canada","British Columbia","","Vancouver Island, Bamfield, west side of Edward King Island.","","","","","","48.84","-125.21","Y","Unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"1272989","","UBC","Algae","","A40828","","","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia japonica","","Heterosiphonia","","japonica","","","","","","","","","","","","","","","","","","","N","","","Tetrasporic","","N","N","","K. Baillie","25238","D. R. Pace","2","6","1969","1969 Jun 02","Canada","British Columbia","","Beach below cable station, Bamfield, Vancouver Island.","","","","","","48.84","-125.14","Y","Unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"1272990","","UBC","Algae","","A40826","","","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia japonica","","Heterosiphonia","","japonica","","","","","","","","","","","","","","","","","","","N","","","Tetrasporic","","N","N","","K. Baillie","25232","D. R. Pace","2","6","1969","1969 Jun 02","Canada","British Columbia","","Beach below cable station, Bamfield, Vancouver Island.","","","","","","48.84","-125.14","Y","Unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"1272991","","UBC","Algae","","A40827","","","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia japonica","","Heterosiphonia","","japonica","","","","","","","","","","","","","","","","","","","N","","","Tetrasporic","","N","N","","K. Baillie","25221","D. R. Pace","2","6","1969","1969 Jun 02","Canada","British Columbia","","Beach below cable station, Bamfield, Vancouver Island.","","","","","","48.84","-125.14","Y","Unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
"1273030","","UBC","Algae","","A50573","","","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia japonica","","Heterosiphonia","","japonica","","","","","","","","","","","","","","","","","","","N","","Cast ashore.","","","N","N","","I.A. Abbott","4922","","5","6","1969","1969 Jun 05","U.S.A.","California","","South end of carmel beach.","","","","","","","","","","","","",""
"1273086","","UBC","Algae","","A40559","","","","","PreservedSpecimen","Dasyaceae","Heterosiphonia japonica","Heterosiphonia japonica","","Heterosiphonia","","japonica","","","","","","","","","","","","","","","","","","","N","","","Tetrasporic","","N","N","","K. Baillie","25379","D. R. Pace","5","6","1969","1969 Jun 05","Canada","British Columbia","","Second cove west of Bamfield, Vancouver Island.","","","","","","48.83","-125.15","Y","Unknown","","Crystal Kwong","Verbatim from Collector/Sheet",""
