X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
150.43,-35.42,train,7.984672364119132E-5,10.520132275911791,0.3688625346021297
150.424852,-35.385027,train,7.906107323400696E-5,10.270184676359674,0.3659979850944207
150.4739,-35.3019,train,7.96281387347051E-5,10.453857589697444,0.3680668571192397
138.4822,-34.8314,train,1.0881272142655544E-5,0.1904821711516386,0.06079262831145471
119.366667,-34.383333,train,1.1230470699923172E-4,19.425229126571,0.4765519029842894
151.13,-34.07,train,1.2104987977646815E-4,22.41170973583114,0.5022831987113354
151.22,-34.02,train,1.2571284259083604E-4,23.935617488404546,0.5154821788107904
151.25,-33.85,train,1.2787084344173587E-4,24.728962709334574,0.5214715673126042
151.225659,-33.839185,train,1.231440393511406E-4,23.127270278656106,0.5082548292797777
115.58687,-33.32287,train,9.425106369685728E-5,14.154354853864238,0.41914685349410363
151.5897,-33.0942,train,1.3053145587932144E-4,26.1480596550662,0.5287541069528345
115.683333,-32.266667,train,1.5658764710242993E-4,34.25378041066977,0.5944704492747575
115.733333,-32.016667,train,1.62001801110106E-4,35.96379518002555,0.6069303211026269
115.6,-32.0,train,1.7131770120302136E-4,38.5136071595796,0.6274800389894977
115.733333,-31.983333,train,1.633751226134571E-4,36.32510480416363,0.6100294763967007
115.516667,-31.983333,train,1.7657806993966632E-4,40.424523570237994,0.6386054917552755
115.731667,-31.786667,train,1.6859717178280406E-4,37.566866467757286,0.6215925267235739
159.08,-31.55,train,2.0882667609705623E-4,50.48648172305505,0.6999073660710214
159.084132,-31.531913,train,2.073714219780667E-4,49.91165438897502,0.6973796039740077
115.54717,-31.44857,train,1.9413099162525276E-4,46.01760022965131,0.6733803888784613
115.433333,-31.35,train,2.0011440765381466E-4,47.7584069628353,0.6844528284792175
115.433333,-31.266667,train,1.9908834199060558E-4,47.39606551205515,0.6825810965520762
115.06695,-30.550517,train,2.3406446032642216E-4,58.3178045882014,0.7405349072707474
114.98855,-30.35242,train,2.3562473391825647E-4,58.82417625073205,0.7428578986954208
30.816667,-30.25,train,2.9008315030251377E-4,87.51480088737804,0.8121330678332453
114.9956,-30.15585,train,2.35781448659341E-4,58.87765553698521,0.743090068762436
31.31389999,-29.41830063,train,2.7880102240954076E-4,79.74230229029057,0.7995101958300252
114.918942,-29.276089,train,2.144857248749767E-4,52.292199391030195,0.7095379883547563
167.953333,-29.058333,train,2.0401911469057716E-4,48.96410159998924,0.6914753650954804
113.859722,-28.725,train,2.6670256414736474E-4,72.48435698471495,0.7850300695146382
