gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
895007046	17a729a0-7ed1-11df-8c4a-0800200c9a66	SANT:SANT-Algae:17246-A	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica		SPECIES	Heterosiphonia japonica Yendo	Heterosiphonia japonica Yendo		FR	Francia: Bretaña Francesa, Rade de Brest				def87a70-0837-11d9-acb2-b8a03c50a862									2005-04-01T00:00:00Z	1	4	2005	2659055	7682935	PRESERVED_SPECIMEN	SANT	SANT-Algae	17246				CC_BY_NC_4_0		J. Grall			2019-09-20T20:03:39.339Z		
895007045	17a729a0-7ed1-11df-8c4a-0800200c9a66	SANT:SANT-Algae:17104-A	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica		SPECIES	Heterosiphonia japonica Yendo	Heterosiphonia japonica Yendo		ES	Pontevedra: Oeste de Con de Pego, Cangas, Ría de Vigo	Po			def87a70-0837-11d9-acb2-b8a03c50a862									2005-05-18T00:00:00Z	18	5	2005	2659055	7682935	PRESERVED_SPECIMEN	SANT	SANT-Algae	17104				CC_BY_NC_4_0		V. Peña & I. Bárbara			2019-09-20T20:03:39.327Z		
895007044	17a729a0-7ed1-11df-8c4a-0800200c9a66	SANT:SANT-Algae:21560-A	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica		SPECIES	Heterosiphonia japonica Yendo	Heterosiphonia japonica Yendo		ES	Pontevedra: Oeste de Con de Pego, Cangas, Ría de Vigo	Po			def87a70-0837-11d9-acb2-b8a03c50a862									2005-08-25T00:00:00Z	25	8	2005	2659055	7682935	PRESERVED_SPECIMEN	SANT	SANT-Algae	21560				CC_BY_NC_4_0		V. Peña & I. Bárbara			2019-09-20T20:03:47.863Z		
895007043	17a729a0-7ed1-11df-8c4a-0800200c9a66	SANT:SANT-Algae:22152-A	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica		SPECIES	Heterosiphonia japonica Yendo	Heterosiphonia japonica Yendo		ES	A Coruña: Ensenada de Palmeira, Riveira, Ría de Arousa	C			def87a70-0837-11d9-acb2-b8a03c50a862									2004-04-28T00:00:00Z	28	4	2004	2659055	7682935	PRESERVED_SPECIMEN	SANT	SANT-Algae	22152				CC_BY_NC_4_0		V. Peña & I. Bárbara			2019-09-20T20:03:47.859Z		
895007041	17a729a0-7ed1-11df-8c4a-0800200c9a66	SANT:SANT-Algae:18099-A	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica		SPECIES	Heterosiphonia japonica Yendo	Heterosiphonia japonica Yendo		ES	Pontevedra: Al Este de Isla de San Martín, Islas Cíes, Ría de Vigo	Po			def87a70-0837-11d9-acb2-b8a03c50a862									2006-06-07T00:00:00Z	7	6	2006	2659055	7682935	PRESERVED_SPECIMEN	SANT	SANT-Algae	18099				CC_BY_NC_4_0		V. Peña, I. Bárbara & P. Díaz			2019-09-20T20:03:47.842Z		
895007040	17a729a0-7ed1-11df-8c4a-0800200c9a66	SANT:SANT-Algae:18162-A	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica		SPECIES	Heterosiphonia japonica Yendo	Heterosiphonia japonica Yendo		ES	Pontevedra: Ensenada de Bueu, Bueu, Ría de Pontevedra	Po			def87a70-0837-11d9-acb2-b8a03c50a862									2006-06-05T00:00:00Z	5	6	2006	2659055	7682935	PRESERVED_SPECIMEN	SANT	SANT-Algae	18162				CC_BY_NC_4_0		V. Peña, I. Bárbara & P. Díaz			2019-09-20T20:03:47.831Z		
895007039	17a729a0-7ed1-11df-8c4a-0800200c9a66	SANT:SANT-Algae:17206-A	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica		SPECIES	Heterosiphonia japonica Yendo	Heterosiphonia japonica Yendo		ES	Pontevedra: Oeste de Con de Pego, Cangas, Ría de Vigo	Po			def87a70-0837-11d9-acb2-b8a03c50a862									2006-03-14T00:00:00Z	14	3	2006	2659055	7682935	PRESERVED_SPECIMEN	SANT	SANT-Algae	17206				CC_BY_NC_4_0		I. Bárbara & V. Peña			2019-09-20T20:03:47.806Z		
895007038	17a729a0-7ed1-11df-8c4a-0800200c9a66	SANT:SANT-Algae:22169-A	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica		SPECIES	Heterosiphonia japonica Yendo	Heterosiphonia japonica Yendo		ES	A Coruña: Punta Golfina, A Pobra do Caramiñal, Ría de Arousa	C			def87a70-0837-11d9-acb2-b8a03c50a862									2004-04-28T00:00:00Z	28	4	2004	2659055	7682935	PRESERVED_SPECIMEN	SANT	SANT-Algae	22169				CC_BY_NC_4_0		V. Peña & I. Bárbara			2019-09-20T20:03:47.802Z		
895007036	17a729a0-7ed1-11df-8c4a-0800200c9a66	SANT:SANT-Algae:21463-A	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica		SPECIES	Heterosiphonia japonica Yendo	Heterosiphonia japonica Yendo		ES	Pontevedra: Playa Canelas, Cangas, Ría de Aldán	Po			def87a70-0837-11d9-acb2-b8a03c50a862									2005-02-18T00:00:00Z	18	2	2005	2659055	7682935	PRESERVED_SPECIMEN	SANT	SANT-Algae	21463				CC_BY_NC_4_0		V. Peña & I. Bárbara			2019-09-20T20:03:47.797Z		
895007035	17a729a0-7ed1-11df-8c4a-0800200c9a66	SANT:SANT-Algae:22205-A	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	Dasysiphonia japonica		SPECIES	Heterosiphonia japonica Yendo	Heterosiphonia japonica Yendo		ES	A Coruña: Insuela, Riveira, Ría de Arousa	C			def87a70-0837-11d9-acb2-b8a03c50a862									2007-07-01T00:00:00Z	1	7	2007	2659055	7682935	PRESERVED_SPECIMEN	SANT	SANT-Algae	22205				CC_BY_NC_4_0		V. Peña & I. Bárbara			2019-09-20T20:03:47.792Z		
