cite as:(Stable URI),collector_name,collector_number,collection_date,current_name,family,ISO Country of collection,Place of collection,national grid,vice county,latitude_degrees,latitude_minutes,latitude_seconds,latitude_direction,longitude_degrees,longitude_minutes,longitude_seconds,longitude_direction,habitat,description,collection_misc,garden_collector,garden_collector_number,accession_number,accession_number_qualifier,garden_collection_date,garden_collection_misc,garden_description,material_source,material_source_misc,kind_of_specimen,barcode,number of sheets,Type of,associated_material,,decLatt,DecLong,uncertainty
http://data.rbge.org.uk/herb/E00198384,"Dougall, D.",200704-2 FK,20-Jul-04,Heterosiphonia japonica Yendo,DASYACEAE,GB,"United Kingdom:Scotland:(VC 96/106) Easterness/East Ross:Moray Firth, pontoon of fish farm",,,,,,,,,,,,Not specifiied,,,,,,,,,,,,E00198384,,,,,57.542845,-4.134491,8796
