Predictor variable,Categorical,Sample average
e03.NIT.max,false,2.4076712522163333
e04.NIT.min,false,0.21484883399583268
e05.PHO.max,false,0.2888018432273065
e06.PHO.min,false,0.09475896528648041
e07.SAL.me,false,32.21616514307735
e08.SST.max,false,19.833911052523302
e09.SST.min,false,6.224418072842159
