id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordedByID,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
1061252,NHA,,,PreservedSpecimen,8d283698-b83b-4f0e-98b8-557bf71e6ad6,NHA-624961,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,"Dasysiphonia japonica",210545,"(Yendo) H.-S.Kim",Dasysiphonia,japonica,,,,,,,,,,"A. Mauk",,"B. O'Brien, L. Green-Gavrielidis",,2018-07-23,2018,7,23,204,,7/23/2018,"2018 Rapid Assessment Survey",,,,,,,,,,,,,,,,,,"United States",Massachusetts,Barnstable,,"Sandwich Marina, Sandwich, MA",,0,,41.771395,-70.503214,,160,,,,,,,,,,,,,,,,"2019-04-17 13:02:36",,1,urn:uuid:8d283698-b83b-4f0e-98b8-557bf71e6ad6,https://macroalgae.org:443/portal/collections/individual/index.php?occid=1061252
1061274,NHA,,,PreservedSpecimen,22f59385-8d2e-4d7b-8233-1e8410be79d8,NHA-624876,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,"Dasysiphonia japonica",210545,"(Yendo) H.-S.Kim",Dasysiphonia,japonica,,,,,,,,,,"A. Mauk",,"B. O'Brien, J. Robidoux, L. Green-Gavrielidis, M. Tyler",,2018-07-25,2018,7,25,206,,7/25/2018,"2018 Rapid Assessment Survey",,,,,,,,,,,,,,,,,,"United States","New Hampshire",Rockingham,,"UNH Marine Lab Dock, New Castle, NH",,0,,43.071879,-70.711712,,70,,,,,,,,,,,,,,,,"2019-04-17 13:02:36",,1,urn:uuid:22f59385-8d2e-4d7b-8233-1e8410be79d8,https://macroalgae.org:443/portal/collections/individual/index.php?occid=1061274
908880,NY,Herbarium,,S,,2508542,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,"Dasysiphonia japonica",210545,"(Yendo) H.-S.Kim",Dasysiphonia,japonica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,"2018-09-21 12:58:26",2508542,2,urn:uuid:838b48c8-e945-448f-9e12-b517d1a0700b,https://macroalgae.org:443/portal/collections/individual/index.php?occid=908880
262360,MICH,,,PreservedSpecimen,85476381-94f1-4596-8936-206c92b5ca5e,650745,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,"Dasysiphonia japonica",210545,"(Yendo) H.-S.Kim",Dasysiphonia,japonica,,,"Nomenclatural Adjustment","September 24, 2018",,,,,,"Michael J. Wynne",,,12072,2013-04-21,2013,4,21,111,,,,,,,,,,,,,,,,,,,,,"United States",Connecticut,"New London",,"Pleasure Beach, Waterford",,0,,41.306165,-72.145698,,1192,,"sbelmar (2015-07-09 11:01:17)",,"georef batch tool 2015-07-09; GeoLocate","reviewed - high confidence",,,,,,,,,,"B. Dorgay","2018-09-24 08:37:29",650745,5,urn:uuid:85476381-94f1-4596-8936-206c92b5ca5e,https://macroalgae.org:443/portal/collections/individual/index.php?occid=262360
262361,MICH,,,PreservedSpecimen,9eb9f19d-e183-4d17-a0c7-78eb11c730db,650746,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,"Dasysiphonia japonica",210545,"(Yendo) H.-S.Kim",Dasysiphonia,japonica,,,"Nomenclatural Adjustment","September 24, 2018",,,,,,"Craig W. Schneider",,,11-3-1,2011-04-17,2011,4,17,107,,,,,,,,,,,,,,,,,,,,,"United States",Massachusetts,Barnstable,,"Surf Dr. beach groins, Falmouth",,0,,41.537861,-70.635361,,,"41° 32' 16.3"" N 70° 38' 07.3"" W",,,,,,,,,,,,,,"B. Dorgay","2018-09-24 08:37:29",650746,5,urn:uuid:9eb9f19d-e183-4d17-a0c7-78eb11c730db,https://macroalgae.org:443/portal/collections/individual/index.php?occid=262361
262362,MICH,,,PreservedSpecimen,dc388eee-91a4-45a0-8bbb-b8815a96e35a,650747,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,"Dasysiphonia japonica",210545,"(Yendo) H.-S.Kim",Dasysiphonia,japonica,,,"Nomenclatural Adjustment","September 24, 2018",,,,,,"Craig W. Schneider",,,11-6-4,2011-05-26,2011,5,26,146,,,,,,,,,,,,,,,,,,,,,"United States",Connecticut,"New London",,"Off Avery Point, Groton",,0,,41.311583,-72.090694,,,"41° 18' 41.7"" N 72° 05' 26.5"" W",,,,,,,,,,,,,,"B. Dorgay","2018-09-24 08:37:29",650747,5,urn:uuid:dc388eee-91a4-45a0-8bbb-b8815a96e35a,https://macroalgae.org:443/portal/collections/individual/index.php?occid=262362
262363,MICH,,,PreservedSpecimen,0d319f21-1da3-4c0d-821d-e2247e9f65b3,650748,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,"Dasysiphonia japonica",210545,"(Yendo) H.-S.Kim",Dasysiphonia,japonica,,,"Nomenclatural Adjustment","September 24, 2018",,,,,,"Craig W. Schneider",,"J. Foertch",11-1-1,2011-01-19,2011,1,19,19,,,,,,,,,,,,,,,,,,,,,"United States",Connecticut,"New London",,"Niantic Bay, Niantic, Millstone Power Station intake trawl station",,0,,41.308472,-72.171806,,,"41° 18' 30.5"" N 72° 10' 18.5"" W",,,,,,,,,,,,,,"B. Dorgay","2018-09-24 08:37:29",650748,5,urn:uuid:0d319f21-1da3-4c0d-821d-e2247e9f65b3,https://macroalgae.org:443/portal/collections/individual/index.php?occid=262363
262364,MICH,,,PreservedSpecimen,b83c7a37-807e-4183-a0e6-e0d536f856aa,650749,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,"Dasysiphonia japonica",210545,"(Yendo) H.-S.Kim",Dasysiphonia,japonica,,,"Nomenclatural Adjustment","September 24, 2018",,,,,,"Craig W. Schneider",,,09-42-3,2009-08-24,2009,8,24,236,,,,,,,,,,,,,,,,,,,,,"United States","Rhode Island",Washington,,"Misquamicut State Beach, Misquamicut",,0,,41.322667,-71.803806,,,"41° 19' 21.6"" N 71° 48' 13.7"" W",,,,,,,,,,,,,,"B. Dorgay","2018-09-24 08:37:29",650749,5,urn:uuid:b83c7a37-807e-4183-a0e6-e0d536f856aa,https://macroalgae.org:443/portal/collections/individual/index.php?occid=262364
262365,MICH,,,PreservedSpecimen,5c69366e-b762-46ae-ac95-ffb299f94d68,650750,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,"Dasysiphonia japonica",210545,"(Yendo) H.-S.Kim",Dasysiphonia,japonica,,,"Nomenclatural Adjustment","September 24, 2018",,,,,,"Craig W. Schneider",,,13-3-2,2013-03-09,2013,3,9,68,,,,,,,,,,,,,,,,,,,,,"United States",Connecticut,"New London",,"Baptist Lane jetty, Niantic Bay, Niantic",,0,,41.321339,-72.195467,,,"41° 19' 16.82"" N 72° 11' 43.68"" W",,,,,,,,,,,,,,"B. Dorgay","2018-09-24 08:37:29",650750,5,urn:uuid:5c69366e-b762-46ae-ac95-ffb299f94d68,https://macroalgae.org:443/portal/collections/individual/index.php?occid=262365
262366,MICH,,,PreservedSpecimen,3fff2c9c-9241-43bb-9249-e6a5486788e0,650751,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,"Dasysiphonia japonica",210545,"(Yendo) H.-S.Kim",Dasysiphonia,japonica,,,"Nomenclatural Adjustment","September 24, 2018",,,,,,"Craig W. Schneider",,,09-47-2,2009-08-26,2009,8,26,238,,,,,,,,,,,,,,,,,,,,,"United States","Rhode Island",Washington,,"Watch Hill Point, Napatree Beach",,0,,41.310611,-71.863111,,,"41° 18' 38.2"" N 71° 51' 47.2"" W",,,,,,,,,,,,,,"B. Dorgay","2018-09-24 08:37:29",650751,5,urn:uuid:3fff2c9c-9241-43bb-9249-e6a5486788e0,https://macroalgae.org:443/portal/collections/individual/index.php?occid=262366
262367,MICH,,,PreservedSpecimen,390a79db-cfb1-4057-9ae1-f98345328094,650752,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,"Dasysiphonia japonica",210545,"(Yendo) H.-S.Kim",Dasysiphonia,japonica,,,"Nomenclatural Adjustment","September 24, 2018",,,,,,"Makoto Yoshizaki",,,8-092(2),1968-03-17,1968,3,17,77,,,,,,,,,,,,,,,,,,,,,Japan,Aomori,,,"Shiranuka, Shimokita",,0,,41.133333,141.4,,3036,,"sgwinder (2015-02-04 07:57:25)",,"georef batch tool 2015-02-04; GeoLocate","reviewed - high confidence",,,,,,,,,,"B. Dorgay","2018-09-24 08:37:29",650752,5,urn:uuid:390a79db-cfb1-4057-9ae1-f98345328094,https://macroalgae.org:443/portal/collections/individual/index.php?occid=262367
262368,MICH,,,PreservedSpecimen,b1ecc456-a4ea-44b8-8e98-da3e550d6178,650753,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,"Dasysiphonia japonica",210545,"(Yendo) H.-S.Kim",Dasysiphonia,japonica,,,"Nomenclatural Adjustment","September 24, 2018",,,,,,"Makoto Yoshizaki",,,8-092(1),1971-01-28,1971,1,28,28,,,,,,,,,,,,,,,,,,,,,Japan,Kanagawa,,,Shichirigahama,,0,,35.305117,139.510742,,1000,,"sbelmar (2015-05-11 06:13:27)",,"georef batch tool 2015-05-11; GeoLocate","reviewed - medium confidence",,,,,,,,,,"B. Dorgay","2018-09-24 08:37:29",650753,5,urn:uuid:b1ecc456-a4ea-44b8-8e98-da3e550d6178,https://macroalgae.org:443/portal/collections/individual/index.php?occid=262368
262369,MICH,,,PreservedSpecimen,41771505-efda-4b8e-8348-4d0d9c56e161,650754,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,"Dasysiphonia japonica",210545,"(Yendo) H.-S.Kim",Dasysiphonia,japonica,,,"Nomenclatural Adjustment","September 24, 2018",,,,,,"L. Perestenko",,,s.n.,1965-07-13,1965,7,13,194,,,,,,,,,,,,,,,,,,,,,"Russian Federation",,,,"Japan sea, Possjet bay, Shelekh cape",,0,,42.563855,130.94722,,37330,,"sgwinder (2015-06-15 07:59:20)",,"georef batch tool 2015-06-15; GeoLocate","reviewed - high confidence","Possjet Bay",,,,,,,,,"B. Dorgay","2018-09-24 08:37:29",650754,5,urn:uuid:41771505-efda-4b8e-8348-4d0d9c56e161,https://macroalgae.org:443/portal/collections/individual/index.php?occid=262369
262370,MICH,,,PreservedSpecimen,e23df611-ebe3-4e21-acb1-2f4707b33830,650755,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,"Dasysiphonia japonica",210545,"(Yendo) H.-S.Kim",Dasysiphonia,japonica,,,"Nomenclatural Adjustment","September 24, 2018",,,,,,"Yukio Yamada",,,s.n.,1924-06-00,1924,6,,,,,,,,,,,,,,,,,,,,,,,Japan,Niigata,,,Noo,,0,,,,,,,,,,,,,,,,,,,,"B. Dorgay","2018-09-24 08:37:29",650755,5,urn:uuid:e23df611-ebe3-4e21-acb1-2f4707b33830,https://macroalgae.org:443/portal/collections/individual/index.php?occid=262370
262371,MICH,,,PreservedSpecimen,858fff38-afbe-4608-8c04-464c569b0eec,650756,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,"Dasysiphonia japonica",210545,"(Yendo) H.-S.Kim",Dasysiphonia,japonica,,,"Nomenclatural Adjustment","September 24, 2018",,,,,,"Michitaro Higashi",,,s.n.,1928-04-21,1928,4,21,112,,,,,,,,,,,,,,,,,,,,,Japan,,,,Yokohama,,0,,35.458697,139.662422,,7980,,"sgwinder (2015-03-12 11:29:18)",,"georef batch tool 2015-03-12; GeoLocate","reviewed - high confidence",,,,,,,,,,"B. Dorgay","2018-09-24 08:37:29",650756,5,urn:uuid:858fff38-afbe-4608-8c04-464c569b0eec,https://macroalgae.org:443/portal/collections/individual/index.php?occid=262371
262372,MICH,,,PreservedSpecimen,0b329fcb-2880-4b00-8bcc-a8dca79acd48,650757,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,"Dasysiphonia japonica",210545,"(Yendo) H.-S.Kim",Dasysiphonia,japonica,,,"Nomenclatural Adjustment","September 24, 2018",,,,,,"Mitsuo Kajimura",,,1918,1991-04-22,1991,4,22,112,,,,,,,,,,,,,,,,,,,,,Japan,Shimane,,,"Tsuma Bay, Oki Islands, Sea of Japan",,0,,36.186944,133.240792,,762,,"sgwinder (2015-02-05 07:44:08)",,"georef batch tool 2015-02-05; GeoLocate","reviewed - high confidence",,,,,,,,,,"B. Dorgay","2018-09-24 08:37:29",650757,5,urn:uuid:0b329fcb-2880-4b00-8bcc-a8dca79acd48,https://macroalgae.org:443/portal/collections/individual/index.php?occid=262372
262373,MICH,,,PreservedSpecimen,7adefe73-a712-4925-9de9-ab4e58fcc4c8,650758,"Tanaka, Algae Marin. Salsug. Exs. 45",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,"Dasysiphonia japonica",210545,"(Yendo) H.-S.Kim",Dasysiphonia,japonica,,,"Nomenclatural Adjustment","September 24, 2018",,,,,,"Jiro Tanaka",,,s.n.,1986-03-13,1986,3,13,72,,,,,,,,,,,,,,,,,,,,,Japan,Shizuoka,,,"Honshu, Shimoda-shi, Tohji",,0,,34.633333,138.833333,,,"34° 38' N 138° 50' E",,,,,,,,,,,,,,"B. Dorgay","2018-09-24 08:37:29",650758,5,urn:uuid:7adefe73-a712-4925-9de9-ab4e58fcc4c8,https://macroalgae.org:443/portal/collections/individual/index.php?occid=262373
1059984,MAINE,,,PreservedSpecimen,,MAINE-A-006270,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,"Dasysiphonia japonica",210545,"(Yendo) H.-S.Kim",Dasysiphonia,japonica,,,"Brawley, SH",,,,,,,"Brawley, SH",,,,1973-03-10,1973,3,10,69,,3/10/1973,"On reef. 8m deep.",,,,,,,,,,,,,,,,,,Japan,139.485402,34.102057,,"Igaya Bay, Miyakejima Izu Islands",,0,,34.102057,139.485402,,,,,,,,,,,,,,,,,preprocessed,"2019-08-19 14:24:49",,55,urn:uuid:bcae53c1-8bef-4bb8-8b41-1a8255a43149,https://macroalgae.org:443/portal/collections/individual/index.php?occid=1059984
1059988,MAINE,,,PreservedSpecimen,,MAINE-A-006274,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,"Dasysiphonia japonica",210545,"(Yendo) H.-S.Kim",Dasysiphonia,japonica,,,"Brawley, SH",,,,,,,"Brawley, SH",,,,1973-03-10,1973,3,10,69,,3/10/1973,,,,,,,,,,,,,,,,,,,Japan,139.485402,34.102057,,"Igaya Bay, Miyakejima Izu Islands",,0,,34.102057,139.485402,,,,,,,,,,,,,,,,,preprocessed,"2019-08-19 14:24:49",,55,urn:uuid:4b4f5630-88b4-4997-9498-7c8ba8574c64,https://macroalgae.org:443/portal/collections/individual/index.php?occid=1059988
