latitude,longitude
41.460546,-71.169148
41.461407,-71.168658
41.462604,-71.19449
41.47426605,-71.33603668
41.47426605,-71.33603668
41.47426605,-71.33603668
41.47426605,-71.33603668
41.482001,-71.321068
41.488948,-71.267123
41.49008179,-71.32322693
41.49008179,-71.32322693
41.49008179,-71.32322693
41.49017,-71.32345
41.49017,-71.32345
41.49017,-71.32345
41.49017,-71.32345
41.493964,-71.396686
41.493964,-71.396686
41.49462128,-71.39631653
41.49666,-71.363156
41.49666,-71.363156
41.49666,-71.363156
41.49666,-71.363156
41.503333,-71.02
41.505444,-70.696179
41.50550079,-71.3253479
41.505645,-71.326009
41.505645,-71.326009
41.509615,-70.687586
41.509615,-70.687586
41.510338,-70.687103
41.51361847,-71.07692719
41.51361847,-71.07692719
41.51404,-70.69621
41.515045,-70.655627
41.515045,-70.655627
41.515045,-70.655627
41.515045,-70.655627
41.515045,-70.655627
41.515045,-70.655627
41.515109,-70.696697
41.515109,-70.696697
41.515175,-70.655506
41.51651,-71.07708
41.51651,-71.07708
41.51651,-71.07708
41.51651,-71.07708
41.51651,-71.07708
41.51651,-71.07708
41.51651,-71.07708
41.51651,-71.07708
41.51664,-70.66874
41.517369,-70.658857
41.517369,-70.658857
41.517609,-70.659196
41.518304,-70.656036
41.520711,-70.666719
41.520711,-70.666719
41.520711,-70.666719
41.520711,-70.666719
41.521581,-70.670337
41.52246857,-70.66726685
41.52246857,-70.66726685
41.52246857,-70.66726685
41.52246857,-70.66726685
41.52246857,-70.66726685
41.52246857,-70.66726685
41.52246857,-70.66726685
41.524248,-70.675401
41.524248,-70.675401
41.524694,-70.674178
41.524694,-70.674178
41.525524,-70.671324
41.525524,-70.671324
41.526497,-70.673084
41.526497,-70.673084
41.526497,-70.673084
41.526497,-70.673084
41.526497,-70.673084
41.526667,-70.67
41.526667,-70.67
41.542147,-70.608327
41.542147,-70.608327
41.542248,-70.614752
41.549,-70.65453
41.549956,-70.607371
41.549956,-70.607371
41.549956,-70.607371
41.549956,-70.607371
41.55,-70.655
41.56497,-70.654028
41.56497,-70.654028
41.56497,-70.654028
41.56497,-70.654028
41.56497,-70.654028
41.56497,-70.654028
41.56497,-70.654028
41.56497,-70.654028
41.56497,-70.654028
41.56497,-70.654028
41.56497,-70.654028
41.56497,-70.654028
41.570613,-70.648259
41.570613,-70.648259
41.595206,-71.354056
41.595206,-71.354056
41.600038,-70.644775
41.604274,-70.634475
41.606667,-70.65
41.60684,-70.65127
41.6071,-70.65102
41.60749054,-70.40155029
41.60749054,-70.40155029
41.60749054,-70.40155029
41.60749054,-70.40155029
41.616777,-70.43697
41.616777,-70.43697
41.6207428,-71.40931702
41.6207428,-71.40931702
41.62131119,-71.41132355
41.62131119,-71.41132355
41.62131119,-71.41132355
41.62131119,-71.41132355
41.62191391,-70.39533234
41.62191391,-70.39533234
41.62191391,-70.39533234
41.62191391,-70.39533234
41.62221527,-70.26498413
41.62221527,-70.26498413
41.62221527,-70.26498413
41.62307,-71.412728
41.62307,-71.412728
41.62307,-71.412728
41.62307,-71.412728
41.62416077,-70.36529541
41.635667,-70.224464
41.635667,-70.224464
41.635667,-70.224464
41.635667,-70.224464
41.635667,-70.224464
41.635667,-70.224464
41.636119,-70.345108
41.639233,-70.91299
41.640382,-70.91476
41.640382,-70.91476
41.640382,-70.91476
41.640382,-70.91476
41.649356,-70.194415
41.649356,-70.194415
41.649356,-70.194415
41.649356,-70.194415
41.663915,-69.987187
41.663915,-69.987187
41.663915,-69.987187
41.663915,-69.987187
41.663915,-69.987187
41.663915,-69.987187
41.663915,-69.987187
41.663915,-69.987187
41.663915,-69.987187
41.663915,-69.987187
41.666637,-70.065766
41.666637,-70.065766
41.676949,-69.979369
41.676949,-69.979369
41.676949,-69.979369
41.676949,-69.979369
41.676949,-69.979369
41.676949,-69.979369
41.676949,-69.979369
41.676949,-69.979369
41.67883,-70.132935
41.67883,-70.132935
41.679278,-70.024461
41.680135,-70.111513
41.680135,-70.111513
41.6868782,-71.39299774
41.688487,-71.393485
41.688487,-71.393485
41.710625,-70.275831
41.710625,-70.275831
41.710625,-70.275831
41.710625,-70.275831
41.710625,-70.275831
41.710625,-70.275831
41.710625,-70.275831
41.710625,-70.275831
41.710625,-70.275831
41.710625,-70.275831
41.710625,-70.275831
41.710625,-70.275831
41.737518,-70.62503
41.7385788,-70.62622833
41.7385788,-70.62622833
41.7385788,-70.62622833
41.7385788,-70.62622833
41.738895,-70.626665
41.738895,-70.626665
41.738895,-70.626665
41.738895,-70.626665
41.73891,-70.626495
41.73891,-70.626495
41.741658,-70.625404
41.74462128,-70.61769867
41.74462128,-70.61769867
41.74462128,-70.61769867
41.745027,-70.619026
41.745027,-70.619026
41.745027,-70.619026
41.745027,-70.619026
41.745027,-70.619026
41.745027,-70.619026
41.756047,-70.127003
41.756047,-70.127003
41.756047,-70.127003
41.756047,-70.127003
41.75889,-70.49444
41.769686,-70.484818
41.77106857,-70.50237274
41.79589844,-69.94689941
41.79970169,-70.00779724
41.80870056,-69.95290375
41.80870056,-69.95290375
41.80870056,-69.95290375
41.80870056,-69.95290375
41.80870056,-69.95290375
41.80870056,-69.95290375
41.80870056,-69.95290375
41.80870056,-69.95290375
41.80870056,-69.95290375
41.80870056,-69.95290375
41.80870056,-69.95290375
41.80870056,-69.95290375
41.80870056,-69.95290375
41.80870056,-69.95290375
41.80870056,-69.95290375
41.817289,-70.00363
41.817289,-70.00363
41.817289,-70.00363
41.817289,-70.00363
41.817289,-70.00363
41.817289,-70.00363
41.817289,-70.00363
41.817289,-70.00363
41.817289,-70.00363
41.817289,-70.00363
41.817289,-70.00363
41.817289,-70.00363
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.8348999,-69.97260284
41.84342,-69.946111
41.84342,-69.946111
41.84342,-69.946111
41.84342,-69.946111
41.904843,-70.004862
41.904843,-70.004862
41.910576,-70.024123
41.910576,-70.024123
41.910576,-70.024123
41.910576,-70.024123
41.910576,-70.024123
41.910576,-70.024123
41.945435,-70.57572
41.945834,-70.575612
41.990852,-70.640822
42.005103,-70.599178
42.005103,-70.599178
42.035013,-70.160644
42.035013,-70.160644
42.086214,-70.641148
42.086214,-70.641148
42.175171,-70.73588
42.175171,-70.73588
42.241434,-70.78822
42.241434,-70.78822
42.241434,-70.78822
42.241434,-70.78822
42.241434,-70.78822
42.241434,-70.78822
42.241434,-70.78822
42.241434,-70.78822
42.282484,3.282671
42.32180786,-70.9886322
42.32180786,-70.9886322
42.34325027,-71.03500366
42.420889,-70.906416
42.420889,-70.906416
42.50040054,-70.83820343
42.50040054,-70.83820343
42.50040054,-70.83820343
42.50040054,-70.83820343
42.52111816,-70.88098145
42.52111816,-70.88098145
42.52111816,-70.88098145
42.52111816,-70.88098145
42.52130127,-70.88179779
42.52130127,-70.88179779
42.52130127,-70.88179779
42.52130127,-70.88179779
42.52130127,-70.88179779
42.52132,-70.881895
42.52132,-70.881895
42.52133179,-70.88182068
42.52133179,-70.88182068
42.52133179,-70.88182068
42.52133179,-70.88182068
42.52133179,-70.88182068
42.52133179,-70.88182068
42.52133179,-70.88182068
42.52133179,-70.88182068
42.52159882,-70.88165283
42.52159882,-70.88165283
42.52361,-70.86666
42.52361,-70.86666
42.52769852,-70.86630249
42.52769852,-70.86630249
42.54029846,-70.88629913
42.54029846,-70.88629913
42.54029846,-70.88629913
42.54029846,-70.88629913
42.54634857,-70.85549927
42.54634857,-70.85549927
42.54634857,-70.85549927
42.54634857,-70.85549927
42.5766983,-70.73760223
42.5766983,-70.73760223
42.5766983,-70.73760223
42.5766983,-70.73760223
42.577008,-70.731992
42.64119,-70.693373
42.64119,-70.693373
42.890081,-70.829473
42.890081,-70.829473
42.890081,-70.829473
42.890081,-70.829473
42.968142,-70.624757
42.968142,-70.624757
42.968142,-70.624757
42.968142,-70.624757
42.968142,-70.624757
42.968142,-70.624757
42.968142,-70.624757
42.968142,-70.624757
42.968739,-70.625907
42.968739,-70.625907
42.971544,-70.760023
42.971544,-70.760023
42.971544,-70.760023
42.971544,-70.760023
42.971544,-70.760023
42.971544,-70.760023
42.971544,-70.760023
42.971544,-70.760023
42.971544,-70.760023
42.971544,-70.760023
42.971544,-70.760023
42.971544,-70.760023
42.971544,-70.760023
42.971544,-70.760023
42.971544,-70.760023
42.971544,-70.760023
42.971544,-70.760023
42.971544,-70.760023
42.975754,-70.613498
42.975754,-70.613498
42.975754,-70.613498
42.975754,-70.613498
42.975754,-70.613498
42.975754,-70.613498
42.975754,-70.613498
42.975754,-70.613498
42.975754,-70.613498
42.975754,-70.613498
42.975754,-70.613498
42.975754,-70.613498
42.975754,-70.613498
42.975754,-70.613498
42.975754,-70.613498
42.975754,-70.613498
42.975754,-70.613498
42.975754,-70.613498
42.975754,-70.613498
42.975754,-70.613498
42.975754,-70.613498
42.975754,-70.613498
42.976812,-70.626384
42.976812,-70.626384
42.978982,-70.610914
42.978982,-70.610914
42.979798,-70.61044
42.979798,-70.61044
42.980901,-70.609777
42.980901,-70.609777
42.98222,-70.601451
42.98222,-70.601451
42.98244,-70.606429
42.98244,-70.606429
42.98244,-70.606429
42.98244,-70.606429
42.982534,-70.612365
42.982534,-70.612365
42.987647,-70.617511
42.987647,-70.617511
42.987647,-70.617511
42.987647,-70.617511
42.987647,-70.617511
42.987647,-70.617511
42.987647,-70.617511
42.987647,-70.617511
42.988417,-70.615
42.988417,-70.615
42.988417,-70.615
42.988417,-70.615
42.988417,-70.615
42.988417,-70.615
42.988417,-70.615
42.988417,-70.615
42.988417,-70.615
42.988417,-70.615
42.988417,-70.615
42.988417,-70.615
42.988417,-70.615
42.988417,-70.615
43.004343,-70.604502
43.004343,-70.604502
43.005002,-70.604244
43.005002,-70.604244
43.016341,-70.73147
43.016341,-70.73147
43.016341,-70.73147
43.016341,-70.73147
43.039213,-70.714656
43.039213,-70.714656
43.039809,-70.715772
43.039809,-70.715772
43.043917,-70.712703
43.043917,-70.712703
43.043917,-70.712703
43.043917,-70.712703
43.043917,-70.712703
43.043917,-70.712703
43.043917,-70.712703
43.043917,-70.712703
43.057672,-70.712207
43.057672,-70.712207
43.057672,-70.712207
43.057672,-70.712207
43.057672,-70.712207
43.057672,-70.712207
43.058417,-70.862601
43.058417,-70.862601
43.058508,-70.728351
43.058508,-70.728351
43.058508,-70.728351
43.058508,-70.728351
43.058519,-70.712228
43.058519,-70.712228
43.06629,-70.691924
43.06629,-70.691924
43.06629,-70.691924
43.06629,-70.691924
43.072264,-70.753258
43.072264,-70.753258
43.072264,-70.753258
43.072264,-70.753258
43.072264,-70.753258
43.072264,-70.753258
43.072264,-70.753258
43.072264,-70.753258
43.072264,-70.753258
43.072264,-70.753258
43.072264,-70.753258
43.072264,-70.753258
43.072264,-70.753258
43.072264,-70.753258
43.072264,-70.753258
43.072264,-70.753258
43.072264,-70.753258
43.072264,-70.753258
43.076748,-70.665194
43.076748,-70.665194
43.077313,-70.766322
43.077313,-70.766322
43.077313,-70.766322
43.077313,-70.766322
43.077313,-70.766322
43.077313,-70.766322
43.077313,-70.766322
43.077313,-70.766322
43.085987,-70.6597
43.085987,-70.6597
43.085987,-70.6597
43.085987,-70.6597
43.085987,-70.6597
43.085987,-70.6597
43.085987,-70.6597
43.085987,-70.6597
43.085987,-70.6597
43.085987,-70.6597
43.085987,-70.6597
43.085987,-70.6597
43.085987,-70.6597
43.085987,-70.6597
43.08778,-70.661836
43.08778,-70.661836
43.08778,-70.661836
43.08778,-70.661836
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098128,-70.666993
43.098261,-70.657073
43.098261,-70.657073
43.098261,-70.657073
43.098261,-70.657073
43.098261,-70.657073
43.098261,-70.657073
43.098512,-70.656215
43.098512,-70.656215
43.098512,-70.656215
43.098512,-70.656215
43.09917,-70.661107
43.09917,-70.661107
43.099233,-70.660721
43.099233,-70.660721
43.099264,-70.662008
43.099264,-70.662008
43.099295,-70.661322
43.099295,-70.661322
43.099295,-70.661322
43.099295,-70.661322
43.099295,-70.661322
43.099295,-70.661322
43.099295,-70.661322
43.099295,-70.661322
43.099295,-70.661322
43.099295,-70.661322
43.099483,-70.660807
43.099483,-70.660807
43.100079,-70.660549
43.100079,-70.660549
43.100079,-70.660549
43.100079,-70.660549
43.100079,-70.660549
43.100079,-70.660549
43.100705,-70.662437
43.100705,-70.662437
43.100705,-70.662437
43.100705,-70.662437
43.100705,-70.662437
43.100705,-70.662437
43.101175,-70.662352
43.101175,-70.662352
43.101175,-70.662352
43.101175,-70.662352
43.163752,-70.617536
43.163752,-70.617536
43.165517,-70.592718
43.165517,-70.592718
43.165705,-70.592418
43.165705,-70.592418
43.291,-5.9928
43.31,-2.32
43.31,-2.32
43.3451004,-70.49160004
43.39,-1.83
43.39,-1.83
43.443567,-70.339537
43.443567,-70.339537
43.443567,-70.339537
43.443567,-70.339537
43.475762,-70.38436
43.475762,-70.38436
43.505,-70.31222
43.505,-70.31222
43.505,-70.31222
43.505,-70.31222
43.505,-70.31222
43.505,-70.31222
43.541256,-70.334703
43.541256,-70.334703
43.541256,-70.334703
43.541256,-70.334703
43.544351,-70.335108
43.544351,-70.335108
43.544818,-70.338627
43.544818,-70.338627
43.562887,-70.27254
43.562887,-70.27254
43.564248,-70.272877
43.564248,-70.272877
43.689585,-70.154337
43.689585,-70.154337
43.69439,-70.09929
43.69439,-70.09929
43.694745,-70.109017
43.694745,-70.109017
43.704263,-69.854765
43.704263,-69.854765
43.704263,-69.854765
43.704263,-69.854765
43.704263,-69.854765
43.704263,-69.854765
43.704263,-69.854765
43.704263,-69.854765
43.71056,-69.83194
43.71056,-69.83194
43.713792,-70.003241
43.713792,-70.003241
43.713792,-70.003241
43.713792,-70.003241
43.713792,-70.003241
43.713792,-70.003241
43.713792,-70.003241
43.713792,-70.003241
43.713792,-70.003241
43.713792,-70.003241
43.713792,-70.003241
43.713792,-70.003241
43.713792,-70.003241
43.713792,-70.003241
43.713792,-70.003241
43.713792,-70.003241
43.71779,-70.002472
43.71779,-70.002472
43.719044,-69.851069
43.719044,-69.851069
43.721017,-69.898847
43.721017,-69.898847
43.724017,-69.993341
43.724017,-69.993341
43.724017,-69.993341
43.724017,-69.993341
43.724017,-69.993341
43.724017,-69.993341
43.724017,-69.993341
43.724017,-69.993341
43.724017,-69.993341
43.724017,-69.993341
43.724017,-69.993341
43.724017,-69.993341
43.726918,-69.937214
43.726918,-69.937214
43.726918,-69.937214
43.726918,-69.937214
43.726918,-69.937214
43.726918,-69.937214
43.73389,-69.97139
43.73389,-69.97139
43.73389,-69.97139
43.73389,-69.97139
43.735388,-70.021778
43.735388,-70.021778
43.735388,-70.021778
43.735388,-70.021778
43.735388,-70.021778
43.735388,-70.021778
43.735388,-70.021778
43.735388,-70.021778
43.735388,-70.021778
43.735388,-70.021778
43.735388,-70.021778
43.735388,-70.021778
43.735758,-69.995098
43.735758,-69.995098
43.739035,-70.041393
43.739035,-70.041393
43.739035,-70.041393
43.739035,-70.041393
43.739035,-70.041393
43.739035,-70.041393
43.739035,-70.041393
43.739035,-70.041393
43.743828,-70.031322
43.743828,-70.031322
43.74482,-70.034515
43.74482,-70.034515
43.75201,-70.140017
43.75201,-70.140017
43.75846,-70.025395
43.75846,-70.025395
43.759838,-70.125979
43.759838,-70.125979
43.775046,-69.867795
43.775046,-69.867795
43.779316,-69.726578
43.779316,-69.726578
43.779316,-69.726578
43.779316,-69.726578
43.779316,-69.726578
43.779316,-69.726578
43.779316,-69.726578
43.779316,-69.726578
43.779316,-69.726578
43.779316,-69.726578
43.807185,-69.993304
43.807185,-69.993304
43.813554,-69.59772
43.813554,-69.59772
43.813554,-69.59772
43.813554,-69.59772
43.813554,-69.59772
43.813554,-69.59772
43.813554,-69.59772
43.813554,-69.59772
43.813554,-69.59772
43.813554,-69.59772
43.813554,-69.59772
43.813554,-69.59772
43.813554,-69.59772
43.813554,-69.59772
43.813554,-69.59772
43.813554,-69.59772
43.822862,-70.026796
43.822862,-70.026796
43.822862,-70.026796
43.822862,-70.026796
43.827251,-69.622544
43.827251,-69.622544
43.827251,-69.622544
43.827251,-69.622544
43.827274,-69.649403
43.827274,-69.649403
43.835205,-69.58959
43.835205,-69.58959
43.835778,-69.553623
43.835778,-69.553623
43.835778,-69.553623
43.835778,-69.553623
43.836923,-69.551231
43.836923,-69.551231
43.836923,-69.551231
43.836923,-69.551231
43.843357,-69.565339
43.843357,-69.565339
43.843762,-69.653654
43.843762,-69.653654
43.8515,-69.625483
43.8515,-69.625483
43.8515,-69.625483
43.8515,-69.625483
43.8515,-69.625483
43.8515,-69.625483
43.858728,-70.009728
