FID,latitude,longitude
104,-35.259239999999998,174.184599999999989
105,-35.243889000000003,174.078610999999995
106,-35.232799999999997,174.178830000000005
107,-35.033282999999997,117.891516999999993
108,-35.033267000000002,117.890349999999998
109,-35.033267000000002,117.890349999999998
110,-35.033267000000002,117.890349999999998
111,-35.032882999999998,117.890682999999996
112,-35.032778000000000,117.890277999999995
113,-34.874837999999997,138.490266999999989
114,-34.860833000000000,138.491110999999989
115,-34.830600740000001,20.012800219999999
116,-34.827227999999998,20.017658999999998
117,-34.792892999999999,138.487488000000013
118,-34.787615000000002,138.493876999999998
119,-34.763447999999997,138.488598999999994
120,-34.733333000000002,173.116667000000007
121,-34.707892999999999,138.460542000000004
122,-34.667389000000000,20.230861000000001
123,-34.667000999999999,20.233692999999999
124,-34.628661000000001,19.299776000000001
125,-34.386046000000000,18.830366999999999
126,-34.386046000000000,18.830366999999999
127,-34.383300779999999,18.833299640000000
128,-34.358547000000002,18.474729000000000
129,-34.357778000000003,18.921666999999999
130,-34.349998470000003,18.450000760000002
131,-34.342241000000001,18.452622000000002
132,-34.263905999999999,18.373954999999999
133,-34.263905999999999,18.373954999999999
134,-34.231780000000001,18.477290000000000
135,-34.231639999999999,18.476900000000001
136,-34.194856000000001,18.819575000000000
137,-34.194856000000001,18.819575000000000
138,-34.194856000000001,18.819575000000000
139,-34.194856000000001,18.819575000000000
140,-34.194856000000001,18.819575000000000
141,-34.138928999999997,18.329108000000002
142,-34.138928999999997,18.329108000000002
143,-34.138928999999997,18.329108000000002
144,-34.138928999999997,18.329108000000002
145,-34.138928999999997,18.329108000000002
146,-34.138928999999997,18.329108000000002
147,-34.138928999999997,18.329108000000002
148,-34.138928999999997,18.329108000000002
149,-34.138928999999997,18.329108000000002
150,-34.138928999999997,18.329108000000002
151,-34.138928999999997,18.329108000000002
152,-34.137009999999997,18.322450000000000
153,-34.136229000000000,18.323615000000000
154,-34.136229000000000,18.323615000000000
155,-34.136229000000000,18.323615000000000
156,-34.136229000000000,18.323615000000000
157,-34.133300779999999,18.450000760000002
158,-34.133300779999999,18.299999239999998
159,-34.133300779999999,18.299999239999998
160,-34.133300779999999,18.450000760000002
161,-34.129199980000003,18.450599669999999
162,-34.129199980000003,18.450599669999999
163,-34.128539000000004,18.449178000000000
164,-34.121113999999999,18.457203000000000
165,-34.120939000000000,18.827684999999999
166,-34.120939000000000,18.827684999999999
167,-34.119400020000000,18.459999079999999
168,-34.117812999999998,18.823564999999999
169,-34.098629000000003,18.500999000000000
170,-34.098629000000003,18.500999000000000
171,-34.098629000000003,18.500999000000000
172,-34.098629000000003,18.500999000000000
173,-34.098629000000003,18.500999000000000
174,-34.098629000000003,18.500999000000000
175,-34.098629000000003,18.500999000000000
176,-34.098143000000000,23.376760000000001
177,-34.083333000000003,23.066666999999999
178,-34.082306000000003,22.994561000000001
179,-33.982154000000001,18.359786000000000
180,-33.982154000000001,18.359786000000000
181,-33.950000000000003,25.616667000000000
182,-33.920414999999998,18.378384000000000
183,-33.918233000000001,18.383735000000001
184,-33.918233000000001,18.383735000000001
185,-33.918233000000001,18.383735000000001
186,-33.910310000000003,18.387339999999998
187,-33.904341000000002,18.394123000000000
188,-33.904341000000002,18.394123000000000
189,-33.904341000000002,18.394123000000000
190,-33.904341000000002,18.394123000000000
191,-33.899999999999999,18.399999999999999
192,-33.899273000000001,18.401688000000000
193,-33.859000000000002,151.222000000000008
194,-33.603890000000000,115.104169999999996
195,-33.363300320000000,18.149999619999999
196,-33.344383000000001,18.161570999999999
197,-33.340280000000000,115.641940000000005
198,-33.041173999999998,17.965316000000001
199,-33.005747999999997,17.949694000000001
200,-33.005747999999997,17.949694000000001
201,-32.854162000000002,17.858892999999998
202,-32.806984999999997,17.887236000000001
203,-32.803298949999999,17.883300779999999
204,-32.772123999999998,18.139489999999999
205,-32.763900759999999,18.035600660000000
206,-32.306669999999997,115.710560000000001
207,-32.270471000000001,115.689453999999998
208,-32.096682000000001,18.300374000000001
209,-32.096682000000001,18.300374000000001
210,-31.619897999999999,29.562809000000001
211,-31.050519999999999,30.230740999999998
212,-30.966699599999998,17.655599590000001
213,-30.847778999999999,17.574114000000002
214,-30.404468000000001,31.026098000000001
215,-30.404468000000001,31.026098000000001
216,-30.404468000000001,31.026098000000001
217,-30.404468000000001,31.026098000000001
218,-29.283300400000002,16.878299710000000
219,-29.252782000000000,16.864547999999999
220,-26.636899950000000,15.153300290000001
221,-22.816699979999999,14.542200090000000
222,-20.316699979999999,13.216699600000000
223,33.525278999999998,-79.029820000000001
224,34.182482999999998,-77.813933000000006
225,34.182482999999998,-77.813933000000006
226,34.182482999999998,-77.813933000000006
227,34.207475000000002,-77.790104999999997
228,34.207475000000002,-77.790104999999997
229,34.208350000000003,-77.796916999999993
230,34.212052999999997,-77.792250999999993
231,34.213650000000001,-77.787220000000005
232,34.351300000000002,-77.654110000000003
233,34.351509999999998,-77.654460000000000
234,34.351590000000002,-77.653899999999993
235,34.355674999999998,-77.633377999999993
236,34.372083000000003,-77.625961000000004
237,34.372083000000003,-77.625961000000004
238,34.528998000000001,-77.339349999999996
239,34.695000000000000,-76.674999999999997
240,34.695000000000000,-76.674999999999997
241,34.695000000000000,-76.674999999999997
242,34.696849999999998,-76.675730000000001
243,34.702748000000000,-76.667422000000002
244,34.702748000000000,-76.667422000000002
245,34.704999999999998,-76.678332999999995
246,34.708449999999999,-76.521100000000004
247,34.714883999999998,-76.684931000000006
248,34.714883999999998,-76.684931000000006
249,34.714883999999998,-76.684931000000006
250,34.714883999999998,-76.684931000000006
251,34.714883999999998,-76.684931000000006
252,34.714883999999998,-76.684931000000006
253,34.714883999999998,-76.684931000000006
254,34.715166000000004,-76.684931000000006
255,34.721966999999999,-76.753893000000005
256,36.489060000000002,-4.711590000000000
257,36.748060000000002,-4.055390000000000
258,36.749440000000000,-4.062910000000000
259,37.174999999999997,-7.372000000000000
260,37.804060999999997,-122.256989000000004
261,38.454903000000002,-27.946472000000000
262,38.750000000000000,0.230000000000000
263,38.750000000000000,0.230000000000000
264,38.785122000000001,-75.119232999999994
265,39.809843999999998,-74.182578000000007
266,39.810003999999999,-74.190439999999995
267,39.810965000000003,-74.202662000000004
268,39.834254000000001,-74.089270999999997
269,39.834254000000001,-74.089270999999997
270,40.130001000000000,0.160000000000000
271,40.361499000000002,-73.974025999999995
272,40.361499000000002,-73.974025999999995
273,40.900193999999999,-72.524719000000005
274,40.900193999999999,-72.524719000000005
275,40.937615000000001,-72.571009000000004
276,40.940781000000001,-73.423293999999999
277,40.940781000000001,-73.423293999999999
278,40.945245999999997,-72.499194000000003
279,40.945245999999997,-72.499194000000003
280,40.945245999999997,-72.499194000000003
281,40.945245999999997,-72.499194000000003
282,41.067515999999998,-71.873253000000005
283,41.067515999999998,-71.873253000000005
284,41.067515999999998,-71.873253000000005
285,41.067515999999998,-71.873253000000005
286,41.071204999999999,-71.856600999999998
287,41.071204999999999,-71.856600999999998
288,41.082985000000001,-72.296975000000003
289,41.082985000000001,-72.296975000000003
290,41.082985000000001,-72.296975000000003
291,41.082985000000001,-72.296975000000003
292,41.082985000000001,-72.296975000000003
293,41.082985000000001,-72.296975000000003
294,41.110241000000002,-72.359556999999995
295,41.110241000000002,-72.359556999999995
296,41.111109999999996,-72.191940000000002
297,41.112281799999998,-72.358108520000002
298,41.130443999999997,-72.336305999999993
299,41.130443999999997,-72.336305999999993
300,41.130443999999997,-72.336305999999993
301,41.130443999999997,-72.336305999999993
302,41.148553999999997,-72.283158999999998
303,41.202500000000001,-73.071380000000005
304,41.275402000000000,-70.216684999999998
305,41.277634999999997,-72.315732999999994
306,41.277634999999997,-72.315732999999994
307,41.295524000000000,-72.208472999999998
308,41.295524000000000,-72.208472999999998
309,41.295524000000000,-72.208472999999998
310,41.295524000000000,-72.208472999999998
311,41.295524000000000,-72.208472999999998
312,41.295524000000000,-72.208472999999998
313,41.295524000000000,-72.208472999999998
314,41.295524000000000,-72.208472999999998
315,41.298009000000000,-72.246312000000003
316,41.299016999999999,-72.243544000000000
317,41.299016999999999,-72.243544000000000
318,41.305194999999998,-72.165058999999999
319,41.305194999999998,-72.165058999999999
320,41.305194999999998,-72.165058999999999
321,41.305194999999998,-72.165058999999999
322,41.306038000000001,-72.146134000000004
323,41.306165000000000,-72.145697999999996
324,41.306165000000000,-72.145697999999996
325,41.306261999999997,-72.145826999999997
326,41.308818000000002,-72.148403000000002
327,41.308818000000002,-72.148403000000002
328,41.308866000000002,-72.148414000000002
329,41.308866000000002,-72.148414000000002
330,41.310098000000004,-72.145354999999995
331,41.310098000000004,-72.145354999999995
332,41.313609999999997,-71.850269999999995
333,41.313609999999997,-71.850269999999995
334,41.314500000000002,-72.063100000000006
335,41.327531000000000,-71.921138999999997
336,41.327531000000000,-71.921138999999997
337,41.329977999999997,-71.790315000000007
338,41.329977999999997,-71.790315000000007
339,41.329977999999997,-71.790315000000007
340,41.329977999999997,-71.790315000000007
341,41.329977999999997,-71.790315000000007
342,41.329977999999997,-71.790315000000007
343,41.337460000000000,-71.723387000000002
344,41.337460000000000,-71.723387000000002
345,41.337460000000000,-71.723387000000002
346,41.337460000000000,-71.723387000000002
347,41.350593000000003,-70.838127000000000
348,41.350593000000003,-70.838127000000000
349,41.350593000000003,-70.838127000000000
350,41.350593000000003,-70.838127000000000
351,41.352890000000002,-70.778639999999996
352,41.371164999999998,-71.513953000000001
353,41.371164999999998,-71.513953000000001
354,41.371164999999998,-71.513953000000001
355,41.371164999999998,-71.513953000000001
356,41.387112000000002,-70.646895999999998
357,41.387112000000002,-70.646895999999998
358,41.387741089999999,-71.517265320000007
359,41.387741089999999,-71.517265320000007
360,41.387741089999999,-71.517265320000007
361,41.387741089999999,-71.517265320000007
362,41.389290000000003,-71.470946999999995
363,41.390045999999998,-71.468253000000004
364,41.390045999999998,-71.468253000000004
365,41.426490999999999,-71.497001999999995
366,41.448166000000001,-71.355835999999996
367,41.448166000000001,-71.355835999999996
368,41.448166000000001,-71.355835999999996
369,41.448166000000001,-71.355835999999996
370,41.448166000000001,-71.355835999999996
371,41.448166000000001,-71.355835999999996
372,41.450122000000000,-70.856281999999993
373,41.450122000000000,-70.856281999999993
374,41.450879000000000,-70.922411999999994
375,41.450879000000000,-70.922411999999994
376,41.450879000000000,-70.922411999999994
377,41.450879000000000,-70.922411999999994
378,41.450879000000000,-70.922411999999994
379,41.450879000000000,-70.922411999999994
380,41.450879000000000,-70.922411999999994
381,41.450879000000000,-70.922411999999994
382,41.453000000000003,-71.394867000000005
383,41.453000000000003,-71.394867000000005
384,41.455911999999998,-70.811306999999999
385,41.455911999999998,-70.811306999999999
386,41.458843999999999,-71.196055999999999
387,41.458843999999999,-71.196055999999999
388,41.460225999999999,-70.765884999999997
389,41.460225999999999,-70.765884999999997
390,41.460546000000001,-71.169148000000007
391,41.460546000000001,-71.169148000000007
392,41.461407000000001,-71.168657999999994
393,41.462603999999999,-71.194490000000002
394,41.474266049999997,-71.336036680000007
395,41.474266049999997,-71.336036680000007
396,41.474266049999997,-71.336036680000007
397,41.474266049999997,-71.336036680000007
398,41.482000999999997,-71.321067999999997
399,41.488948000000001,-71.267122999999998
400,41.490081789999998,-71.323226930000004
401,41.490081789999998,-71.323226930000004
402,41.490081789999998,-71.323226930000004
403,41.490169999999999,-71.323449999999994
404,41.490169999999999,-71.323449999999994
405,41.490169999999999,-71.323449999999994
406,41.490169999999999,-71.323449999999994
407,41.493963999999998,-71.396686000000003
408,41.493963999999998,-71.396686000000003
409,41.494621279999997,-71.396316529999993
410,41.496659999999999,-71.363156000000004
411,41.496659999999999,-71.363156000000004
412,41.496659999999999,-71.363156000000004
413,41.496659999999999,-71.363156000000004
414,41.503332999999998,-71.019999999999996
415,41.505443999999997,-70.696179000000001
416,41.505500789999999,-71.325347899999997
417,41.505645000000001,-71.326008999999999
418,41.505645000000001,-71.326008999999999
419,41.509614999999997,-70.687585999999996
420,41.509614999999997,-70.687585999999996
421,41.510337999999997,-70.687102999999993
422,41.513618469999997,-71.076927190000006
423,41.513618469999997,-71.076927190000006
424,41.514040000000001,-70.696209999999994
425,41.515045000000001,-70.655626999999996
426,41.515045000000001,-70.655626999999996
427,41.515045000000001,-70.655626999999996
428,41.515045000000001,-70.655626999999996
429,41.515045000000001,-70.655626999999996
430,41.515045000000001,-70.655626999999996
431,41.515109000000002,-70.696697000000000
432,41.515109000000002,-70.696697000000000
433,41.515174999999999,-70.655506000000003
434,41.516509999999997,-71.077079999999995
435,41.516509999999997,-71.077079999999995
436,41.516509999999997,-71.077079999999995
437,41.516509999999997,-71.077079999999995
438,41.516509999999997,-71.077079999999995
439,41.516509999999997,-71.077079999999995
440,41.516509999999997,-71.077079999999995
441,41.516509999999997,-71.077079999999995
442,41.516640000000002,-70.668740000000000
443,41.517369000000002,-70.658856999999998
444,41.517369000000002,-70.658856999999998
445,41.517609000000000,-70.659195999999994
446,41.518304000000001,-70.656036000000000
447,41.520710999999999,-70.666719000000001
448,41.520710999999999,-70.666719000000001
449,41.520710999999999,-70.666719000000001
450,41.520710999999999,-70.666719000000001
451,41.521580999999998,-70.670337000000004
452,41.522468570000001,-70.667266850000004
453,41.522468570000001,-70.667266850000004
454,41.522468570000001,-70.667266850000004
455,41.522468570000001,-70.667266850000004
456,41.522468570000001,-70.667266850000004
457,41.522468570000001,-70.667266850000004
458,41.522468570000001,-70.667266850000004
459,41.524248000000000,-70.675400999999994
460,41.524248000000000,-70.675400999999994
461,41.524693999999997,-70.674177999999998
462,41.524693999999997,-70.674177999999998
463,41.525523999999997,-70.671323999999998
464,41.525523999999997,-70.671323999999998
465,41.526496999999999,-70.673084000000003
466,41.526496999999999,-70.673084000000003
467,41.526496999999999,-70.673084000000003
468,41.526496999999999,-70.673084000000003
469,41.526496999999999,-70.673084000000003
470,41.526667000000003,-70.670000000000002
471,41.526667000000003,-70.670000000000002
472,41.542147000000000,-70.608327000000003
473,41.542147000000000,-70.608327000000003
474,41.542248000000001,-70.614751999999996
475,41.548999999999999,-70.654529999999994
476,41.549956000000002,-70.607371000000001
477,41.549956000000002,-70.607371000000001
478,41.549956000000002,-70.607371000000001
479,41.549956000000002,-70.607371000000001
480,41.549999999999997,-70.655000000000001
481,41.564970000000002,-70.654027999999997
482,41.564970000000002,-70.654027999999997
483,41.564970000000002,-70.654027999999997
484,41.564970000000002,-70.654027999999997
485,41.564970000000002,-70.654027999999997
486,41.564970000000002,-70.654027999999997
487,41.564970000000002,-70.654027999999997
488,41.564970000000002,-70.654027999999997
489,41.564970000000002,-70.654027999999997
490,41.564970000000002,-70.654027999999997
491,41.564970000000002,-70.654027999999997
492,41.564970000000002,-70.654027999999997
493,41.570613000000002,-70.648258999999996
494,41.570613000000002,-70.648258999999996
495,41.595205999999997,-71.354056000000000
496,41.595205999999997,-71.354056000000000
497,41.600037999999998,-70.644774999999996
498,41.604273999999997,-70.634474999999995
499,41.606667000000002,-70.650000000000006
500,41.606839999999998,-70.651269999999997
501,41.607100000000003,-70.651020000000003
502,41.607490540000001,-70.401550290000003
503,41.607490540000001,-70.401550290000003
504,41.607490540000001,-70.401550290000003
505,41.607490540000001,-70.401550290000003
506,41.616776999999999,-70.436970000000002
507,41.616776999999999,-70.436970000000002
508,41.620742800000002,-71.409317020000003
509,41.620742800000002,-71.409317020000003
510,41.621311190000000,-71.411323550000006
511,41.621311190000000,-71.411323550000006
512,41.621311190000000,-71.411323550000006
513,41.621311190000000,-71.411323550000006
514,41.621913910000004,-70.395332339999996
515,41.621913910000004,-70.395332339999996
516,41.621913910000004,-70.395332339999996
517,41.621913910000004,-70.395332339999996
518,41.622215269999998,-70.264984130000002
519,41.622215269999998,-70.264984130000002
520,41.622215269999998,-70.264984130000002
521,41.623069999999998,-71.412728000000001
522,41.623069999999998,-71.412728000000001
523,41.623069999999998,-71.412728000000001
524,41.623069999999998,-71.412728000000001
525,41.624160770000003,-70.365295410000002
526,41.635666999999998,-70.224463999999998
527,41.635666999999998,-70.224463999999998
528,41.635666999999998,-70.224463999999998
529,41.635666999999998,-70.224463999999998
530,41.635666999999998,-70.224463999999998
531,41.635666999999998,-70.224463999999998
532,41.636119000000001,-70.345107999999996
533,41.639232999999997,-70.912989999999994
534,41.640382000000002,-70.914760000000001
535,41.640382000000002,-70.914760000000001
536,41.640382000000002,-70.914760000000001
537,41.640382000000002,-70.914760000000001
538,41.649355999999997,-70.194415000000006
539,41.649355999999997,-70.194415000000006
540,41.649355999999997,-70.194415000000006
541,41.649355999999997,-70.194415000000006
542,41.663915000000003,-69.987187000000006
543,41.663915000000003,-69.987187000000006
544,41.663915000000003,-69.987187000000006
545,41.663915000000003,-69.987187000000006
546,41.663915000000003,-69.987187000000006
547,41.663915000000003,-69.987187000000006
548,41.663915000000003,-69.987187000000006
549,41.663915000000003,-69.987187000000006
550,41.663915000000003,-69.987187000000006
551,41.663915000000003,-69.987187000000006
552,41.666637000000001,-70.065765999999996
553,41.666637000000001,-70.065765999999996
554,41.676949000000000,-69.979369000000005
555,41.676949000000000,-69.979369000000005
556,41.676949000000000,-69.979369000000005
557,41.676949000000000,-69.979369000000005
558,41.676949000000000,-69.979369000000005
559,41.676949000000000,-69.979369000000005
560,41.676949000000000,-69.979369000000005
561,41.676949000000000,-69.979369000000005
562,41.686878200000002,-71.392997739999998
563,41.688487000000002,-71.393484999999998
564,41.688487000000002,-71.393484999999998
565,41.710625000000000,-70.275830999999997
566,41.710625000000000,-70.275830999999997
567,41.710625000000000,-70.275830999999997
568,41.710625000000000,-70.275830999999997
569,41.710625000000000,-70.275830999999997
570,41.710625000000000,-70.275830999999997
571,41.710625000000000,-70.275830999999997
572,41.710625000000000,-70.275830999999997
573,41.710625000000000,-70.275830999999997
574,41.710625000000000,-70.275830999999997
575,41.710625000000000,-70.275830999999997
576,41.710625000000000,-70.275830999999997
577,41.737518000000001,-70.625029999999995
578,41.738578799999999,-70.626228330000004
579,41.738578799999999,-70.626228330000004
580,41.738578799999999,-70.626228330000004
581,41.738578799999999,-70.626228330000004
582,41.738894999999999,-70.626665000000003
583,41.738894999999999,-70.626665000000003
584,41.738894999999999,-70.626665000000003
585,41.738894999999999,-70.626665000000003
586,41.738909999999997,-70.626495000000006
587,41.738909999999997,-70.626495000000006
588,41.741658000000001,-70.625404000000003
589,41.744621279999997,-70.617698669999996
590,41.744621279999997,-70.617698669999996
591,41.744621279999997,-70.617698669999996
592,41.745027000000000,-70.619026000000005
593,41.745027000000000,-70.619026000000005
594,41.745027000000000,-70.619026000000005
595,41.745027000000000,-70.619026000000005
596,41.745027000000000,-70.619026000000005
597,41.745027000000000,-70.619026000000005
598,41.756047000000002,-70.127003000000002
599,41.756047000000002,-70.127003000000002
600,41.756047000000002,-70.127003000000002
601,41.756047000000002,-70.127003000000002
602,41.758890000000001,-70.494439999999997
603,41.769686000000000,-70.484818000000004
604,41.771068569999997,-70.502372739999998
605,41.795898440000002,-69.946899410000000
606,41.799701689999999,-70.007797240000002
607,41.808700559999998,-69.952903750000004
608,41.808700559999998,-69.952903750000004
609,41.808700559999998,-69.952903750000004
610,41.808700559999998,-69.952903750000004
611,41.808700559999998,-69.952903750000004
612,41.808700559999998,-69.952903750000004
613,41.808700559999998,-69.952903750000004
614,41.808700559999998,-69.952903750000004
615,41.808700559999998,-69.952903750000004
616,41.808700559999998,-69.952903750000004
617,41.808700559999998,-69.952903750000004
618,41.808700559999998,-69.952903750000004
619,41.808700559999998,-69.952903750000004
620,41.808700559999998,-69.952903750000004
621,41.808700559999998,-69.952903750000004
622,41.817289000000002,-70.003630000000001
623,41.817289000000002,-70.003630000000001
624,41.817289000000002,-70.003630000000001
625,41.817289000000002,-70.003630000000001
626,41.817289000000002,-70.003630000000001
627,41.817289000000002,-70.003630000000001
628,41.817289000000002,-70.003630000000001
629,41.817289000000002,-70.003630000000001
630,41.817289000000002,-70.003630000000001
631,41.817289000000002,-70.003630000000001
632,41.817289000000002,-70.003630000000001
633,41.817289000000002,-70.003630000000001
634,41.834899900000003,-69.972602839999993
635,41.834899900000003,-69.972602839999993
636,41.834899900000003,-69.972602839999993
637,41.834899900000003,-69.972602839999993
638,41.834899900000003,-69.972602839999993
639,41.834899900000003,-69.972602839999993
640,41.834899900000003,-69.972602839999993
641,41.834899900000003,-69.972602839999993
642,41.834899900000003,-69.972602839999993
643,41.834899900000003,-69.972602839999993
644,41.834899900000003,-69.972602839999993
645,41.834899900000003,-69.972602839999993
646,41.834899900000003,-69.972602839999993
647,41.834899900000003,-69.972602839999993
648,41.834899900000003,-69.972602839999993
649,41.834899900000003,-69.972602839999993
650,41.834899900000003,-69.972602839999993
651,41.834899900000003,-69.972602839999993
652,41.834899900000003,-69.972602839999993
653,41.834899900000003,-69.972602839999993
654,41.834899900000003,-69.972602839999993
655,41.834899900000003,-69.972602839999993
656,41.834899900000003,-69.972602839999993
657,41.834899900000003,-69.972602839999993
658,41.834899900000003,-69.972602839999993
659,41.843420000000002,-69.946111000000002
660,41.843420000000002,-69.946111000000002
661,41.843420000000002,-69.946111000000002
662,41.843420000000002,-69.946111000000002
663,41.904843000000000,-70.004862000000003
664,41.904843000000000,-70.004862000000003
665,41.910575999999999,-70.024123000000003
666,41.910575999999999,-70.024123000000003
667,41.910575999999999,-70.024123000000003
668,41.910575999999999,-70.024123000000003
669,41.910575999999999,-70.024123000000003
670,41.910575999999999,-70.024123000000003
671,41.945435000000003,-70.575720000000004
672,41.945833999999998,-70.575612000000007
673,41.990851999999997,-70.640822000000000
674,42.005102999999998,-70.599177999999995
675,42.005102999999998,-70.599177999999995
676,42.035012999999999,-70.160644000000005
677,42.035012999999999,-70.160644000000005
678,42.086213999999998,-70.641148000000001
679,42.086213999999998,-70.641148000000001
680,42.175170999999999,-70.735879999999995
681,42.175170999999999,-70.735879999999995
682,42.282483999999997,3.282671000000000
683,42.321807860000000,-70.988632199999998
684,42.321807860000000,-70.988632199999998
685,42.343250269999999,-71.035003660000001
686,42.420889000000003,-70.906415999999993
687,42.420889000000003,-70.906415999999993
688,42.500400540000001,-70.838203429999993
689,42.500400540000001,-70.838203429999993
690,42.500400540000001,-70.838203429999993
691,42.500400540000001,-70.838203429999993
692,42.521118160000000,-70.880981449999993
693,42.521118160000000,-70.880981449999993
694,42.521118160000000,-70.880981449999993
695,42.521118160000000,-70.880981449999993
696,42.521301270000002,-70.881797789999993
697,42.521301270000002,-70.881797789999993
698,42.521301270000002,-70.881797789999993
699,42.521301270000002,-70.881797789999993
700,42.521301270000002,-70.881797789999993
701,42.521320000000003,-70.881895000000000
702,42.521320000000003,-70.881895000000000
703,42.521331789999998,-70.881820680000004
704,42.521331789999998,-70.881820680000004
705,42.521331789999998,-70.881820680000004
706,42.521331789999998,-70.881820680000004
707,42.521331789999998,-70.881820680000004
708,42.521331789999998,-70.881820680000004
709,42.521331789999998,-70.881820680000004
710,42.521331789999998,-70.881820680000004
711,42.521598820000001,-70.881652829999993
712,42.521598820000001,-70.881652829999993
713,42.523609999999998,-70.866659999999996
714,42.523609999999998,-70.866659999999996
715,42.527698520000001,-70.866302489999995
716,42.527698520000001,-70.866302489999995
717,42.540298460000002,-70.886299129999998
718,42.540298460000002,-70.886299129999998
719,42.540298460000002,-70.886299129999998
720,42.540298460000002,-70.886299129999998
721,42.546348569999999,-70.855499269999996
722,42.546348569999999,-70.855499269999996
723,42.546348569999999,-70.855499269999996
724,42.546348569999999,-70.855499269999996
725,42.576698299999997,-70.737602229999993
726,42.576698299999997,-70.737602229999993
727,42.576698299999997,-70.737602229999993
728,42.576698299999997,-70.737602229999993
729,42.577007999999999,-70.731992000000005
730,42.641190000000002,-70.693372999999994
731,42.641190000000002,-70.693372999999994
732,42.890081000000002,-70.829472999999993
733,42.890081000000002,-70.829472999999993
734,42.890081000000002,-70.829472999999993
