longitude,latitude
-57.777536,-51.69974
147.25,-43.116667
147.27,-43.11
147.27,-43.11
147.27,-43.11
147.316667,-43.05
147.316667,-43.05
147.316667,-43.05
147.283333,-43.016667
147.283333,-43.016667
174.85,-41.066667
174.85,-41.066667
174.85,-41.066667
145.29551,-38.270912
145.29551,-38.270912
145.29551,-38.270912
144.663889,-38.263056
144.99567,-37.91443
144.906,-37.872
174.684444,-37.679444
149.71,-37.61
176.033333,-37.6
175.946139,-37.561639
149.78,-37.52
149.78,-37.52
139.848404,-37.32882
149.916667,-37.1
174.503889,-37.0475
174.614111,-37.045889
174.614111,-37.045889
174.614111,-37.045889
174.584306,-37.045
174.575833,-37.044722
174.627222,-37.036667
174.580556,-37.011389
174.603611,-36.998806
175.246389,-36.958889
174.435694,-36.885806
174.933333,-36.883333
174.979167,-36.8775
174.886944,-36.873056
174.899167,-36.870833
174.893782,-36.870753
174.656667,-36.863333
174.833333,-36.85
174.833333,-36.85
174.845194,-36.849806
174.845194,-36.849806
175.145278,-36.848333
174.901944,-36.848333
174.861667,-36.848056
174.78828,-36.847511
174.835111,-36.846806
174.835111,-36.846806
174.825556,-36.845278
174.750556,-36.842778
174.783333,-36.833333
174.814167,-36.829167
174.898056,-36.828611
174.708611,-36.827222
174.708499,-36.82568
174.949444,-36.819444
175.026694,-36.809194
174.6905,-36.808806
174.6905,-36.808806
174.862611,-36.807111
174.850556,-36.806944
175.157194,-36.790889
174.796,-36.786333
174.992222,-36.783611
174.991389,-36.781111
174.991389,-36.781111
175.045833,-36.78
174.897778,-36.777222
174.89683,-36.77548
174.751,-36.718306
174.752111,-36.704194
174.752111,-36.704194
174.752111,-36.704194
175.616667,-36.7
174.7575,-36.698
174.7575,-36.698
174.7575,-36.698
174.748611,-36.680556
174.818694,-36.617
174.818694,-36.617
174.805111,-36.601389
174.805111,-36.601389
175.533333,-36.583333
174.764694,-36.458111
174.764694,-36.458111
174.764694,-36.458111
174.375306,-36.402806
174.375306,-36.402806
175.483333,-36.316667
175.504167,-36.271944
175.433333,-36.266667
174.251667,-36.259722
175.374806,-36.117028
137.775007,-35.786794
137.775007,-35.786794
174.133333,-35.266667
174.133333,-35.266667
174.1818,-35.26265
174.1846,-35.25924
174.078611,-35.243889
174.17883,-35.2328
117.891517,-35.033283
117.89035,-35.033267
117.89035,-35.033267
117.89035,-35.033267
117.890683,-35.032883
117.890278,-35.032778
138.490267,-34.874838
138.491111,-34.860833
20.01280022,-34.83060074
20.017659,-34.827228
138.487488,-34.792893
138.493877,-34.787615
138.488599,-34.763448
173.116667,-34.733333
138.460542,-34.707893
20.230861,-34.667389
20.233693,-34.667001
19.299776,-34.628661
18.830367,-34.386046
18.830367,-34.386046
18.83329964,-34.38330078
18.474729,-34.358547
18.921667,-34.357778
18.45000076,-34.34999847
18.452622,-34.342241
18.373955,-34.263906
18.373955,-34.263906
18.47729,-34.23178
18.4769,-34.23164
18.819575,-34.194856
18.819575,-34.194856
18.819575,-34.194856
18.819575,-34.194856
18.819575,-34.194856
18.329108,-34.138929
18.329108,-34.138929
18.329108,-34.138929
18.329108,-34.138929
18.329108,-34.138929
18.329108,-34.138929
18.329108,-34.138929
18.329108,-34.138929
18.329108,-34.138929
18.329108,-34.138929
18.329108,-34.138929
18.32245,-34.13701
18.323615,-34.136229
18.323615,-34.136229
18.323615,-34.136229
18.323615,-34.136229
18.45000076,-34.13330078
18.29999924,-34.13330078
18.29999924,-34.13330078
18.45000076,-34.13330078
18.45059967,-34.12919998
18.45059967,-34.12919998
18.449178,-34.128539
18.457203,-34.121114
18.827685,-34.120939
18.827685,-34.120939
18.45999908,-34.11940002
18.823565,-34.117813
18.500999,-34.098629
18.500999,-34.098629
18.500999,-34.098629
18.500999,-34.098629
18.500999,-34.098629
18.500999,-34.098629
18.500999,-34.098629
23.37676,-34.098143
23.066667,-34.083333
22.994561,-34.082306
18.359786,-33.982154
18.359786,-33.982154
25.616667,-33.95
18.378384,-33.920415
18.383735,-33.918233
18.383735,-33.918233
18.383735,-33.918233
18.38734,-33.91031
18.394123,-33.904341
18.394123,-33.904341
18.394123,-33.904341
18.394123,-33.904341
18.4,-33.9
18.401688,-33.899273
151.222,-33.859
115.10417,-33.60389
18.14999962,-33.36330032
18.161571,-33.344383
115.64194,-33.34028
17.965316,-33.041174
17.949694,-33.005748
17.949694,-33.005748
17.858893,-32.854162
17.887236,-32.806985
17.88330078,-32.80329895
18.13949,-32.772124
18.03560066,-32.76390076
115.71056,-32.30667
115.689454,-32.270471
18.300374,-32.096682
18.300374,-32.096682
29.562809,-31.619898
30.230741,-31.05052
17.65559959,-30.9666996
17.574114,-30.847779
31.026098,-30.404468
31.026098,-30.404468
31.026098,-30.404468
31.026098,-30.404468
16.87829971,-29.2833004
16.864548,-29.252782
15.15330029,-26.63689995
14.54220009,-22.81669998
13.2166996,-20.31669998
-79.02982,33.525279
-77.813933,34.182483
-77.813933,34.182483
-77.813933,34.182483
-77.790105,34.207475
-77.790105,34.207475
-77.796917,34.20835
-77.792251,34.212053
-77.78722,34.21365
-77.65411,34.3513
-77.65446,34.35151
-77.6539,34.35159
-77.633378,34.355675
-77.625961,34.372083
-77.625961,34.372083
-77.33935,34.528998
-76.675,34.695
-76.675,34.695
-76.675,34.695
-76.67573,34.69685
-76.667422,34.702748
-76.667422,34.702748
-76.678333,34.705
-76.5211,34.70845
-76.684931,34.714884
-76.684931,34.714884
-76.684931,34.714884
-76.684931,34.714884
-76.684931,34.714884
-76.684931,34.714884
-76.684931,34.714884
-76.684931,34.715166
-76.753893,34.721967
-4.71159,36.48906
-4.05539,36.74806
-4.06291,36.74944
-7.372,37.175
-122.256989,37.804061
-27.946472,38.454903
0.23,38.75
0.23,38.75
-75.119233,38.785122
-74.182578,39.809844
-74.19044,39.810004
-74.202662,39.810965
-74.089271,39.834254
