Predictor variable,Categorical,Sample average
e03.NIT.max,false,4.1719314274586585
e04.NIT.min,false,0.4658198538086443
e05.PHO.max,false,0.7539468332492176
e06.PHO.min,false,0.3546840946104176
e07.SAL.me,false,30.840915058551612
e08.SST.max,false,17.96888498966748
e09.SST.min,false,9.037451894537917
