Predictor variable,Categorical,Sample average
e03.NIT.max,false,3.6962876289183386
e04.NIT.min,false,0.4022969803050666
e05.PHO.max,false,0.497856279600441
e06.PHO.min,false,0.2004675397908692
e07.SAL.me,false,33.001639168406406
e08.SST.max,false,21.958366407809923
e09.SST.min,false,10.745209364518718
