X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
147.25,-43.116667,train,1.7581776867233776E-4,16.38037348795517,0.37553457303713333
147.27,-43.11,train,1.7581776867233776E-4,16.38037348795517,0.37553457303713333
147.27,-43.11,train,1.7581776867233776E-4,16.38037348795517,0.37553457303713333
147.27,-43.11,train,1.7581776867233776E-4,16.38037348795517,0.37553457303713333
147.316667,-43.05,train,1.824371052885463E-4,17.26824966607083,0.38650712170346246
147.316667,-43.05,train,1.824371052885463E-4,17.26824966607083,0.38650712170346246
147.283333,-43.016667,train,1.824371052885463E-4,17.26824966607083,0.38650712170346246
147.283333,-43.016667,train,1.824371052885463E-4,17.26824966607083,0.38650712170346246
174.85,-41.066667,train,2.0621099468018684E-4,19.76029278578113,0.4243501557718994
174.85,-41.066667,train,2.0621099468018684E-4,19.76029278578113,0.4243501557718994
145.29551,-38.270912,train,4.4694691999482965E-4,43.20672890486221,0.6978926872465663
145.29551,-38.270912,train,4.4694691999482965E-4,43.20672890486221,0.6978926872465663
145.29551,-38.270912,train,4.4694691999482965E-4,43.20672890486221,0.6978926872465663
144.663889,-38.263056,train,4.2416214084742065E-4,39.695712860893416,0.6788839970417994
144.99567,-37.91443,train,4.968362101905789E-4,48.73861396176802,0.7356766164950468
144.906,-37.872,train,4.98168658287036E-4,48.904618437306084,0.7366181583665329
174.684444,-37.679444,train,2.753611840606069E-4,25.640859419270463,0.5216667058074252
149.71,-37.61,train,2.392740470117942E-4,23.274378966313314,0.4731304009644509
176.033333,-37.6,train,2.2410530208838637E-4,21.850115303739376,0.45128639201741727
149.78,-37.52,train,2.2942153035749913E-4,22.33752610826492,0.459043320679544
149.78,-37.52,train,2.2942153035749913E-4,22.33752610826492,0.459043320679544
139.848404,-37.32882,train,2.1551461672170448E-4,21.00664328745852,0.43851590719998756
174.503889,-37.0475,train,2.8618145677391756E-4,26.714253016313272,0.5353288840123419
174.614111,-37.045889,train,2.793104659582844E-4,26.04083931738604,0.5266991907884908
174.614111,-37.045889,train,2.793104659582844E-4,26.04083931738604,0.5266991907884908
174.614111,-37.045889,train,2.793104659582844E-4,26.04083931738604,0.5266991907884908
174.575833,-37.044722,train,2.8618145677391756E-4,26.714253016313272,0.5353288840123419
174.627222,-37.036667,train,2.793104659582844E-4,26.04083931738604,0.5266991907884908
174.580556,-37.011389,train,2.8618145677391756E-4,26.714253016313272,0.5353288840123419
174.603611,-36.998806,train,2.653815815508701E-4,24.98343444807173,0.5087101741775552
175.246389,-36.958889,train,1.4312478083713243E-4,11.831368660638496,0.3183942699539225
174.435694,-36.885806,train,2.9754820697692406E-4,27.994917482549916,0.5492609940044353
174.933333,-36.883333,train,1.3707167997250994E-4,11.205834181301606,0.30725480210877065
174.979167,-36.8775,train,1.3707167997250994E-4,11.205834181301606,0.30725480210877065
