species,longitude,latitude
undaria_pinnatifida,138.566667,38.05
undaria_pinnatifida,138.566667,38.05
undaria_pinnatifida,138.566667,38.05
undaria_pinnatifida,138.6,38.1
undaria_pinnatifida,141.05795,38.28227
undaria_pinnatifida,140.952682,41.929698
undaria_pinnatifida,-8.825,42.523611
undaria_pinnatifida,-8.825,42.523611
undaria_pinnatifida,-8.825,42.523611
undaria_pinnatifida,-8.93999958,42.54000092
undaria_pinnatifida,-8.93999958,42.54000092
undaria_pinnatifida,-8.93999958,42.54000092
undaria_pinnatifida,-8.94,42.540001
undaria_pinnatifida,-8.94,42.540001
undaria_pinnatifida,-8.94,42.540001
undaria_pinnatifida,130.890228,42.569923
undaria_pinnatifida,130.890228,42.569923
undaria_pinnatifida,140.632,42.582
undaria_pinnatifida,3.029999971,42.86999893
undaria_pinnatifida,3.03,42.869999
undaria_pinnatifida,131.968262,43.117677
undaria_pinnatifida,140.99368,43.19712
undaria_pinnatifida,140.866667,43.2
undaria_pinnatifida,-5.67,43.540001
undaria_pinnatifida,-5.67,43.540001
undaria_pinnatifida,-5.67,43.540001
undaria_pinnatifida,-6.15,43.560001
undaria_pinnatifida,-6.15,43.560001
undaria_pinnatifida,-6.15,43.560001
undaria_pinnatifida,12.326667,45.438611
undaria_pinnatifida,12.326667,45.438611
undaria_pinnatifida,12.326667,45.438611
undaria_pinnatifida,12.35,45.44
undaria_pinnatifida,-1.83,48.5
undaria_pinnatifida,1.310563,51.118228
undaria_pinnatifida,1.310378,51.11844
undaria_pinnatifida,0.91371,51.208542
undaria_pinnatifida,1.422161,51.329551
undaria_pinnatifida,1.422161,51.329551
undaria_pinnatifida,1.422161,51.329551
undaria_pinnatifida,1.419523,51.331337
undaria_pinnatifida,0.89213,51.77462
