species,longitude,latitude
sargassum_muticum,-125.12,48.86
sargassum_muticum,-125.12,48.85
sargassum_muticum,-125.12,48.84
sargassum_muticum,-125.12,48.83
sargassum_muticum,-125.12,48.79
sargassum_muticum,-125.11,48.86
sargassum_muticum,-125.11,48.86
sargassum_muticum,-125.11,48.85
sargassum_muticum,-125.1,50.2
sargassum_muticum,-125.1,49.9
sargassum_muticum,-125.1,48.8
sargassum_muticum,-125.09,48.88
sargassum_muticum,-125.09,48.88
sargassum_muticum,-125.08,48.91
sargassum_muticum,-124.943333,49.663056
sargassum_muticum,-124.93,49.65
sargassum_muticum,-124.93,49.65
sargassum_muticum,-124.93,49.65
sargassum_muticum,-124.93,49.65
sargassum_muticum,-124.92,49.66
sargassum_muticum,-124.84,50.09
sargassum_muticum,-124.84,50.09
sargassum_muticum,-124.8,49.5
sargassum_muticum,-124.79,50.06
sargassum_muticum,-124.733269,48.165908
sargassum_muticum,-124.733269,48.165908
sargassum_muticum,-124.689197,48.319755
sargassum_muticum,-124.6,49.51
sargassum_muticum,-124.6,49.51
sargassum_muticum,-124.551572,47.845439
sargassum_muticum,-124.52,49.83
sargassum_muticum,-124.457159,48.535195
sargassum_muticum,-124.457159,48.535195
sargassum_muticum,-124.45,48.53
sargassum_muticum,-124.436633,43.114334
sargassum_muticum,-124.436633,43.114334
sargassum_muticum,-124.416667,48.55
sargassum_muticum,-124.401354,43.312682
sargassum_muticum,-124.4,49.52
sargassum_muticum,-124.4,49.52
sargassum_muticum,-124.4,43.3
sargassum_muticum,-124.398665,43.309443
sargassum_muticum,-124.398665,43.309443
sargassum_muticum,-124.374799,43.340032
sargassum_muticum,-124.37337,47.600082
sargassum_muticum,-124.3561,49.3456
sargassum_muticum,-124.345674,43.354741
sargassum_muticum,-124.345196,43.352237
sargassum_muticum,-124.345196,43.352237
sargassum_muticum,-124.345196,43.352237
sargassum_muticum,-124.343045,43.348042
sargassum_muticum,-124.3318361,43.3503111
sargassum_muticum,-124.331836,43.350311
sargassum_muticum,-124.330117,43.340111
sargassum_muticum,-124.330117,43.340111
sargassum_muticum,-124.323251,43.344855
sargassum_muticum,-124.320254,43.313862
sargassum_muticum,-124.320254,43.313862
sargassum_muticum,-124.320254,43.313862
sargassum_muticum,-124.319143,43.322291
sargassum_muticum,-124.31457,43.352393
sargassum_muticum,-124.31457,43.352393
sargassum_muticum,-124.31457,43.352393
sargassum_muticum,-124.31457,43.352393
sargassum_muticum,-124.31457,43.352393
sargassum_muticum,-124.31457,43.352393
sargassum_muticum,-124.31457,43.352393
sargassum_muticum,-124.29,49.45
sargassum_muticum,-124.286993,40.325413
sargassum_muticum,-124.255148,41.781716
sargassum_muticum,-124.255148,41.781716
sargassum_muticum,-124.250967,41.775142
sargassum_muticum,-124.243875,40.743128
sargassum_muticum,-124.2426,40.719514
sargassum_muticum,-124.24002,41.767398
sargassum_muticum,-124.24002,41.767398
sargassum_muticum,-124.231386,41.7645
sargassum_muticum,-124.230915,41.765115
sargassum_muticum,-124.230915,41.765115
sargassum_muticum,-124.230915,41.765115
sargassum_muticum,-124.230915,41.765115
sargassum_muticum,-124.220864,40.760556
sargassum_muticum,-124.21,49.8
sargassum_muticum,-124.21,49.77
sargassum_muticum,-124.21,49.77
sargassum_muticum,-124.21,49.77
sargassum_muticum,-124.21,49.77
sargassum_muticum,-124.21,49.77
sargassum_muticum,-124.21,49.77
sargassum_muticum,-124.21,49.77
sargassum_muticum,-124.21,49.77
sargassum_muticum,-124.21,49.77
sargassum_muticum,-124.21,49.77
sargassum_muticum,-124.21,49.77
sargassum_muticum,-124.21,49.77
sargassum_muticum,-124.21,49.77
sargassum_muticum,-124.21,49.74
sargassum_muticum,-124.21,49.73
sargassum_muticum,-124.2033,41.743778
sargassum_muticum,-124.2033,41.743778
sargassum_muticum,-124.201747,41.755948
sargassum_muticum,-124.201747,41.755947
sargassum_muticum,-124.201747,41.755947
sargassum_muticum,-124.201747,41.755947
sargassum_muticum,-124.201747,41.755947
sargassum_muticum,-124.201747,41.755947
sargassum_muticum,-124.2,48.3
sargassum_muticum,-124.2,48.3
sargassum_muticum,-124.186452,40.818737
sargassum_muticum,-124.186452,40.818737
sargassum_muticum,-124.16146,41.135957
sargassum_muticum,-124.14246,41.057204
sargassum_muticum,-124.14,49.7
sargassum_muticum,-124.14,49.7
sargassum_muticum,-124.120436,41.040153
sargassum_muticum,-124.11512,44.287065
sargassum_muticum,-124.114286,44.27762
sargassum_muticum,-124.114286,44.27762
sargassum_muticum,-124.111752,44.253903
sargassum_muticum,-124.081313,44.67475
sargassum_muticum,-124.081313,44.67475
sargassum_muticum,-124.07514,44.611049
sargassum_muticum,-124.07514,44.611049
sargassum_muticum,-124.07514,44.611049
sargassum_muticum,-124.07514,44.611049
sargassum_muticum,-124.07514,44.611049
sargassum_muticum,-124.07514,44.611049
sargassum_muticum,-124.074496,44.611568
sargassum_muticum,-124.059028,44.62422
sargassum_muticum,-124.059028,44.62422
sargassum_muticum,-124.059028,44.62422
sargassum_muticum,-124.056978,44.625728
sargassum_muticum,-124.054736,44.627396
sargassum_muticum,-124.04727,44.624934
sargassum_muticum,-124.04727,44.624934
sargassum_muticum,-124.04727,44.624934
sargassum_muticum,-124.043846,44.621772
sargassum_muticum,-124.04212,44.617053
sargassum_muticum,-124.030503,46.499437
sargassum_muticum,-124.029246,44.613674
sargassum_muticum,-124.028183,44.613734
sargassum_muticum,-124.027555,44.615489
sargassum_muticum,-124.022062,44.607668
sargassum_muticum,-124.017314,44.584743
sargassum_muticum,-124,49.2
sargassum_muticum,-123.998933,46.559618
sargassum_muticum,-123.992044,45.338099
sargassum_muticum,-123.968425,45.802739
sargassum_muticum,-123.968425,45.8027389
sargassum_muticum,-123.9654,49.2002
sargassum_muticum,-123.945681,45.402325
sargassum_muticum,-123.92,49.67
sargassum_muticum,-123.92,49.67
sargassum_muticum,-123.9,49.8
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.17
sargassum_muticum,-123.8,49.1
sargassum_muticum,-123.8,49.1
sargassum_muticum,-123.8,49.1
sargassum_muticum,-123.8,49.1
sargassum_muticum,-123.8,49.1
sargassum_muticum,-123.8,49.1
sargassum_muticum,-123.8,49.1
sargassum_muticum,-123.8,49.1
sargassum_muticum,-123.756685,48.366468
sargassum_muticum,-123.7342083,48.3539083
sargassum_muticum,-123.734208,48.353908
sargassum_muticum,-123.7,49.2
sargassum_muticum,-123.7,49.1
sargassum_muticum,-123.7,49.1
sargassum_muticum,-123.7,48.4
sargassum_muticum,-123.7,48.4
sargassum_muticum,-123.7,48.4
sargassum_muticum,-123.7,48.4
sargassum_muticum,-123.7,48.4
sargassum_muticum,-123.7,48.4
sargassum_muticum,-123.7,48.4
sargassum_muticum,-123.7,48.4
sargassum_muticum,-123.674039,49.146586
sargassum_muticum,-123.674039,49.146586
sargassum_muticum,-123.67,49.15
sargassum_muticum,-123.66,49.14
sargassum_muticum,-123.65,49.08
sargassum_muticum,-123.65,49.08
sargassum_muticum,-123.65,48.39
sargassum_muticum,-123.65,48.39
sargassum_muticum,-123.6,49.3
sargassum_muticum,-123.6,48.9
sargassum_muticum,-123.6,48.9
sargassum_muticum,-123.54,48.5
sargassum_muticum,-123.5,48.9
sargassum_muticum,-123.5,48.6
sargassum_muticum,-123.47,48.94
sargassum_muticum,-123.4,48.7
sargassum_muticum,-123.4,48.4
sargassum_muticum,-123.393,48.648
sargassum_muticum,-123.31,48.49
sargassum_muticum,-123.3,49.4
sargassum_muticum,-123.2,49.5
sargassum_muticum,-123.2,49.3
sargassum_muticum,-123.16421,48.572786
sargassum_muticum,-123.148627,48.511049
sargassum_muticum,-123.148627,48.511049
sargassum_muticum,-123.135,49.308333
sargassum_muticum,-123.135,49.308333
sargassum_muticum,-123.12,49.25
sargassum_muticum,-123.12,49.25
sargassum_muticum,-123.12,49.25
sargassum_muticum,-123.12,49.25
sargassum_muticum,-123.12,49.25
sargassum_muticum,-123.12,49.25
sargassum_muticum,-123.12,49.25
sargassum_muticum,-123.12,49.25
sargassum_muticum,-123.12,49.25
sargassum_muticum,-123.12,49.25
sargassum_muticum,-123.118601,49.299035
sargassum_muticum,-123.11667,49.25
sargassum_muticum,-123.116667,49.3
sargassum_muticum,-123.1,49.3
sargassum_muticum,-123.1,49.3
sargassum_muticum,-123.1,48.6
sargassum_muticum,-123.1,48.6
sargassum_muticum,-123.1,48.3
sargassum_muticum,-123.097183,48.612733
sargassum_muticum,-123.097183,48.612733
sargassum_muticum,-123.08,49.02
sargassum_muticum,-123.08,49.02
sargassum_muticum,-123.08,49.02
sargassum_muticum,-123.076403,48.530475
sargassum_muticum,-123.076403,48.528201
sargassum_muticum,-123.076403,48.528201
sargassum_muticum,-123.076403,48.528201
sargassum_muticum,-123.067005,48.481484
sargassum_muticum,-123.067005,48.481484
sargassum_muticum,-123.059878,48.478953
sargassum_muticum,-123.017,48.5167
sargassum_muticum,-123.017,48.5167
sargassum_muticum,-123.01667,48.51667
sargassum_muticum,-123.01667,48.51667
sargassum_muticum,-123.016667,48.516667
sargassum_muticum,-123.016667,48.516667
sargassum_muticum,-123.016667,48.516667
sargassum_muticum,-123.016667,48.516667
sargassum_muticum,-123.016667,48.516667
sargassum_muticum,-123.016667,48.516667
sargassum_muticum,-123.016667,48.516667
sargassum_muticum,-123.016667,48.516667
sargassum_muticum,-123.016667,48.516667
sargassum_muticum,-123.016667,48.516667
sargassum_muticum,-123.016667,48.516667
sargassum_muticum,-123.0166667,48.5166667
sargassum_muticum,-123.01562,48.545404
sargassum_muticum,-123.01562,48.545404
sargassum_muticum,-123.01333,48.52028
sargassum_muticum,-123.01333,48.52028
sargassum_muticum,-123.01333,48.52028
sargassum_muticum,-123.012919,48.546352
sargassum_muticum,-123.012916,48.54516
sargassum_muticum,-123.012661,48.54637
sargassum_muticum,-123.012626,48.545529
sargassum_muticum,-123.012626,48.545529
sargassum_muticum,-123.0125,48.52013
sargassum_muticum,-123.012253,48.545159
sargassum_muticum,-123.011264,48.546251
sargassum_muticum,-123.010216,48.546721
sargassum_muticum,-123.010216,48.546721
sargassum_muticum,-123.010216,48.546721
sargassum_muticum,-123.010216,48.546721
sargassum_muticum,-123.01,48.31
sargassum_muticum,-123.007168,48.535971
sargassum_muticum,-123.006824,48.547478
sargassum_muticum,-123.006783,48.519717
sargassum_muticum,-123.00522,48.536892
sargassum_muticum,-123.003675,48.537233
sargassum_muticum,-123.003675,48.537233
sargassum_muticum,-123.003445,48.541955
sargassum_muticum,-123.003246,48.538086
sargassum_muticum,-123.003246,48.537802
sargassum_muticum,-123.002905,48.535665
sargassum_muticum,-123.002731,48.538995
sargassum_muticum,-123.000817,48.538737
sargassum_muticum,-123.0000001,45.00000005
sargassum_muticum,-123,48.5
sargassum_muticum,-123,48.5
sargassum_muticum,-123,48.5
sargassum_muticum,-123,45
sargassum_muticum,-122.999187,48.536578
sargassum_muticum,-122.995341,48.456402
sargassum_muticum,-122.995341,48.456402
sargassum_muticum,-122.987587,48.561301
sargassum_muticum,-122.98278,48.56149
sargassum_muticum,-122.975764,48.624904
sargassum_muticum,-122.975764,48.624904
sargassum_muticum,-122.975733,48.46121
sargassum_muticum,-122.974346,48.5276
sargassum_muticum,-122.973602,48.581742
sargassum_muticum,-122.973602,48.581742
sargassum_muticum,-122.97306,48.52778
sargassum_muticum,-122.964417,48.450788
sargassum_muticum,-122.964417,48.450788
sargassum_muticum,-122.957835,48.627695
sargassum_muticum,-122.957835,48.627695
sargassum_muticum,-122.940756,47.185397
sargassum_muticum,-122.940756,47.185397
sargassum_muticum,-122.939866,47.185096
sargassum_muticum,-122.939866,47.185096
sargassum_muticum,-122.939866,47.185096
sargassum_muticum,-122.926013,48.558157
sargassum_muticum,-122.922998,47.645902
sargassum_muticum,-122.904801,48.695872
sargassum_muticum,-122.903428,48.690087
sargassum_muticum,-122.903428,48.690087
sargassum_muticum,-122.897801,48.676435
sargassum_muticum,-122.897801,48.676435
sargassum_muticum,-122.89,49.07
sargassum_muticum,-122.882828,48.668898
sargassum_muticum,-122.858521,47.793818
sargassum_muticum,-122.85,49.28
sargassum_muticum,-122.85,49.28
sargassum_muticum,-122.82361,48.744877
sargassum_muticum,-122.8,49
sargassum_muticum,-122.8,49
sargassum_muticum,-122.8,49
sargassum_muticum,-122.8,49
sargassum_muticum,-122.8,49
sargassum_muticum,-122.8,49
sargassum_muticum,-122.79,48.89
sargassum_muticum,-122.778439,48.700447
sargassum_muticum,-122.745038,48.264905
sargassum_muticum,-122.711062,47.237724
sargassum_muticum,-122.678051,48.686034
sargassum_muticum,-122.678051,48.686034
sargassum_muticum,-122.60139,47.17
sargassum_muticum,-122.563435,47.238589
sargassum_muticum,-122.548245,47.576611
sargassum_muticum,-122.54111,47.64306
sargassum_muticum,-122.540817,47.645962
sargassum_muticum,-122.533836,47.647879
sargassum_muticum,-122.52,37.55
sargassum_muticum,-122.50694,47.59556
sargassum_muticum,-122.5,48.75
sargassum_muticum,-122.5,48.75
sargassum_muticum,-122.495666,48.654029
sargassum_muticum,-122.48374,47.482042
sargassum_muticum,-122.47903,47.583708
sargassum_muticum,-122.474041,48.657634
sargassum_muticum,-122.474041,48.657634
sargassum_muticum,-122.473397,48.658328
sargassum_muticum,-122.473397,48.658328
sargassum_muticum,-122.439727,37.807174
sargassum_muticum,-122.418313,47.660689
sargassum_muticum,-122.407007,47.690699
sargassum_muticum,-122.405686,47.693986
sargassum_muticum,-122.404647,47.691297
sargassum_muticum,-122.403789,47.692952
sargassum_muticum,-122.403713,47.691989
sargassum_muticum,-122.401795,48.004672
sargassum_muticum,-122.385685,37.784124
sargassum_muticum,-122.385685,37.784124
sargassum_muticum,-122.385685,37.784124
sargassum_muticum,-122.385685,37.784124
sargassum_muticum,-120.248923,34.468299
sargassum_muticum,-120.248923,34.468299
sargassum_muticum,-119.686,34.0206
sargassum_muticum,-119.686,34.0206
sargassum_muticum,-119.635337,34.416557
sargassum_muticum,-119.635337,34.416557
sargassum_muticum,-119.610153,34.023369
sargassum_muticum,-119.6101528,34.0233694
sargassum_muticum,-119.525481,34.3938
sargassum_muticum,-119.499444,33.249444
sargassum_muticum,-119.38706,34.006671
sargassum_muticum,-119.38706,34.006671
sargassum_muticum,-119.258211,34.245261
sargassum_muticum,-118.573,32.9719
sargassum_muticum,-118.573,32.9719
sargassum_muticum,-118.555011,33.369105
sargassum_muticum,-118.551,33.0017
sargassum_muticum,-118.551,33.0017
sargassum_muticum,-118.551,33.0017
sargassum_muticum,-118.551,33.0017
sargassum_muticum,-118.511,33.4278
sargassum_muticum,-118.506469,33.425305
sargassum_muticum,-118.506469,33.425305
sargassum_muticum,-118.493256,33.446661
sargassum_muticum,-118.493256,33.446661
sargassum_muticum,-118.485503,33.445162
sargassum_muticum,-118.441457,33.394062
sargassum_muticum,-118.425074,33.770016
sargassum_muticum,-118.424721,33.770229
sargassum_muticum,-118.416667,33.383333
sargassum_muticum,-118.416667,33.383333
sargassum_muticum,-118.416667,33.383333
sargassum_muticum,-118.416667,33.383333
sargassum_muticum,-118.416667,33.383333
sargassum_muticum,-118.327,33.7197
sargassum_muticum,-118.327,33.7197
sargassum_muticum,-118.327,33.7197
sargassum_muticum,-118.327,33.7197
sargassum_muticum,-118.327,33.7197
sargassum_muticum,-118.308453,28.977586
sargassum_muticum,-118.308358,28.9775
sargassum_muticum,-118.308308,28.977417
sargassum_muticum,-118.308089,28.977131
sargassum_muticum,-118.298064,28.970344
sargassum_muticum,-118.26968,29.171511
sargassum_muticum,-118.269672,29.171447
sargassum_muticum,-118.18833,33.76694
sargassum_muticum,-118.12,33.715
sargassum_muticum,-118.12,33.715
sargassum_muticum,-118.12,33.715
sargassum_muticum,-118.12,33.715
sargassum_muticum,-118.12,33.715
sargassum_muticum,-117.873611,33.591389
sargassum_muticum,-117.865,33.5872
sargassum_muticum,-117.865,33.5872
sargassum_muticum,-117.753247,33.510589
sargassum_muticum,-117.753198,33.508989
sargassum_muticum,-117.72,49.08
sargassum_muticum,-117.713,33.4597
sargassum_muticum,-117.713,33.4597
sargassum_muticum,-117.713,33.4597
sargassum_muticum,-117.7,49.1
sargassum_muticum,-117.7,49.1
sargassum_muticum,-117.283113,32.836142
sargassum_muticum,-117.283113,32.836142
sargassum_muticum,-117.274283,32.81446
sargassum_muticum,-117.274283,32.81446
sargassum_muticum,-117.274283,32.81446
sargassum_muticum,-117.274283,32.81446
sargassum_muticum,-117.274283,32.81446
sargassum_muticum,-117.274283,32.81446
sargassum_muticum,-117.27333,32.84722
sargassum_muticum,-117.273174,32.870053
sargassum_muticum,-117.271148,32.991155
sargassum_muticum,-117.271148,32.991155
sargassum_muticum,-117.271101,32.809726
sargassum_muticum,-117.26818,32.812583
sargassum_muticum,-117.26818,32.812583
sargassum_muticum,-117.266667,32.416667
sargassum_muticum,-117.266667,32.416667
sargassum_muticum,-117.252259,32.782549
sargassum_muticum,-117.252259,32.782549
sargassum_muticum,-117.252037,32.874797
sargassum_muticum,-117.252037,32.874797
sargassum_muticum,-117.249514,32.796959
sargassum_muticum,-117.23333,32.779167
sargassum_muticum,-117.227794,32.713044
sargassum_muticum,-117.227794,32.713044
sargassum_muticum,-117.227794,32.713044
sargassum_muticum,-117.179859,32.678877
sargassum_muticum,-117.179859,32.678877
sargassum_muticum,-117.14278,32.63633
sargassum_muticum,-117.121944,32.495278
sargassum_muticum,-117.0875,32.395
sargassum_muticum,-117.048967,32.315849
sargassum_muticum,-117.048967,32.297824
sargassum_muticum,-117.020714,32.267464
sargassum_muticum,-116.992342,31.261189
sargassum_muticum,-116.948694,32.247472
sargassum_muticum,-116.948694,32.247472
sargassum_muticum,-116.948694,32.247472
sargassum_muticum,-116.948694,32.247472
sargassum_muticum,-116.948694,32.247472
sargassum_muticum,-116.948694,32.247472
sargassum_muticum,-116.948694,32.247472
sargassum_muticum,-116.948694,32.247472
sargassum_muticum,-116.948056,32.246389
sargassum_muticum,-116.948056,32.246389
sargassum_muticum,-116.948056,32.246389
sargassum_muticum,-116.948056,32.246389
sargassum_muticum,-116.948056,32.246389
sargassum_muticum,-116.948056,32.246389
sargassum_muticum,-116.948056,32.246389
sargassum_muticum,-116.931572,32.237411
sargassum_muticum,-116.911428,32.181544
sargassum_muticum,-116.898056,32.155
sargassum_muticum,-116.881944,32.027222
sargassum_muticum,-116.878333,32.054186
sargassum_muticum,-116.85405,31.990536
sargassum_muticum,-116.85405,31.990536
sargassum_muticum,-116.85405,31.990536
sargassum_muticum,-116.790278,31.791667
sargassum_muticum,-116.790278,31.791667
sargassum_muticum,-116.790278,31.791667
sargassum_muticum,-116.788342,31.803586
sargassum_muticum,-116.788006,31.804494
sargassum_muticum,-116.788006,31.804494
sargassum_muticum,-116.787339,31.801522
sargassum_muticum,-116.787339,31.801522
sargassum_muticum,-116.744445,31.743801
sargassum_muticum,-116.744445,31.743801
sargassum_muticum,-116.7208,31.723639
sargassum_muticum,-116.7208,31.723639
sargassum_muticum,-116.7208,31.723639
sargassum_muticum,-116.698731,31.893981
sargassum_muticum,-116.698731,31.893981
sargassum_muticum,-116.698628,31.733175
sargassum_muticum,-116.698628,31.733175
sargassum_muticum,-116.698628,31.733175
sargassum_muticum,-116.698628,31.733175
sargassum_muticum,-116.698611,31.732778
sargassum_muticum,-116.698611,31.732778
sargassum_muticum,-116.698611,31.732778
sargassum_muticum,-116.698611,31.732778
sargassum_muticum,-116.68425,31.702667
sargassum_muticum,-116.68425,31.702667
sargassum_muticum,-116.68425,31.702667
sargassum_muticum,-116.68425,31.702667
sargassum_muticum,-116.681667,31.705
sargassum_muticum,-116.681667,31.705
sargassum_muticum,-116.680833,31.551389
sargassum_muticum,-116.680833,31.551389
sargassum_muticum,-116.680833,31.551389
sargassum_muticum,-116.680833,31.551389
sargassum_muticum,-116.680833,31.551389
sargassum_muticum,-116.680553,31.551206
sargassum_muticum,-116.680553,31.551206
sargassum_muticum,-116.680553,31.551206
sargassum_muticum,-116.680553,31.551206
sargassum_muticum,-116.677222,31.868889
sargassum_muticum,-116.676406,31.693611
sargassum_muticum,-116.676406,31.693611
sargassum_muticum,-116.676406,31.693611
sargassum_muticum,-116.668397,31.861511
sargassum_muticum,-116.668397,31.861511
sargassum_muticum,-116.668397,31.861511
sargassum_muticum,-116.668397,31.861511
sargassum_muticum,-116.668397,31.861511
sargassum_muticum,-116.668397,31.861511
sargassum_muticum,-116.665556,31.859722
sargassum_muticum,-116.665556,31.859722
sargassum_muticum,-116.665556,31.859722
sargassum_muticum,-116.665556,31.859722
sargassum_muticum,-116.665556,31.859722
sargassum_muticum,-116.6625,31.863611
sargassum_muticum,-116.6625,31.863611
sargassum_muticum,-116.6625,31.863611
sargassum_muticum,-116.658736,31.863011
sargassum_muticum,-116.639469,31.859558
sargassum_muticum,-116.637812,31.745175
sargassum_muticum,-116.625,31.875
sargassum_muticum,-116.625,31.875
sargassum_muticum,-116.611389,31.774722
sargassum_muticum,-116.611389,31.774722
sargassum_muticum,-116.611389,31.774722
sargassum_muticum,-116.611389,31.774722
sargassum_muticum,-116.611389,31.774722
sargassum_muticum,-116.611389,31.774722
sargassum_muticum,-116.611389,31.774722
sargassum_muticum,-116.545556,31.445556
sargassum_muticum,-116.453733,31.329381
sargassum_muticum,-116.436931,31.321092
sargassum_muticum,-116.436931,31.321092
sargassum_muticum,-116.435833,31.319167
sargassum_muticum,-116.435833,31.319167
sargassum_muticum,-116.435833,31.319167
sargassum_muticum,-116.435833,31.319167
sargassum_muticum,-116.416784,31.293069
sargassum_muticum,-116.416784,31.293069
sargassum_muticum,-116.416375,31.292714
sargassum_muticum,-116.416375,31.292714
sargassum_muticum,-116.416375,31.292714
sargassum_muticum,-116.416375,31.292714
sargassum_muticum,-116.416375,31.292714
sargassum_muticum,-116.416375,31.292714
sargassum_muticum,-116.416375,31.292714
sargassum_muticum,-116.319722,30.955278
sargassum_muticum,-116.033333,30.45
sargassum_muticum,-116.031417,30.436469
sargassum_muticum,-115.916667,30.366667
sargassum_muticum,-115.916667,30.366667
sargassum_muticum,-115.916667,30.366667
sargassum_muticum,-115.916667,30.366667
sargassum_muticum,-115.916667,30.366667
