longitude,latitude
-125.183717,48.813872
-125.18,48.84
-125.17,48.87
-125.16,48.87
-125.16,48.86
-125.16,48.82
-125.15,48.833333
-125.15,48.83
-125.14,48.88
-125.14,48.84
-125.14,48.82
-125.13,48.9
-125.13,48.84
-125.13,48.84
-125.13,48.84
-125.13,48.84
-125.12,48.9
-125.12,48.88
-125.12,48.86
-125.12,48.85
-125.12,48.84
-125.12,48.83
-125.12,48.79
-125.11,48.86
-125.11,48.86
-125.11,48.85
-125.1,50.2
-125.1,49.9
-125.1,48.8
-125.09,48.88
-125.09,48.88
-125.08,48.91
-124.943333,49.663056
-124.93,49.65
-124.93,49.65
-124.93,49.65
-124.93,49.65
-124.92,49.66
-124.84,50.09
-124.84,50.09
-124.8,49.5
-124.79,50.06
-124.733269,48.165908
-124.733269,48.165908
-124.689197,48.319755
-124.6,49.51
-124.6,49.51
-124.551572,47.845439
-124.52,49.83
-124.457159,48.535195
-124.457159,48.535195
-124.45,48.53
-124.436633,43.114334
-124.436633,43.114334
-124.416667,48.55
-124.401354,43.312682
-124.4,49.52
-124.4,49.52
-124.4,43.3
-124.398665,43.309443
-124.398665,43.309443
-124.374799,43.340032
-124.37337,47.600082
-124.3561,49.3456
-124.345674,43.354741
-124.345196,43.352237
-124.345196,43.352237
-124.345196,43.352237
-124.343045,43.348042
-124.3318361,43.3503111
-124.331836,43.350311
-124.330117,43.340111
-124.330117,43.340111
-124.323251,43.344855
-124.320254,43.313862
-124.320254,43.313862
-124.320254,43.313862
-124.319143,43.322291
-124.31457,43.352393
-124.31457,43.352393
-124.31457,43.352393
-124.31457,43.352393
-124.31457,43.352393
-124.31457,43.352393
-124.31457,43.352393
-124.29,49.45
-124.286993,40.325413
-124.255148,41.781716
-124.255148,41.781716
-124.250967,41.775142
-124.243875,40.743128
-124.2426,40.719514
-124.24002,41.767398
-124.24002,41.767398
-124.231386,41.7645
-124.230915,41.765115
-124.230915,41.765115
-124.230915,41.765115
-124.230915,41.765115
-124.220864,40.760556
-124.21,49.8
-124.21,49.77
-124.21,49.77
-124.21,49.77
-124.21,49.77
-124.21,49.77
-124.21,49.77
-124.21,49.77
-124.21,49.77
-124.21,49.77
-124.21,49.77
-124.21,49.77
-124.21,49.77
-124.21,49.77
-124.21,49.74
-124.21,49.73
-124.2033,41.743778
-124.2033,41.743778
-124.201747,41.755948
-124.201747,41.755947
-124.201747,41.755947
-124.201747,41.755947
-124.201747,41.755947
-124.201747,41.755947
-124.2,48.3
-124.2,48.3
-124.186452,40.818737
-124.186452,40.818737
-124.16146,41.135957
-124.14246,41.057204
-124.14,49.7
-124.14,49.7
-124.120436,41.040153
-124.11512,44.287065
-124.114286,44.27762
-124.114286,44.27762
-124.111752,44.253903
-124.081313,44.67475
-124.081313,44.67475
-124.07514,44.611049
-124.07514,44.611049
-124.07514,44.611049
-124.07514,44.611049
-124.07514,44.611049
-124.07514,44.611049
-124.074496,44.611568
-124.059028,44.62422
-124.059028,44.62422
-124.059028,44.62422
-124.056978,44.625728
-124.054736,44.627396
-124.04727,44.624934
-124.04727,44.624934
-124.04727,44.624934
-124.043846,44.621772
-124.04212,44.617053
-124.030503,46.499437
-124.029246,44.613674
-124.028183,44.613734
-124.027555,44.615489
-124.022062,44.607668
-124.017314,44.584743
-124,49.2
-123.998933,46.559618
-123.992044,45.338099
-123.968425,45.802739
-123.968425,45.8027389
-123.9654,49.2002
-123.945681,45.402325
-123.92,49.67
-123.92,49.67
-123.9,49.8
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.17
-123.8,49.1
-123.8,49.1
-123.8,49.1
-123.8,49.1
-123.8,49.1
-123.8,49.1
-123.8,49.1
-123.8,49.1
-123.756685,48.366468
-123.7342083,48.3539083
-123.734208,48.353908
-123.7,49.2
-123.7,49.1
-123.7,49.1
-123.7,48.4
-123.7,48.4
-123.7,48.4
-123.7,48.4
-123.7,48.4
-123.7,48.4
-123.7,48.4
-123.7,48.4
-123.674039,49.146586
-123.674039,49.146586
-123.67,49.15
-123.66,49.14
-123.65,49.08
-123.65,49.08
-123.65,48.39
-123.65,48.39
-123.6,49.3
-123.6,48.9
-123.6,48.9
-123.54,48.5
-123.5,48.9
-123.5,48.6
-123.47,48.94
-123.4,48.7
-123.4,48.4
-123.393,48.648
-123.31,48.49
-123.3,49.4
-123.2,49.5
-123.2,49.3
-123.16421,48.572786
-123.148627,48.511049
-123.148627,48.511049
-123.135,49.308333
-123.135,49.308333
-123.12,49.25
-123.12,49.25
-123.12,49.25
-123.12,49.25
-123.12,49.25
-123.12,49.25
-123.12,49.25
-123.12,49.25
-123.12,49.25
-123.12,49.25
-123.118601,49.299035
-123.11667,49.25
-123.116667,49.3
-123.1,49.3
-123.1,49.3
-123.1,48.6
-123.1,48.6
-123.1,48.3
-123.097183,48.612733
-123.097183,48.612733
-123.08,49.02
-123.08,49.02
-123.08,49.02
-123.076403,48.530475
-123.076403,48.528201
-123.076403,48.528201
-123.076403,48.528201
-123.067005,48.481484
-123.067005,48.481484
-123.059878,48.478953
-123.017,48.5167
-123.017,48.5167
-123.01667,48.51667
-123.01667,48.51667
-123.016667,48.516667
-123.016667,48.516667
-123.016667,48.516667
-123.016667,48.516667
-123.016667,48.516667
-123.016667,48.516667
-123.016667,48.516667
-123.016667,48.516667
-123.016667,48.516667
-123.016667,48.516667
-123.016667,48.516667
-123.0166667,48.5166667
-123.01562,48.545404
-123.01562,48.545404
-123.01333,48.52028
-123.01333,48.52028
-123.01333,48.52028
-123.012919,48.546352
-123.012916,48.54516
-123.012661,48.54637
-123.012626,48.545529
-123.012626,48.545529
-123.0125,48.52013
-123.012253,48.545159
-123.011264,48.546251
-123.010216,48.546721
-123.010216,48.546721
-123.010216,48.546721
-123.010216,48.546721
-123.01,48.31
-123.007168,48.535971
-123.006824,48.547478
-123.006783,48.519717
-123.00522,48.536892
-123.003675,48.537233
-123.003675,48.537233
-123.003445,48.541955
-123.003246,48.538086
-123.003246,48.537802
-123.002905,48.535665
-123.002731,48.538995
-123.000817,48.538737
-123.0000001,45.00000005
-123,48.5
-123,48.5
-123,48.5
-123,45
-122.999187,48.536578
-122.995341,48.456402
-122.995341,48.456402
-122.987587,48.561301
-122.98278,48.56149
-122.975764,48.624904
-122.975764,48.624904
-122.975733,48.46121
-122.974346,48.5276
-122.973602,48.581742
-122.973602,48.581742
-122.97306,48.52778
-122.964417,48.450788
-122.964417,48.450788
-122.957835,48.627695
-122.957835,48.627695
-122.940756,47.185397
-122.940756,47.185397
-122.939866,47.185096
-122.939866,47.185096
-122.939866,47.185096
-122.926013,48.558157
-122.922998,47.645902
-122.904801,48.695872
-122.903428,48.690087
-122.903428,48.690087
-122.897801,48.676435
-122.897801,48.676435
-122.89,49.07
-122.882828,48.668898
-122.858521,47.793818
-122.85,49.28
-122.85,49.28
-122.82361,48.744877
-122.8,49
-122.8,49
-122.8,49
-122.8,49
-122.8,49
-122.8,49
-122.79,48.89
-122.778439,48.700447
-122.745038,48.264905
-122.711062,47.237724
-122.678051,48.686034
-122.678051,48.686034
-122.60139,47.17
-122.563435,47.238589
-122.548245,47.576611
-122.54111,47.64306
-122.540817,47.645962
-122.533836,47.647879
-122.52,37.55
-122.50694,47.59556
-122.5,48.75
-122.5,48.75
-122.495666,48.654029
-122.48374,47.482042
-122.47903,47.583708
-122.474041,48.657634
-122.474041,48.657634
-122.473397,48.658328
-122.473397,48.658328
-122.439727,37.807174
-122.418313,47.660689
-122.407007,47.690699
-122.405686,47.693986
-122.404647,47.691297
-122.403789,47.692952
-122.403713,47.691989
-122.401795,48.004672
-122.385685,37.784124
-122.385685,37.784124
-122.385685,37.784124
-122.385685,37.784124
-120.248923,34.468299
-120.248923,34.468299
-119.686,34.0206
-119.686,34.0206
-119.635337,34.416557
-119.635337,34.416557
-119.610153,34.023369
-119.6101528,34.0233694
-119.525481,34.3938
-119.499444,33.249444
-119.38706,34.006671
-119.38706,34.006671
-119.258211,34.245261
-118.573,32.9719
-118.573,32.9719
-118.555011,33.369105
-118.551,33.0017
-118.551,33.0017
-118.551,33.0017
-118.551,33.0017
-118.511,33.4278
-118.506469,33.425305
-118.506469,33.425305
-118.493256,33.446661
-118.493256,33.446661
-118.485503,33.445162
-118.441457,33.394062
-118.425074,33.770016
-118.424721,33.770229
-118.416667,33.383333
-118.416667,33.383333
-118.416667,33.383333
-118.416667,33.383333
-118.416667,33.383333
-118.327,33.7197
-118.327,33.7197
-118.327,33.7197
-118.327,33.7197
-118.327,33.7197
-118.308453,28.977586
-118.308358,28.9775
-118.308308,28.977417
-118.308089,28.977131
-118.298064,28.970344
-118.26968,29.171511
-118.269672,29.171447
-118.18833,33.76694
-118.12,33.715
-118.12,33.715
-118.12,33.715
-118.12,33.715
-118.12,33.715
-117.873611,33.591389
-117.865,33.5872
-117.865,33.5872
-117.753247,33.510589
-117.753198,33.508989
-117.72,49.08
-117.713,33.4597
-117.713,33.4597
-117.713,33.4597
-117.7,49.1
-117.7,49.1
-117.283113,32.836142
-117.283113,32.836142
-117.274283,32.81446
-117.274283,32.81446
-117.274283,32.81446
-117.274283,32.81446
-117.274283,32.81446
-117.274283,32.81446
-117.27333,32.84722
-117.273174,32.870053
-117.271148,32.991155
-117.271148,32.991155
-117.271101,32.809726
-117.26818,32.812583
-117.26818,32.812583
-117.266667,32.416667
-117.266667,32.416667
-117.252259,32.782549
-117.252259,32.782549
-117.252037,32.874797
-117.252037,32.874797
-117.249514,32.796959
-117.23333,32.779167
-117.227794,32.713044
-117.227794,32.713044
-117.227794,32.713044
-117.179859,32.678877
-117.179859,32.678877
-117.14278,32.63633
-117.121944,32.495278
-117.0875,32.395
-117.048967,32.315849
-117.048967,32.297824
-117.020714,32.267464
-116.992342,31.261189
-116.948694,32.247472
-116.948694,32.247472
-116.948694,32.247472
-116.948694,32.247472
-116.948694,32.247472
-116.948694,32.247472
-116.948694,32.247472
-116.948694,32.247472
-116.948056,32.246389
-116.948056,32.246389
-116.948056,32.246389
-116.948056,32.246389
-116.948056,32.246389
-116.948056,32.246389
-116.948056,32.246389
-116.931572,32.237411
-116.911428,32.181544
-116.898056,32.155
-116.881944,32.027222
-116.878333,32.054186
-116.85405,31.990536
-116.85405,31.990536
-116.85405,31.990536
-116.790278,31.791667
-116.790278,31.791667
-116.790278,31.791667
-116.788342,31.803586
-116.788006,31.804494
-116.788006,31.804494
-116.787339,31.801522
-116.787339,31.801522
-116.744445,31.743801
-116.744445,31.743801
-116.7208,31.723639
-116.7208,31.723639
-116.7208,31.723639
-116.698731,31.893981
-116.698731,31.893981
-116.698628,31.733175
-116.698628,31.733175
-116.698628,31.733175
-116.698628,31.733175
-116.698611,31.732778
-116.698611,31.732778
-116.698611,31.732778
-116.698611,31.732778
-116.68425,31.702667
-116.68425,31.702667
-116.68425,31.702667
-116.68425,31.702667
-116.681667,31.705
-116.681667,31.705
-116.680833,31.551389
-116.680833,31.551389
-116.680833,31.551389
-116.680833,31.551389
-116.680833,31.551389
-116.680553,31.551206
-116.680553,31.551206
-116.680553,31.551206
-116.680553,31.551206
-116.677222,31.868889
-116.676406,31.693611
-116.676406,31.693611
-116.676406,31.693611
-116.668397,31.861511
-116.668397,31.861511
-116.668397,31.861511
-116.668397,31.861511
-116.668397,31.861511
-116.668397,31.861511
-116.665556,31.859722
-116.665556,31.859722
-116.665556,31.859722
-116.665556,31.859722
-116.665556,31.859722
-116.6625,31.863611
-116.6625,31.863611
-116.6625,31.863611
-116.658736,31.863011
-116.639469,31.859558
-116.637812,31.745175
-116.625,31.875
-116.625,31.875
-116.611389,31.774722
-116.611389,31.774722
-116.611389,31.774722
-116.611389,31.774722
-116.611389,31.774722
-116.611389,31.774722
-116.611389,31.774722
-116.545556,31.445556
-116.453733,31.329381
-116.436931,31.321092
-116.436931,31.321092
-116.435833,31.319167
-116.435833,31.319167
-116.435833,31.319167
-116.435833,31.319167
-116.416784,31.293069
-116.416784,31.293069
-116.416375,31.292714
-116.416375,31.292714
-116.416375,31.292714
-116.416375,31.292714
-116.416375,31.292714
-116.416375,31.292714
-116.416375,31.292714
-116.319722,30.955278
-116.033333,30.45
-116.031417,30.436469
-115.916667,30.366667
-115.916667,30.366667
-115.916667,30.366667
-115.916667,30.366667
-115.916667,30.366667
-115.916667,30.366667
-115.916667,30.366667
-115.916667,30.366667
-115.916667,30.366667
-115.916667,30.366667
-115.916667,30.366667
-115.813014,29.9488
-115.813014,29.9488
-115.813014,29.9488
-115.813014,29.9488
-115.813014,29.9488
-115.813014,29.9488
-115.813014,29.9488
-115.811601,29.949753
-115.811601,29.949753
-115.810556,29.949444
-115.734375,29.939147
-115.734375,29.939147
-115.355092,28.081761
-115.253067,28.037306
-115.253067,28.037306
-115.253067,28.037306
-115.253067,28.037306
-115.253067,28.037306
-115.1975,28.363528
-115.1975,28.363528
-115.1975,28.363528
-115.1975,28.363528
-115.1975,28.363528
-115.186639,28.031678
-115.186639,28.031678
-114.925,27.688889
-114.873786,27.652814
-114.423317,28.881522
-114.349339,28.772769
-114.349339,28.772769
-114.293056,27.141667
-114.293056,27.141667
-114.206389,27.898611
-114.186667,27.791667
-114.1725,27.709722
-114.153333,27.705833
-114.153333,27.705833
-114.153333,27.705833
-114.134444,27.863611
-114.134444,27.863611
-114.068258,28.485547
-114.038611,27.731111
-114.031944,27.689167
-114.031944,27.689167
-113.247222,26.79
-113.247222,26.79
-113.240675,26.790008
-9.01,42.52
-9.01,42.52
-8.94,42.540001
-8.94,42.540001
-8.94,42.540001
-8.93999958,42.54000092
-8.93999958,42.54000092
-8.93999958,42.54000092
-8.9027,42.4562
-8.9027,42.4562
-8.82,42.23
-8.82,42.23
-8.82,42.23
-8.82,42.23
-8.73,40.630001
-8.258333,43.463889
-8.258333,43.463889
-8.258333,43.463889
-8.258333,43.463889
-8.258333,43.463889
-8.258333,43.463889
-8.25833,43.46389
-6.353128,49.897609
-6.348742,49.957163
-6.313906,49.910775
-6.311422,49.929764
-6.218,36.388
-6.2,43.57
-5.9928,43.291
-5.9928,43.291
-5.81,43.639999
-5.81,43.639999
-5.81,43.639999
-5.81,43.639999
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-5.79,43.610001
-4.6525,51.1625
-4.47,55.369999
-4.453775,50.342904
-4.075584,48.689433
-4.075584,48.689433
-4.044759,50.312279
-3.988487,48.728981
-3.988487,48.728981
-3.986234,48.731288
-3.986234,48.731288
-3.954213,50.307981
-3.954213,50.307981
-3.914,48.6678
-3.8,43.49
-3.8,43.49
-3.8,43.49
-3.8,43.49
-3.420000076,43.41999817
-3.42,43.419998
-3.266747,50.667946
-3.245333,50.674202
-3.2,50.700001
-3.2,50.700001
-3,43
-2.59,43.380001
-2.589999914,43.38000107
-2.459245,50.595572
-2.25,49.18
-2.246226,50.621532
-2.2,43.31
-2.168941,49.18772
-2.168941,49.18772
-2.141781,50.609566
-1.950063,50.606792
-1.873813,49.657378
-1.873813,49.657378
-1.83,43.39
-1.83,43.39
-1.83,43.39
-1.83,43.39
-1.40273,46.04646
-1.333333,50.666667
-1.333333,50.666667
-1.333333,50.666667
-1.333333,50.666667
-1.166597,50.794634
-1.166597,50.794634
-1.166597,50.794634
-1.166597,50.794634
-1.124396,50.801672
-1.122979,50.801599
-1.122979,50.801599
-1.122979,50.801599
-1.119353,50.798172
-1.099,50.6922
-1.0985,50.6924
-1.0981,50.6925
-1.09793,50.689573
-1.09793,50.689573
-1.0976,50.6909
-1.097159,50.701689
-1.089311,50.777879
-1.089311,50.777879
-1.083333,50.683333
-1.083333,50.683333
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.071916,50.687777
-1.040974,49.387082
-1.027647,50.802192
-1.027647,50.802192
-1.021942,50.821947
-1.021942,50.821947
-0.983333,50.833333
-0.983333,50.833333
-0.972018,50.834575
-0.964897,50.83355
-0.964897,50.83355
-0.964897,50.83355
-0.957065,50.831367
-0.957065,50.831367
-0.957065,50.831367
-0.957065,50.831367
-0.957065,50.831367
-0.864741,50.762087
-0.366788,50.807511
0.045787,50.74465
0.277379,50.753721
0.436838,51.447561
0.89213,51.77462
0.91371,51.208542
1.157985,51.374191
1.188927,51.380138
1.243343,51.100225
1.385018,51.394407
1.404341,51.393415
1.590283,50.871083
1.63,41.23
1.63,41.23
5.258118,59.417838
5.279713,59.359863
5.289173,59.346222
5.562859,58.985349
7.665564,58.023328
7.706458,58.050376
7.88528,54.1825
7.88528,54.1825
7.88528,54.1825
7.88528,54.1825
7.88528,54.1825
7.88528,54.1825
7.88528,54.1825
7.88528,54.1825
7.88528,54.1825
7.88528,54.1825
7.88528,54.1825
7.88528,54.1825
7.88528,54.1825
7.88528,54.1825
7.88528,54.1825
7.88528,54.1825
7.88528,54.1825
7.88528,54.1825
7.88528,54.1825
7.88528,54.1825
7.88528,54.1825
7.907477,58.070224
7.951667,58.085408
7.963853,58.083325
7.967402,58.064391
8,56
8,56
8,56
8,56
8,56
8,56
8,56
8,56
8,56
8,56
8,56
8,56
8,56
8,56
8,56
8,56
8,56
8,56
8,56
8,56
8,56
8,56
8,56
8,56
8,56
8.16223,58.122455
8.210704,58.1201
8.25,56.599998
8.276946,58.158188
8.33,56.68
8.33,56.68
8.33,56.68
8.33,56.68
8.33,56.68
8.33,56.68
8.33,56.68
8.33,56.68
8.35,56.68
8.35,56.68
8.35,56.68
8.35,56.68
8.35,56.68
8.35,56.68
8.35,56.68
8.37,56.970001
8.48,55.150002
8.57,56.580002
8.57,56.580002
8.57,56.580002
8.62,56.52
8.62,56.52
8.62,56.52
8.62,56.52
8.62,56.52
8.62,56.52
8.62,56.52
8.62,56.52
8.62,56.52
8.62,56.52
8.62,56.52
8.63,55.630001
8.67,56.669998
8.87,56.77
9,57
9,56
9,56
9,56
9.097259,58.616918
9.18,56.82
9.18,56.700001
9.2,56.68
9.833385,54.17442
9.865299,58.971586
9.88,57.529999
9.88,57.529999
9.966667,57.583333
9.966667,57.583333
9.966667,57.583333
9.97,57.580002
10,57
10,57
10,57
10,57
10,57
10,57
10,57
10,57
10,57
10,57
10,57
10,57
10,57
10,57
10,57
10,57
10.403642,59.059292
10.53,57.43
10.6,57.48
10.62,57.75
10.62,57.75
10.62,57.75
10.62,57.5
10.62,57.5
10.62412,57.48539
10.7,56.529999
10.87,57.27
10.9,57.349998
10.92,57.349998
10.92,57.349998
10.92,57.349998
10.92,57.349998
10.92,57.349998
10.92,57.349998
10.93,57.369999
11,57
11.02,57.299999
12,56
12,56
12.03,56.029999
12.326667,45.438611
12.326667,45.438611
12.35,45.44
12.52,56.080002
12.55,56.080002
120.35,36.05
120.35,36.05
120.35,36.05
120.35,36.05
120.35,36.05
120.35,36.05
120.35,36.05
120.35,36.05
120.35,36.05
120.35,36.05
120.35,36.05
120.35,36.05
120.35,36.05
120.35,36.05
120.35,36.05
120.35,36.05
120.35,36.05
120.35,36.05
120.35,36.05
120.35,36.05
120.35,36.05
120.35,36.05
120.35,36.05
120.49,36.09
120.49,36.09
120.49,36.09
120.49,36.09
120.49,36.09
120.49,36.09
120.49,36.09
120.49,36.09
120.49,36.09
122.14,37.51
122.14,37.51
122.14,37.51
122.14,37.51
122.14,37.51
122.14,37.51
133.240792,36.186944
133.240792,36.186944
133.240792,36.186944
133.240792,36.186944
133.506,34.3257
133.506,34.3257
133.51,34.33
133.56,34.36333
133.57,34.35
133.57,34.348333
133.57,34.348333
133.57,34.34833
133.57,33.3483
133.980992,34.20704
134.054,34.403
134.054,34.403
134.05667,34.405
134.06,34.41
134.588,34.64
134.588,34.64
134.588333,34.64
134.588333,34.64
134.588333,34.64
134.588333,34.64
135.0217,34.5747
135.0217,34.5747
139.92247,34.91612
139.92247,34.91612
139.92247,34.91612
140.56897,36.30923
140.56897,36.30923
140.57585,36.37886
140.57585,36.37886
140.57585,36.37886
140.57585,36.37886
140.57585,36.37886
140.57585,36.37886
140.57602,36.31736
140.57602,36.31736
140.57602,36.31736
140.57602,36.31736
140.58061,36.32283
140.58061,36.32283
140.58061,36.32283
140.58061,36.32283
140.58061,36.32283
140.58061,36.32283
140.58061,36.32283
140.60609,36.34774
140.60793,36.3624
140.61249,36.36073
140.61494,36.48877
140.61494,36.48877
140.62201,36.51031
140.63136,36.51917
140.63136,36.51917
140.63136,36.51917
140.64268,36.54555
140.64268,36.54555
140.64325,36.54952
140.64325,36.54952
140.65047,36.59843
140.65047,36.59843
140.65135,36.5794
140.65135,36.5794
140.65135,36.5794
140.65424,36.57593
140.65968,36.58167
140.65968,36.58167
140.67635,36.64731
140.6786,36.64684
140.68124,36.63238
140.68124,36.63238
140.69191,36.65749
140.69191,36.65749
140.69191,36.65749
140.69221,36.65774
140.69221,36.65774
140.69221,36.65774
140.69221,36.65774
140.70522,36.67881
140.72125,36.72369
140.72125,36.72369
140.72125,36.72369
140.73969,36.80775
140.73969,36.80775
140.73969,36.80775
140.73969,36.80775
140.73969,36.80775
140.75168,36.80422
140.75168,36.80422
140.75168,36.80422
140.75168,36.80422
140.75508,36.80006
140.75508,36.80006
140.79205,36.8541
140.79341,36.83674
141.1246,38.3313
