source,source.id,genus,species,country,state.province,county,locality.1,locality.2,latitude,longitude,uncertainty,year,month,day,collector,determination
TNS,28674,Heterosiphonia,japonica,Japan,Wakayama,,Hidaka,,33.913824,135.072838,3037,1963,4,1,T. Yamamoto,
TNS,28675,Heterosiphonia,japonica,Japan,Wakayama,,Hidaka,,33.913824,135.072838,3038,1963,4,1,T. Yamamoto,
TNS,28824,Heterosiphonia,japonica,Japan,Aomori,,Higashidori,,41.34536,141.452213,13934,1968,3,17,M. Chihara,M. Chihara
TNS,28825,Heterosiphonia,japonica,Japan,Aomori,,Higashidori,,41.34536,141.452213,13933,1968,3,17,M. Chihara,M. Chihara
TNS,28826,Heterosiphonia,japonica,Japan,Aomori,,Higashidori,,41.34536,141.452213,13932,1968,3,17,M. Chihara,M. Chihara
TNS,28828,Heterosiphonia,japonica,Japan,Aomori,,Higashidori,,41.34536,141.452213,13931,1968,3,17,M. Chihara,M. Chihara
TNS,166548,Heterosiphonia,japonica,Japan,Aomori,,Higashidori,,41.34536,141.452213,13930,1966,1,9,M. Hirai,
TNS,150009,Heterosiphonia,japonica,Japan,Hiroshima,,Hiroshima,,34.34118,132.431311,5468,1987,4,29,H. Tanaka,H. Tanaka
TNS,151341,Heterosiphonia,japonica,Japan,Hiroshima,,Hiroshima,,34.34118,132.431311,5469,2000,6,2,H. Tanaka,H. Tanaka
TNS,151342,Heterosiphonia,japonica,Japan,Hiroshima,,Hiroshima,,34.34118,132.431311,5470,2002,3,17,H. Tanaka,H. Tanaka
TNS,151343,Heterosiphonia,japonica,Japan,Hiroshima,,Hiroshima,,34.34118,132.431311,5471,2002,4,13,H. Tanaka,H. Tanaka
TNS,158834,Heterosiphonia,japonica,Japan,Ibaraki,,Hitachi,,36.587861,140.670381,4329,2002,5,27,T. Kitayama,T. Kitayama
TNS,163786,Heterosiphonia,japonica,Japan,Ibaraki,,Hitachi,,36.587861,140.670381,4330,2003,7,29,M. Nakaniwa,M. Nakaniwa
TNS,181875,Heterosiphonia,japonica,Japan,Ibaraki,,Hitachi,,36.587861,140.670381,4331,2003,7,29,M. Nakaniwa,M. Nakaniwa
TNS,28755,Heterosiphonia,japonica,Japan,Nagasaki,,"Iduhara, Tsushima",,34.190238,129.303764,9024,1969,3,17,M. Chihara,M. Chihara
TNS,181468,Heterosiphonia,japonica,Japan,Chiba,,Isumi,,35.259473,140.408723,3831,2013,4,26,T. Kitayama,T. Kitayama
TNS,28662,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,987,1966,3,22,M. Chihara,M. Chihara
TNS,28667,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,986,1966,3,22,M. Chihara,M. Chihara
TNS,28668,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,985,1966,3,22,M. Chihara,M. Chihara
TNS,28670,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,984,1966,3,22,M. Chihara,M. Chihara
TNS,28676,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,983,1966,3,22,M. Chihara,M. Chihara
TNS,28677,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1060,1968,3,3,M. Chihara,M. Chihara
TNS,28678,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1059,1968,3,3,M. Chihara,M. Chihara
TNS,28679,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1058,1968,3,3,M. Chihara,M. Chihara
TNS,28680,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1057,1968,3,3,M. Chihara,M. Chihara
TNS,28681,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1056,1968,3,3,M. Chihara,M. Chihara
TNS,28682,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1066,1968,3,31,M. Chihara,M. Chihara
TNS,28683,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1065,1968,3,31,M. Chihara,M. Chihara
TNS,28684,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1064,1968,3,31,M. Chihara,M. Chihara
TNS,28685,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1008,1967,1,22,M. Chihara,M. Chihara
TNS,28693,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,982,1966,3,22,M. Chihara,M. Chihara
TNS,28697,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1067,1968,4,17,M. Chihara,M. Chihara
TNS,28698,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1055,1968,3,3,M. Chihara,M. Chihara
TNS,28699,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1054,1968,3,3,M. Chihara,M. Chihara
TNS,28700,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1053,1968,3,3,M. Chihara,M. Chihara
TNS,28701,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1052,1968,3,3,M. Chihara,M. Chihara
TNS,28702,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1051,1968,3,3,M. Chihara,M. Chihara
TNS,28703,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1050,1968,3,3,M. Chihara,M. Chihara
TNS,28704,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1048,1968,3,3,M. Chihara,M. Chihara
TNS,28705,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1049,1968,3,3,M. Chihara,M. Chihara
TNS,28706,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1046,1968,3,3,M. Chihara,M. Chihara
TNS,28707,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1047,1968,3,3,M. Chihara,M. Chihara
TNS,28708,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1044,1968,3,3,M. Chihara,M. Chihara
TNS,28709,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1045,1968,3,3,M. Chihara,M. Chihara
TNS,28712,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1043,1968,3,3,M. Chihara,M. Chihara
TNS,28713,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1041,1968,3,3,M. Chihara,M. Chihara
TNS,28714,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1042,1968,3,3,M. Chihara,M. Chihara
TNS,28715,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1040,1968,3,3,M. Chihara,M. Chihara
TNS,28716,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1039,1968,3,3,M. Chihara,M. Chihara
TNS,28717,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1038,1968,3,3,M. Chihara,M. Chihara
TNS,28718,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1037,1968,3,3,M. Chihara,M. Chihara
TNS,28719,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1036,1968,3,3,M. Chihara,M. Chihara
TNS,28720,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1035,1968,3,3,M. Chihara,M. Chihara
TNS,28723,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1033,1968,3,3,M. Chihara,M. Chihara
TNS,28724,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1034,1968,3,3,M. Chihara,M. Chihara
TNS,28725,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1031,1968,3,3,M. Chihara,M. Chihara
TNS,28726,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1032,1968,3,3,M. Chihara,M. Chihara
TNS,28727,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1029,1968,3,3,M. Chihara,M. Chihara
TNS,28728,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1030,1968,3,3,M. Chihara,M. Chihara
TNS,28729,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1027,1968,3,3,M. Chihara,M. Chihara
TNS,28730,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1028,1968,3,3,M. Chihara,M. Chihara
TNS,28736,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,980,1966,3,22,M. Chihara,M. Chihara
TNS,28737,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,981,1966,3,22,M. Chihara,M. Chihara
TNS,28750,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1026,1968,3,3,M. Chihara,M. Chihara
TNS,28751,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1025,1968,3,3,M. Chihara,M. Chihara
TNS,28752,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1078,1971,2,12,M. Chihara,M. Chihara
TNS,28762,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,973,1965,4,2,M. Chihara,M. Yoshizaki
TNS,28763,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,972,1965,4,2,M. Chihara,M. Yoshizaki
TNS,28767,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1077,1971,2,12,M. Chihara,M. Chihara
TNS,28768,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1076,1971,2,12,M. Chihara,M. Chihara
TNS,28769,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1075,1971,2,12,M. Chihara,M. Chihara
TNS,28770,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1074,1971,2,12,M. Chihara,M. Chihara
TNS,28771,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1073,1971,2,12,M. Chihara,M. Chihara
TNS,28772,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1072,1971,2,12,M. Chihara,M. Chihara
TNS,28773,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1071,1971,2,12,M. Chihara,M. Chihara
TNS,28774,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1070,1971,2,12,M. Chihara,M. Chihara
TNS,28777,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1081,1971,3,15,T. Mukohda,
TNS,28787,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,977,1966,3,22,M. Yoshizaki,M. Chihara
TNS,28788,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,976,1966,3,22,M. Yoshizaki,M. Chihara
TNS,28789,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,975,1966,3,22,M. Yoshizaki,M. Chihara
TNS,28790,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,974,1966,3,22,M. Chihara,M. Chihara
TNS,28811,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1069,1971,2,12,M. Chihara,M. Chihara
TNS,28815,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1068,1971,2,12,M. Chihara,M. Chihara
TNS,28822,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1000,1967,1,22,M. Chihara,M. Chihara
TNS,28823,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,999,1967,1,22,M. Chihara,M. Chihara
TNS,38754,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,978,1966,3,22,M. Chihara,M. Chihara
TNS,38755,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,979,1966,3,22,M. Chihara,M. Chihara
TNS,38756,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1079,1971,2,12,M. Chihara,
TNS,38757,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1080,1971,2,12,M. Chihara,
TNS,38758,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1001,1967,1,22,M. Chihara,M. Chihara
TNS,38760,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1002,1967,1,22,M. Chihara,M. Chihara
TNS,38761,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1003,1967,1,22,M. Chihara,M. Chihara
TNS,38762,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1004,1967,1,22,M. Chihara,M. Chihara
TNS,38763,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1005,1967,1,22,M. Chihara,M. Chihara
TNS,38764,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1006,1967,1,22,M. Chihara,M. Chihara
TNS,38765,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1007,1967,1,22,M. Chihara,M. Chihara
TNS,39315,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,989,1967,1,22,M. Chihara,M. Chihara
TNS,39316,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,990,1967,1,22,M. Chihara,M. Chihara
TNS,39317,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,991,1967,1,22,M. Chihara,M. Chihara
TNS,39318,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,992,1967,1,22,M. Chihara,M. Chihara
TNS,39319,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,993,1967,1,22,M. Chihara,M. Chihara
TNS,39320,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,994,1967,1,22,M. Chihara,M. Chihara
TNS,39321,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,995,1967,1,22,M. Chihara,M. Chihara
TNS,39322,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,996,1967,1,22,M. Chihara,M. Chihara
TNS,39323,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,997,1967,1,22,M. Chihara,M. Chihara
TNS,39324,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,998,1967,1,22,M. Chihara,M. Chihara
TNS,39325,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1009,1968,3,3,M. Chihara,M. Chihara
TNS,39326,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1010,1968,3,3,M. Chihara,M. Chihara
TNS,39327,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1011,1968,3,3,M. Chihara,M. Chihara
TNS,39328,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1012,1968,3,3,M. Chihara,M. Chihara
TNS,39329,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1013,1968,3,3,M. Chihara,M. Chihara
TNS,39330,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1014,1968,3,3,M. Chihara,M. Chihara
TNS,39331,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1015,1968,3,3,M. Chihara,M. Chihara
TNS,39332,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1016,1968,3,3,M. Chihara,M. Chihara
TNS,39333,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1017,1968,3,3,M. Chihara,M. Chihara
TNS,39334,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1018,1968,3,3,M. Chihara,M. Chihara
TNS,39335,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1019,1968,3,3,M. Chihara,M. Chihara
TNS,39336,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1020,1968,3,3,M. Chihara,M. Chihara
TNS,39337,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1021,1968,3,3,M. Chihara,M. Chihara
TNS,39338,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1022,1968,3,3,M. Chihara,M. Chihara
TNS,39339,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1023,1968,3,3,M. Chihara,M. Chihara
TNS,39340,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1024,1968,3,3,M. Chihara,M. Chihara
TNS,39341,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1062,1968,3,31,M. Chihara,M. Chihara
TNS,39342,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1063,1968,3,31,M. Chihara,M. Chihara
TNS,151866,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,970,1964,4,13,T. Kawase,
TNS,151867,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,971,1964,4,13,T. Kawase,
TNS,164174,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1090,2005,3,14,T. Yokosawa,T. Yokosawa
TNS,166547,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,988,1966,3,22,M. Chihara,
TNS,166549,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1061,1968,3,3,,
TNS,166556,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1082,1981,2,4,M. Chihara,
TNS,166557,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1083,1981,2,4,M. Chihara,
TNS,166825,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1084,2001,2,23,M. Suzuki,M. Suzuki
TNS,178905,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1091,2007,**,**,M. Kimura,T. Kitayama
TNS,178981,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1092,2007,**,**,M. Tanaka,T. Kitayama
TNS,178982,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1093,2007,**,**,J. Sugiyama,T. Kitayama
TNS,179022,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1094,2008,**,**,M. Tanaka,T. Kitayama
TNS,179539,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1095,2010,**,**,J. Sugiyama,T. Kitayama
TNS,182577,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1085,2001,2,23,M. Suzuki,M. Suzuki
TNS,182578,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1088,2005,2,24,M. Suzuki,M. Suzuki
TNS,182579,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1089,2005,2,24,M. Suzuki,M. Suzuki
TNS,182588,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1087,2001,2,24,M. Suzuki,M. Suzuki
TNS,182589,Heterosiphonia,japonica,Japan,Kanagawa,,Kamakura,,35.302334,139.540728,1086,2001,2,23,M. Suzuki,M. Suzuki
TNS,163902,Heterosiphonia,japonica,Japan,Ibaraki,,Kitaibaraki,,36.803953,140.767509,3037,1974,8,9,M. Nakaniwa,M. Nakaniwa
TNS,158118,Heterosiphonia,japonica,Japan,Chiba,,Kominato,,35.110488,140.197082,3037,1933,4,,M. Higashi,
TNS,172721,Heterosiphonia,japonica,Japan,Chiba,,Kominato,,35.110488,140.197082,3038,1996,4,4,Y. Yamaoka,T. Kitayama
TNS,172722,Heterosiphonia,japonica,Japan,Chiba,,Kominato,,35.110488,140.197082,3039,1996,4,4,Y. Yamaoka,T. Kitayama
TNS,45160,Heterosiphonia,japonica,Japan,Wakayama,,Kushimoto,,33.467669,135.785736,3037,1978,4,22,M. Yoshizaki,
TNS,45161,Heterosiphonia,japonica,Japan,Wakayama,,Kushimoto,,33.467669,135.785736,3038,1978,4,22,M. Yoshizaki,
TNS,176742,Heterosiphonia,japonica,Japan,Shizuoka,,Minamiizu,,34.61504,138.872151,3601,1980,**,**,K. Matsue,K. Matsue
TNS,28663,Heterosiphonia,japonica,Japan,Shizuoka,,Minami-Izu,,34.61504,138.872151,3640,1966,3,23,M. Chihara,M. Chihara
TNS,28664,Heterosiphonia,japonica,Japan,Shizuoka,,Minami-Izu,,34.61504,138.872151,3639,1966,3,23,M. Chihara,M. Chihara
TNS,28816,Heterosiphonia,japonica,Japan,Kanagawa,,Miura,,35.133577,139.641383,6063,1970,4,,Ogawa,M. Chihara
TNS,28827,Heterosiphonia,japonica,Japan,Kanagawa,,Miura,,35.133577,139.641383,6064,1972,4,14,M. Chihara,M. Chihara
TNS,159857,Heterosiphonia,japonica,Japan,Kanagawa,,Miura,,35.133577,139.641383,6061,1933,5,11,S. Ohashi,
TNS,159859,Heterosiphonia,japonica,Japan,Kanagawa,,Miura,,35.133577,139.641383,6062,1933,5,11,S. Ohashi,
TNS,179822,Heterosiphonia,japonica,Japan,Hokkaido,,Muroran,,42.31316,140.962307,3037,2002,**,**,M. Suzuki,M. Suzuki
TNS,170717,Heterosiphonia,japonica,Japan,Niigata,,Niigata,,37.932015,139.027388,17139,1987,4,27,K. Ikehara,T. Yoshida
TNS,28671,Heterosiphonia,japonica,Japan,Chiba,,Ohara,,35.249439,140.410799,3042,1967,4,26,H. Kawase,M. Chihara
TNS,28694,Heterosiphonia,japonica,Japan,Chiba,,Ohara,,35.249439,140.410799,3040,1967,4,13,M. Chihara,M. Chihara
TNS,28695,Heterosiphonia,japonica,Japan,Chiba,,Ohara,,35.249439,140.410799,3041,1967,4,13,M. Chihara,M. Chihara
TNS,28747,Heterosiphonia,japonica,Japan,Chiba,,Ohara,,35.249439,140.410799,3039,1967,4,13,M. Chihara,M. Chihara
TNS,28748,Heterosiphonia,japonica,Japan,Chiba,,Ohara,,35.249439,140.410799,3038,1967,4,13,M. Chihara,M. Chihara
TNS,28807,Heterosiphonia,japonica,Japan,Chiba,,Ohara,,35.249439,140.410799,3045,1971,4,28,S. Hiraide,M. Chihara
TNS,28808,Heterosiphonia,japonica,Japan,Chiba,,Ohara,,35.249439,140.410799,3044,1971,4,28,S. Hiraide,M. Chihara
TNS,28812,Heterosiphonia,japonica,Japan,Chiba,,Ohara,,35.249439,140.410799,3043,1971,4,28,S. Hiraide,M. Chihara
TNS,163566,Heterosiphonia,japonica,Japan,Chiba,,Ohara,,35.249439,140.410799,3037,1967,4,13,M. Chihara,
TNS,44401,Heterosiphonia,japonica,Japan,Aomori,,Ohma,,41.547776,140.911823,5714,1988,1,20,T. Kitayama,T. Kitayama
TNS,172683,Heterosiphonia,japonica,Japan,Miyagi,,Onagawa,,38.439668,141.461703,834,2001,2,21,T. Yokosawa,M. Suzuki
TNS,172684,Heterosiphonia,japonica,Japan,Miyagi,,Onagawa,,38.439668,141.461703,835,2001,2,21,T. Yokosawa,M. Suzuki
TNS,46444,Heterosiphonia,japonica,Japan,Hiroshima,,Osakikamishima,,34.248659,132.864981,8451,1999,4,16,H. Tanaka,H. Tanaka
TNS,169414,Heterosiphonia,japonica,Japan,Hokkaido,,Rumoi,,43.954725,141.633554,2321,1963,5,12,K. Inagaki,T. Kitayama
TNS,169438,Heterosiphonia,japonica,Japan,Hokkaido,,Rumoi,,43.954725,141.633554,2320,1963,3,26,K. Inagaki,T. Kitayama
TNS,166823,Heterosiphonia,japonica,Japan,Niigata,,Ryotsu,,38.083333,138.442946,3037,2002,7,28,M. Suzuki,M. Suzuki
TNS,182581,Heterosiphonia,japonica,Japan,Niigata,,Ryotsu,Sado,38.083941,138.440543,3036,2003,7,23,M. Suzuki,M. Suzuki
TNS,175123,Heterosiphonia,japonica,Japan,Niigata,,Sado,Sado,37.97816,138.303687,4006,1994,**,**,S. Yada,M. Yoshizaki
TNS,162719,Heterosiphonia,japonica,Japan,Kagawa,,Shido,,34.328437,134.173333,3037,1991,3,24,S. Mitani,T. Kitayama
TNS,28661,Heterosiphonia,japonica,Japan,Shizuoka,,Shimoda,,34.661443,138.947082,3048,1965,4,6,M. Chihara,M. Chihara
TNS,28672,Heterosiphonia,japonica,Japan,Shizuoka,,Shimoda,,34.661443,138.947082,3044,1965,4,5,M. Chihara,M. Chihara
TNS,28673,Heterosiphonia,japonica,Japan,Shizuoka,,Shimoda,,34.661443,138.947082,3045,1965,4,5,M. Chihara,M. Chihara
TNS,28686,Heterosiphonia,japonica,Japan,Shizuoka,,Shimoda,,34.661443,138.947082,3056,1966,3,24,M. Chihara,M. Chihara
TNS,28687,Heterosiphonia,japonica,Japan,Shizuoka,,Shimoda,,34.661443,138.947082,3055,1966,3,24,M. Chihara,M. Chihara
TNS,28688,Heterosiphonia,japonica,Japan,Shizuoka,,Shimoda,,34.661443,138.947082,3047,1965,4,6,M. Chihara,M. Chihara
TNS,28689,Heterosiphonia,japonica,Japan,Shizuoka,,Shimoda,,34.661443,138.947082,3046,1965,4,6,M. Chihara,M. Chihara
TNS,28690,Heterosiphonia,japonica,Japan,Shizuoka,,Shimoda,,34.661443,138.947082,3043,1965,4,5,M. Chihara,M. Chihara
TNS,28691,Heterosiphonia,japonica,Japan,Shizuoka,,Shimoda,,34.661443,138.947082,3054,1966,3,24,M. Chihara,M. Chihara
TNS,28710,Heterosiphonia,japonica,Japan,Shizuoka,,Shimoda,,34.661443,138.947082,3041,1965,4,5,M. Chihara,M. Chihara
TNS,28711,Heterosiphonia,japonica,Japan,Shizuoka,,Shimoda,,34.661443,138.947082,3042,1965,4,5,M. Chihara,M. Chihara
TNS,28731,Heterosiphonia,japonica,Japan,Shizuoka,,Shimoda,,34.661443,138.947082,3051,1966,3,24,M. Chihara,M. Chihara
TNS,28732,Heterosiphonia,japonica,Japan,Shizuoka,,Shimoda,,34.661443,138.947082,3052,1966,3,24,M. Chihara,M. Chihara
TNS,28733,Heterosiphonia,japonica,Japan,Shizuoka,,Shimoda,,34.661443,138.947082,3053,1966,3,24,M. Chihara,M. Chihara
TNS,28734,Heterosiphonia,japonica,Japan,Shizuoka,,Shimoda,,34.661443,138.947082,3050,1966,3,24,M. Chihara,M. Chihara
TNS,28735,Heterosiphonia,japonica,Japan,Shizuoka,,Shimoda,,34.661443,138.947082,3049,1966,3,24,M. Chihara,M. Chihara
