Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,e03.NIT.max contribution,e04.NIT.min contribution,e05.PHO.max contribution,e06.PHO.min contribution,e07.SAL.me contribution,e08.SST.max contribution,e09.SST.min contribution,e03.NIT.max permutation importance,e04.NIT.min permutation importance,e05.PHO.max permutation importance,e06.PHO.min permutation importance,e07.SAL.me permutation importance,e08.SST.max permutation importance,e09.SST.min permutation importance,Training gain without e03.NIT.max,Training gain without e04.NIT.min,Training gain without e05.PHO.max,Training gain without e06.PHO.min,Training gain without e07.SAL.me,Training gain without e08.SST.max,Training gain without e09.SST.min,Training gain with only e03.NIT.max,Training gain with only e04.NIT.min,Training gain with only e05.PHO.max,Training gain with only e06.PHO.min,Training gain with only e07.SAL.me,Training gain with only e08.SST.max,Training gain with only e09.SST.min,Test gain without e03.NIT.max,Test gain without e04.NIT.min,Test gain without e05.PHO.max,Test gain without e06.PHO.min,Test gain without e07.SAL.me,Test gain without e08.SST.max,Test gain without e09.SST.min,Test gain with only e03.NIT.max,Test gain with only e04.NIT.min,Test gain with only e05.PHO.max,Test gain with only e06.PHO.min,Test gain with only e07.SAL.me,Test gain with only e08.SST.max,Test gain with only e09.SST.min,AUC without e03.NIT.max,AUC without e04.NIT.min,AUC without e05.PHO.max,AUC without e06.PHO.min,AUC without e07.SAL.me,AUC without e08.SST.max,AUC without e09.SST.min,AUC with only e03.NIT.max,AUC with only e04.NIT.min,AUC with only e05.PHO.max,AUC with only e06.PHO.min,AUC with only e07.SAL.me,AUC with only e08.SST.max,AUC with only e09.SST.min,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
species,220,2.0436,2.2324,500,0.9609,94,2.0210,0.9502,0.0062,10220,0.9832,9.1164,2.1887,0.6291,7.3865,6.4212,73.2748,2.8546,0.8250,0.8952,1.0270,18.3495,26.0436,50.0052,2.0254,2.0425,2.0404,2.0387,1.8310,1.9120,1.6816,0.0203,0.0210,0.2914,0.1267,0.5307,1.2402,1.3816,2.0323,2.0350,2.0396,2.0345,1.6775,1.9122,1.7122,0.0991,0.0302,0.3338,0.2029,0.5470,1.1588,1.1238,0.9519,0.9515,0.9515,0.9514,0.9287,0.9452,0.9331,0.7346,0.2741,0.7166,0.6743,0.7695,0.8783,0.8798,7.1981,0.0756,1.0000,0.0184,0.2853,0.0000,0.0106,6.35E-52,5.0000,0.1061,0.1807,0.0227,0.0106,0E0,10.0000,0.1872,0.1391,0.0364,0.0638,0E0,1.4707,0.0282,0.2581,0.0000,0.0106,2.475E-59,21.0336,0.3357,0.0910,0.1000,0.1702,0E0,20.3688,0.3296,0.0931,0.0909,0.1596,0E0,16.9788,0.2899,0.1050,0.0500,0.0851,0E0,17.6614,0.3018,0.1024,0.0636,0.1064,0E0,13.5117,0.2400,0.1197,0.0364,0.0638,0E0,1.4707,0.0282,0.2581,0.0000,0.0106,2.475E-59,11.4096,0.2059,0.1307,0.0364,0.0638,0E0
