Predictor variable,Categorical,Sample average
e03.NIT.max,false,3.8074126016348604
e04.NIT.min,false,0.471742781172684
e07.SAL.me,false,30.5941633051092
e08.SST.max,false,17.292363010753284
e09.SST.min,false,8.460405632582578
