longitude,latitude
150.43,-35.42
150.424852,-35.385027
150.437907,-35.381694
150.434444,-35.365
150.4739,-35.3019
150.484444,-35.298333
150.463333,-35.263056
150.495278,-35.260556
150.47,-35.25
150.48,-35.25
138.6,-34.933333
138.6,-34.9333
138.6011,-34.932059
138.6,-34.93
138.490267,-34.874838
138.491111,-34.860833
138.499711,-34.840948
138.4822,-34.8314
138.493878,-34.827059
138.530266,-34.812615
138.483321,-34.807893
138.520266,-34.775948
138.470266,-34.775393
138.487488,-34.769282
138.493599,-34.765115
138.511099,-34.760948
138.6,-34.6
119.366667,-34.383333
151.13,-34.07
151.12,-34.07
151.1,-34.07
151.133333,-34.066667
151.148996,-34.054463
151.15,-34.05
151.22,-34.02
151.12,-34.02
151.196217,-34.005574
151.25,-33.85
151.225659,-33.839185
151.304823,-33.66085
151.296767,-33.637239
151.2783,-33.635
151.3272,-33.6206
151.317778,-33.615
151.29987,-33.596046
115.60338,-33.3922
115.6188,-33.34718
115.58687,-33.32287
151.5897,-33.0942
151.586944,-33.089444
115.683333,-32.266667
115.683333,-32.266389
115.6850556,-32.26625
115.716667,-32.2
115.666667,-32.2
115.65755,-32.119967
115.733333,-32.016667
115.6,-32
115.7511389,-31.99125
115.754722,-31.986667
115.75,-31.983333
115.733333,-31.983333
115.516667,-31.983333
115.75,-31.866667
115.731667,-31.786667
115.716667,-31.783333
115.65,-31.616667
159.08,-31.55
159.0819,-31.5417
159.084132,-31.531913
159.0639,-31.5194
159.0667,-31.5167
115.54717,-31.44857
115.433333,-31.35
115.433333,-31.266667
115.06695,-30.550517
114.98855,-30.35242
30.816667,-30.25
114.9956,-30.15585
31.31389999,-29.41830063
114.901467,-29.31405
114.918942,-29.276089
114.916667,-29.266667
114.916667,-29.25
114.931667,-29.243056
114.883333,-29.166667
167.953333,-29.058333
114.6,-28.766667
113.859722,-28.725
113.783333,-28.716667
32.46666718,-28.35000038
32.466667,-28.35
153.42579,-27.97354
153.425789,-27.973537
153.421245,-27.966237
153.41952,-27.93298
153.41952,-27.932979
32.916667,-27.926667
32.9,-27.926667
153.43693,-27.77419
153.436935,-27.774189
153.435777,-27.768812
153.43578,-27.76881
153.41745,-27.74854
153.417454,-27.748537
153.375788,-27.706871
153.37579,-27.70687
153.394722,-27.672778
153.378056,-27.642778
153.425,-27.641667
153.37884,-27.64132
153.37995,-27.64132
153.379954,-27.641315
153.378843,-27.641315
153.42106,-27.64076
153.421065,-27.64076
153.425787,-27.640204
153.42579,-27.6402
153.378288,-27.630482
153.37829,-27.63048
153.379954,-27.630204
153.37995,-27.6302
153.4,-27.597222
153.325788,-27.590205
153.309122,-27.590205
153.32579,-27.5902
153.30912,-27.5902
153.32579,-27.57354
153.325788,-27.573538
153.09246,-27.54021
153.092458,-27.540206
32.68330002,-27.5333004
153.345232,-27.532205
153.34523,-27.5322
153.40912,-27.506871
153.40912,-27.50687
153.4,-27.5
32.698611,-27.5
153.50078,-27.49854
153.500785,-27.498537
153.3972,-27.4944
32.713889,-27.453333
153.10912,-27.44021
153.109124,-27.440206
153.542451,-27.440204
153.54245,-27.4402
153.584117,-27.415204
153.58412,-27.4152
153.317176,-27.411594
153.31718,-27.41159
153.4199982,-27.36300087
153.425785,-27.356871
153.42579,-27.35687
32.722222,-27.3375
153.1153,-27.2264
153.3667,-27.1667
-109.383,-27.1333
153.116899,-27.094373
153.1169,-27.09437
153.14245,-27.09021
153.142455,-27.090206
153.14229,-26.809904
153.133333,-26.808333
153.159119,-26.806873
153.142453,-26.806873
153.14245,-26.80687
153.15912,-26.80687
153.1528,-26.8028
153.14999,-26.8
153.149994,-26.799999
153.092452,-26.556874
153.09245,-26.55687
153.09662,-26.53521
153.096619,-26.535207
153.092452,-26.523541
153.09245,-26.52354
153.1167,-26.4167
153.10912,-26.39021
153.109118,-26.390208
153.103876,-26.370231
153.025783,-25.823543
153.02578,-25.82354
153.05,-25.816667
153.084115,-25.748543
153.08411,-25.74854
153.05,-25.6167
152.625785,-25.190213
152.62579,-25.19021
152.715,-24.485
152.535,-24.335
152.665,-24.265
152.005,-24.225
152.815,-24.215
152.585,-24.075
151.975,-24.075
152.415,-24.055
151.865,-24.035
151.3758,-23.95689
151.375797,-23.956888
151.3,-23.85
151.9165,-23.45338
151.9156,-23.45292
151.917244,-23.451962
151.916411,-23.451407
151.685,-23.255
151.005,-23.245
-135.07366,-23.22082
-134.9807,-23.20983
-134.88779,-23.19878
151.005,-23.155
-135.0855,-23.13489
113.766667,-23.133333
151.595,-23.095
166.99876,-22.91046
166.8899994,-22.82999992
166.8500061,-22.81999969
113.7696,-22.79436
166.9299927,-22.78000069
113.697503,-22.775202
166.8399963,-22.77000046
113.6987,-22.7418
113.699725,-22.74048
166.7799988,-22.72999954
167.48267,-22.72308
166.8800049,-22.71999931
167.5200043,-22.71999931
166.75,-22.70999908
166.8399963,-22.70999908
113.631114,-22.698813
166.8099976,-22.69000053
166.8500061,-22.69000053
166.6399994,-22.68000031
166.7899933,-22.65999985
166.6999969,-22.65999985
166.6199951,-22.64999962
166.6499939,-22.64999962
167.28657,-22.63572
166.6399994,-22.62999916
113.64278,-22.618812
113.636669,-22.606312
166.6999969,-22.60000038
166.6600037,-22.59000015
166.6399994,-22.57999992
166.6399994,-22.56999969
166.8200073,-22.55999947
166.6300049,-22.55999947
166.5200043,-22.54999924
167.38226,-22.54404
167.47942,-22.54257
166.6600037,-22.53000069
166.7700043,-22.52000046
166.5399933,-22.52000046
166.6399994,-22.52000046
166.4900055,-22.52000046
166.5899963,-22.51000023
166.6699982,-22.51000023
166.5200043,-22.5
166.6199951,-22.48999977
166.6900024,-22.47999954
166.6000061,-22.47999954
166.5299988,-22.46999931
166.5399933,-22.46999931
166.5899963,-22.46999931
166.5200043,-22.45999908
166.4499969,-22.45000076
166.4799957,-22.43000031
166.5599976,-22.43000031
166.4900055,-22.42000008
166.7100067,-22.42000008
166.6000061,-22.42000008
166.5099945,-22.40999985
166.6999969,-22.40999985
166.4100037,-22.39999962
166.5,-22.38999939
166.4900055,-22.38999939
152.6167,-22.3833
152.620278,-22.381667
166.5200043,-22.37999916
166.4299927,-22.37999916
166.4799957,-22.37999916
166.3899994,-22.37000084
166.2700043,-22.37000084
166.3800049,-22.37000084
166.5399933,-22.37000084
166.99094,-22.36876
166.4299927,-22.36000061
166.3899994,-22.36000061
166.3800049,-22.36000061
166.3000031,-22.35000038
166.3999939,-22.35000038
166.3099976,-22.34000015
166.3899994,-22.34000015
166.3399963,-22.34000015
166.4100037,-22.32999992
166.3600006,-22.32999992
166.3600006,-22.31999969
166.4100037,-22.31999969
166.4199982,-22.30999947
166.3099976,-22.30999947
166.4100037,-22.29999924
166.3300018,-22.29999924
166.3099976,-22.29999924
166.4199982,-22.29999924
