Predictor variable,Categorical,Sample average
e03.NIT.max,false,2.899764744861221
e04.NIT.min,false,0.29762875499098435
e05.PHO.max,false,0.3376848868238815
e06.PHO.min,false,0.1445212939519586
e07.SAL.me,false,33.27846714774555
e08.SST.max,false,19.745321753190797
e09.SST.min,false,8.785386121846775
