Predictor variable,Categorical,Sample average
e03.NIT.max,false,0.2904958532680888
e04.NIT.min,false,0.011602610212701519
e05.PHO.max,false,0.24466199237278083
e06.PHO.min,false,0.18974685739835223
e07.SAL.me,false,35.00184402298019
e08.SST.max,false,27.805397783206704
e09.SST.min,false,23.02787044390905
