Predictor variable,Categorical,Sample average
e03.NIT.max,false,0.279708965392444
e04.NIT.min,false,0.022507357989862083
e05.PHO.max,false,0.2419034952401057
e06.PHO.min,false,0.1898799673124285
e07.SAL.me,false,34.95777219061977
e08.SST.max,false,27.87230006131259
e09.SST.min,false,23.202412462654003
